component,mean,rmse,median,p95,max
feature_ms,6.635077111651129,6.912233407202525,6.379151018336415,10.17177599715069,28.564434993313625
klt_ms,9.516790855490466,11.134927638676077,8.15027198405005,19.6480670128949,32.0718259899877
depth_ms,3.9843776616266866,4.074808363277758,3.8541559770237654,4.999808501452208,13.490105018718168
pnp_ms,0.408222242449049,0.8239345381128531,0.0,1.402355992468074,14.393789984751493
preprocess_ms,3.756524479518883,3.959293746529779,3.192823991412297,6.197666487423703,21.94160598446615
total_ms,24.32496969271101,25.281143209137127,23.386982997180894,36.46229751757346,57.77532598585822
