transaction_ref,transaction_cur,timestamp_ref_ns,timestamp_cur_ns,scan_ref_ns,scan_cur_ns,eval_time_s,mismatch_ref_ms,mismatch_cur_ms,image_dt_s,scan_dt_s,attempted,status,detected,klt_valid,klt_forward_valid,fb_valid,depth_associated,pnp_correspondences,pnp_inliers,inlier_ratio,reprojection_rmse_px,feature_ms,klt_ms,depth_ms,projection_ms,association_ms,pnp_ms,preprocess_ms,total_ms,T_Ccur_Cref_00,T_Ccur_Cref_01,T_Ccur_Cref_02,T_Ccur_Cref_03,T_Ccur_Cref_10,T_Ccur_Cref_11,T_Ccur_Cref_12,T_Ccur_Cref_13,T_Ccur_Cref_20,T_Ccur_Cref_21,T_Ccur_Cref_22,T_Ccur_Cref_23,visual_t_error_m,visual_r_error_deg,visual_scan_gt_t_error_m,visual_scan_gt_r_error_deg,camera_t_error_m,camera_r_error_deg,visual_relative_t_m,visual_relative_r_deg,visual_camera_relative_t_m,visual_camera_relative_r_deg,gt_relative_t_m,gt_relative_r_deg,gt_camera_relative_t_m,gt_camera_relative_r_deg,ikfom_t_error_m,ikfom_r_error_deg,paired_evaluable,e_visual_x,e_visual_y,e_visual_z,e_visual_roll,e_visual_pitch,e_visual_yaw,e_ikfom_x,e_ikfom_y,e_ikfom_z,e_ikfom_roll,e_ikfom_pitch,e_ikfom_yaw,ikfom_ref_image_offset_ms,ikfom_cur_image_offset_ms,image_minus_ikfom_dt_ms,ikfom_matched_dt_s,directional_evaluable
1465,1466,1660857541439670582,1660857541561882382,1660857541453671292,1660857541554531410,148.35672426223755,-14.00071,7.350972,0.12221180000000001,0.10086011800000001,1,VALID,500,445,484,445,84,84,71,0.8452380952380952,0.5444072399259421,7.14776199311018,13.778066990198568,11.111640982562676,6.5012359991669655,4.582677996950224,0.8676470024511218,3.355346998432651,36.29727099905722,0.9999992427974559,-0.001048119622022835,0.0006448641507232013,0.020149396728820265,0.0010498078064115244,0.9999960084954214,-0.002623146354046444,-0.010058686947478945,-0.0006421122055798886,0.0026238213512128523,0.9999963516200608,-0.07012112381337529,0.04957400020751035,0.18326664217519295,0.0479423029274062,0.17169129423966367,0.04925988189396179,0.18326664217490374,0.0736391259323061,0.16603020814924077,0.07364881110033945,0.16603020814924077,0.09183561743189765,0.06578712391748635,0.09182941151590278,0.06578712391748484,0.062349272614863255,0.2506056035869877,1,0.0031291070617280705,-0.0004158436405245689,0.0494733995156702,-0.11968169688708222,0.13856552014941795,0.007765915733413552,0.009794116145298959,-0.03258316114419198,0.05224791569418391,-0.10048396546703885,-0.2287338766440366,0.019873122745126467,14.000635,-7.351046,21.351680999999996,0.10086011900000001,1
1466,1467,1660857541561882382,1660857541643365286,1660857541554531410,1660857541655391291,148.45758414268494,7.350972,-12.026005,0.08148290400000001,0.10085988100000001,1,VALID,500,449,477,449,100,100,82,0.82,0.5377089976034877,8.250496990513057,11.758797016227618,4.310853983042762,2.7274670137558132,1.5622939972672611,0.787397992098704,3.5845679813064635,28.71662800316699,0.9999981788212573,-0.001907429477026237,-6.37727134802156e-05,0.010174489158144822,0.0019065172414820066,0.9999248420302648,-0.012110965393310063,0.00036284589073742055,8.686873283900448e-05,0.012110821753299549,0.999926657535583,-0.07664060521427833,0.030169364244378005,0.8675941866990147,0.04013339060610459,0.907370948611165,0.03162217805582667,0.867594186698019,0.07760051653479408,0.7024833999210129,0.07731386844790848,0.7024833999210127,0.08068525962100773,0.17524254314741447,0.08093222186456031,0.17524254314741444,0.03514651501082579,1.2475120377493516,1,0.002493771433558459,0.005752868455512462,-0.0295106107608889,-0.07363078017074427,0.864361363089542,-0.013898182717844704,-0.00359308551622968,-0.015570618112289106,-0.03130372350824287,-0.14255774734308593,1.2389257349592404,0.030549218441157194,-7.351046,12.02593,-19.376976000000003,0.10085988000000001,1
1467,1468,1660857541643365286,1660857541765570158,1660857541655391291,1660857541756251410,148.55844449996948,-12.026005,9.318748,0.122204872,0.10086011900000001,1,VALID,500,397,462,397,77,77,59,0.7662337662337663,0.6070036700851696,9.794423007406294,14.86152401776053,3.4388069761916995,1.9979680073447526,1.425263995770365,0.9326690051238984,5.658662965288386,34.71080996678211,0.9999960866920125,0.0024621682087242317,-0.0013282802313906487,0.01954174598481827,-0.0024307369417548032,0.9997286471154233,0.023167297094943425,0.004906044994461909,0.0013849615811075753,-0.02316397773434721,0.9997307197525449,-0.10478177411924804,0.04180659821533264,1.1224471184200542,0.03966135756891753,1.134195556702045,0.04037684616043856,1.122447118418021,0.10602726995819982,1.33705708111826,0.10670130880734296,1.33705708111826,0.12141786215440971,0.23443206654270773,0.1217129258640743,0.23443206654270787,0.03434535518988212,0.8914305630443607,1,-0.01014019620117734,0.014219888437413824,-0.037983718198293694,0.20755188212782566,-1.1015685006908813,-0.05997804390579653,-0.014170268545382628,-0.01771436143313265,-0.025787755068777216,0.16748177334780137,-0.8747821088672694,0.035555835825151864,12.02593,-9.318584,21.344513999999997,0.10086035800000001,1
1468,1469,1660857541765570158,1660857541847041030,1660857541756251410,1660857541857111291,148.65930438041687,9.318748,-10.070261,0.081470872,0.10085988100000001,1,VALID,500,422,467,422,96,96,84,0.875,0.46410859837520313,8.405057014897466,12.920617999043316,4.208394995657727,2.6751559926196933,1.513894007075578,1.1337439937051386,5.411491962149739,32.10228297393769,0.9999880449696428,0.004667167184097017,-0.00145858433670195,0.004541480475178253,-0.004660609391383182,0.9999791598028002,0.004467513870905837,-0.004535841756756787,0.001479404573649559,-0.0044606625697841224,0.9999889568647976,-0.09158272153983285,0.016272532098530367,0.49656091411399994,0.03387957197064722,0.5246605061158907,0.01670266086146836,0.4965609141152864,0.09170135541350692,0.37935917200684577,0.09180737328772307,0.37935917200684577,0.09786011851096937,0.121102502320275,0.09788711990926366,0.12110250232027472,0.028066804781040667,0.6968816531210099,1,-0.005051187652271901,0.01188349597843788,0.009902692943320409,0.3441795029077714,-0.3501674713905588,-0.07519661564828131,-0.015818345706422016,-0.00808414135999453,0.021729522042621952,0.42805947015954554,-0.5325537180901132,-0.1391067324238803,-9.318584,10.070424,-19.389008000000015,0.10085988000000001,1
1469,1470,1660857541847041030,1660857541969264190,1660857541857111291,1660857541957971409,148.76016449928284,-10.070261,11.292781,0.12222316000000001,0.10086011800000001,1,VALID,500,382,456,382,79,79,73,0.9240506329113924,0.6120760695354571,8.092375006526709,13.995344983413815,3.9638779999222606,2.4953119864221662,1.4504769933409989,0.533243000973016,5.175565980607644,31.782128964550793,0.999989726898872,-0.004289804472470331,0.001464129197594977,0.007308868300690005,0.0043026431773496585,0.9999513035112907,-0.00888132128452695,-0.002122853260328236,-0.0014259587678761981,0.00888752967131804,0.9999594884083723,-0.15642002980077355,0.02584139544517592,0.4324858468236204,0.043984947800919084,0.42955550412979077,0.025608622070724358,0.4324858468243372,0.1568353137636615,0.571471925482582,0.15660508224408493,0.5714719254825819,0.14752129088379026,0.15314990353769728,0.1475350441730551,0.15314990353769778,0.02686012696300522,0.5624884648429618,1,0.01041117919354099,0.017463293520636608,0.015950499859441067,-0.13814880037868965,0.40269494539586365,0.07564623681987721,0.012964681395424421,-0.008990729153695243,0.021738220857944888,-0.3349989923293877,0.43529862541618747,0.11991458594606322,10.070424,-11.292617,21.363041,0.10086011900000001,1
1470,1471,1660857541969264190,1660857542050725998,1660857541957971409,1660857542058752373,148.86094522476196,11.292781,-8.026375,0.08146180800000001,0.100780964,1,VALID,500,439,471,439,95,95,83,0.8736842105263158,0.41044789809628296,6.661941995844245,15.40831700549461,3.746809990843758,2.0413399906829,1.6820029995869845,0.7966859848238528,5.2013380045536906,31.840306997764856,0.9999814102851984,0.006095224447715322,0.00016529657518809997,-0.0007387905779151928,-0.006095655359712946,0.9999776525862805,0.002745416865952338,0.004514738768697937,-0.0001485589492366559,-0.0027463734203902745,0.9999962176744842,-0.09414456852484152,0.019490300259822305,0.4037322487301938,0.04258711816860058,0.4193835610585612,0.019207574190596207,0.403732248728805,0.09417131535755666,0.38315252155354845,0.09425565479267639,0.38315252155354823,0.10837612475519295,0.17557405612669322,0.1084721823430975,0.17557405612669258,0.034259513907843965,0.6132239667489366,1,-0.012653172487404071,-0.0003544714083463997,-0.014820370448902252,0.4020003431655639,0.004537644672010869,-0.03706330086049261,-0.01692229981188438,-0.026663997766108775,-0.013280861621423438,0.6089790153517384,-0.0006980932409748258,-0.07202977313406056,-11.292617,8.0263,-19.318916999999992,0.100780725,1
1471,1472,1660857542050725998,1660857542172948606,1660857542058752373,1660857542159608990,148.96180200576782,-8.026375,13.339616,0.12222260800000001,0.10085661700000001,1,VALID,500,379,490,379,80,80,74,0.925,0.49607822913870475,6.587001989828423,15.986887010512874,3.580236982088536,2.0748639944940805,1.488681009504944,0.6414979870896786,2.8115570021327585,29.632254998432472,0.9999702358175261,-0.007579142094741687,0.0014436357397046044,-0.0009946900282888143,0.007579392958195659,0.9999712618122872,-0.0001683803056806504,-0.011757612692098995,-0.0014423180739670184,0.00017931717653822186,0.9999989437814041,-0.17434689438176612,0.038829121898177665,0.43039310750820625,0.0543738987953206,0.42490749423664176,0.039139011669349806,0.43039310750417503,0.1747941313902076,0.4421767563605176,0.1747457308349377,0.4421767563605176,0.16517162677961128,0.19375204916542163,0.1652696014465409,0.19375204916542108,0.03476470432078227,0.4599591719024926,1,0.011225280140623399,-0.0022461750544313036,-0.03710321402214257,-0.38615165190631595,0.18842761954491788,0.02427891159292392,-0.0029181159739258555,-0.0233056897521067,-0.025630335363640577,-0.4391768594277302,0.0860928889056458,0.10585075259452126,8.0263,-13.339527,21.365827000000003,0.100856781,1
1472,1473,1660857542172948606,1660857542254410094,1660857542159608990,1660857542260469109,149.0626621246338,13.339616,-6.059015,0.081461488,0.10086011900000001,1,VALID,500,413,488,413,104,104,88,0.8461538461538461,0.6064734866685347,6.736812996678054,14.476276002824306,3.646866010967642,2.0936520013492554,1.535753981443122,0.7168569718487561,3.1487540109083056,28.745193005306646,0.9999785040503416,0.0029910688558618137,-0.005834804567463053,0.0006755521035201715,-0.0031039722279918775,0.9998062485110304,-0.019437870117572812,-0.009914568174172939,0.005775534057457314,0.01945556335342846,0.9997940409209048,-0.13070369530001902,0.01968648261204063,0.941734477550655,0.032253124258398935,0.8882377410648886,0.02031744440522525,0.9417344775580795,0.13097707785633747,1.1759200519929855,0.13108093300631143,1.1759200519929858,0.1255710856259766,0.26041915548503947,0.12549355622198802,0.2604191554850394,0.04421309099028441,1.0892493813452344,1,0.005974657020873559,-0.011803572495411538,-0.01457864011019782,0.03625683423472945,0.8903111112599287,-0.3045090004851972,0.004372993729455488,-0.04119253334829008,-0.01545475774987497,0.04701480230532578,1.0241809018605306,-0.3674264246884556,-13.339527,6.059104,-19.398631000000012,0.10086011900000001,1
1473,1474,1660857542254410094,1660857542376643254,1660857542260469109,1660857542361328989,149.16352200508118,-6.059015,15.314265,0.12223316000000001,0.10085988000000001,1,VALID,500,366,435,366,71,71,55,0.7746478873239436,0.6323436705533385,7.321529003093019,14.317387016490102,3.628148988354951,2.0618730050045997,1.5488140052184463,0.9029869979713112,4.211538995150477,30.403798999032006,0.9999975772591,-0.0014378382978930736,0.0016667624184332017,0.0030313754371299384,0.0014141938322111962,0.999899571860658,0.014101285355514763,0.008016117428019508,-0.0016868703967184789,-0.014098894066622078,0.9998991827451219,-0.15415430450956494,0.03383290632990863,1.1726474847885666,0.012570502905171784,1.117526847293573,0.03343948579427842,1.17264748479346,0.15404816759767284,0.81768844637579,0.15439234752567338,0.8176884463757899,0.18612253695207603,0.384367554866095,0.18600302125027265,0.38436755486609425,0.04068800880307956,1.008717256253925,1,-0.03149526428518163,-0.012330133820821057,0.0008256381141754233,-0.2882369624636082,-1.1268567157770926,0.15192173266716089,-0.023003364326324133,-0.03356025394278074,0.00026200253042189293,-0.32140561000735024,-0.891391036298029,0.34839329869303415,6.059104,-15.314175,21.373278999999997,0.10085988100000001,1
1474,1475,1660857542376643254,1660857542458110902,1660857542361328989,1660857542462189108,149.26438212394714,15.314265,-4.078206,0.081467648,0.10086011900000001,1,VALID,500,422,456,422,83,83,76,0.9156626506024096,0.5789487050950755,7.950665021780878,12.165416992502287,4.1022360092028975,2.5011090037878603,1.57891699927859,0.5632749816868454,3.8797199667897075,28.685058961855248,0.9999747022088581,0.007107242875345792,0.00028642803015827706,-0.0020158506158975565,-0.007106864535659639,0.9999738996724012,-0.0013009421363984787,-0.0102310412492767,-0.00029566666602301277,0.0012988736202264733,0.999999112753877,-0.12370559109679799,0.011699236827734218,0.25810356958568886,0.01998814154130976,0.24964130434526843,0.011614038865053775,0.258103569584998,0.12419981601537956,0.41429877583605185,0.12414431572713348,0.4142987758360519,0.11508688846709442,0.2650462826578486,0.11493758627505497,0.2650462826578491,0.014418551400555516,0.48896898607567885,1,0.00896360700629587,0.004588784646717801,-0.005955581185253312,0.22761645659077762,-0.09619871365594924,-0.07471668956842668,0.0034435012977476753,-0.013575716680513697,-0.0034259071664733834,0.24661471639228885,-0.33865621583706684,-0.25288911821705257,-15.314175,4.078296,-19.392471000000008,0.10086011900000001,1
1475,1476,1660857542458110902,1660857542580311542,1660857542462189108,1660857542563048989,149.36524200439453,-4.078206,17.262553,0.12220064000000001,0.10085988100000001,1,VALID,500,384,444,384,104,104,89,0.8557692307692307,0.49567238003875363,4.22592498944141,13.73294898075983,3.6616029974538833,2.104266983224079,1.540572993690148,0.712596985977143,2.8536709723994136,25.206440972397104,0.9999310153894831,0.010336316329967529,0.005578980810512378,-0.007771425348868191,-0.010257411931762212,0.9998495050827365,-0.013991164578727568,-0.006464171729486558,-0.005722758305167272,0.013932973499355595,0.9998865547085064,-0.19356097063191474,0.020150053505907414,0.7770450269365564,0.05201082087808314,0.7245338234012564,0.019725105759448868,0.7770450269383637,0.1943789716090014,1.0454463324494327,0.19382474021669754,1.0454463324494325,0.17428275059104822,0.27484988970186885,0.17411857187113253,0.27484988970186863,0.03089992171662758,0.54729709202039,1,0.020043827410378242,-0.0005531567375075096,-0.001990893432017822,0.4062913543926104,0.6295660249758913,0.20809665896302573,0.02739052410998344,-0.013611317274538761,-0.004392765999455394,-0.13132803546400998,0.44645038190750125,0.28753333028843225,4.078296,-17.262464,21.34076,0.10085988000000001,1
1476,1477,1660857542580311542,1660857542661794126,1660857542563048989,1660857542663909107,149.4661021232605,17.262553,-2.114981,0.08148258400000001,0.10086011800000001,1,VALID,500,426,476,426,88,88,78,0.8863636363636364,0.5009249557376844,4.863651993218809,13.065120991086587,3.6311520088929683,2.1029409836046398,1.5113799890968949,0.6345139991026372,3.2555409707129,25.47079196665436,0.9999714463981638,-0.0069523473485444505,-0.0029616304140237452,-0.005113425892396518,0.006981472472800805,0.9999262247206759,0.009940028066750239,0.009365729382505465,0.002892305391138375,-0.009960420784356697,0.999946210847025,-0.10699919045517042,0.022549280332957066,0.408774808416308,0.049202063563324426,0.3401505503989784,0.022541224978493896,0.4087748084186122,0.10702639285538823,0.7158993934616892,0.1075299528935319,0.7158993934616892,0.1238907708110374,0.3226786766396407,0.12400518899172668,0.3226786766396411,0.037688175014764715,0.46396340600843217,1,-0.017015152224775572,-0.012692293550159895,0.00760659731670929,-0.16084223037621884,-0.35926828444043685,-0.10973776517208507,-0.010988280192195304,-0.03527687714715361,0.007429547301550449,0.4275512266215785,-0.05014493692098544,-0.17324102865150093,-17.262464,2.115071,-19.377535,0.10086011900000001,1
1477,1478,1660857542661794126,1660857542784004614,1660857542663909107,1660857542764768988,149.56696200370789,-2.114981,19.235626,0.122210488,0.10085988100000001,1,VALID,500,369,455,369,85,85,68,0.8,0.49931663015969086,8.536429988453165,15.252080018399283,3.6287769908085465,2.094629016937688,1.5179440088104457,0.8832899911794811,3.2770529796835035,31.601377966580912,0.9998545804215407,-0.01697693724422665,-0.0016129512919874015,0.0018837673897499317,0.016977235345620963,0.9998558616794241,0.00017130474504970303,-0.010218414326777808,0.0016098105739906562,-0.00019866328767098802,0.9999986845205417,-0.19257615594418648,0.014571036028016134,0.7374566776791154,0.04171757762010673,0.7261556942983675,0.014989975346494116,0.7374566776764641,0.1927386453864289,0.9771919569117684,0.1928562687837033,0.977191956911769,0.18747514618187905,0.3818591486520575,0.18761753094052377,0.3818591486520575,0.023704603294696737,0.6259286667393877,1,0.005374492356204388,-0.009120210861171396,-0.010012575926834024,-0.697822445629912,0.23797752125989927,-0.01743949809869588,0.0032092310205227847,-0.02195637254894829,-0.008338270690476022,-0.597190358051852,-0.006232385338332456,0.18741403952393001,2.115071,-19.235537,21.350607999999994,0.10085988000000001,1
1478,1479,1660857542784004614,1660857542865516838,1660857542764768988,1660857542865629106,149.66782212257385,19.235626,-0.112268,0.08151222400000001,0.10086011800000001,1,VALID,500,419,472,419,87,87,78,0.896551724137931,0.418899257898378,7.125901989638805,13.711506995605305,4.279774002498016,2.6262660103384405,1.6338819987140596,0.605879002250731,2.851158002158627,28.598595003131777,0.9999862435408546,-0.0013804589148611606,-0.005060342106501752,0.0037266114476651457,0.0013186382083109687,0.9999247108025261,-0.012199750807288665,-0.004679442420577144,0.005076802372166625,0.01219291022146634,0.9999127757049637,-0.13419981886028332,0.0031731965077855715,0.6914864534260815,0.02795001799275765,0.677837820133185,0.003242658960981195,0.69148645343254,0.13429669617428877,0.7607027125248854,0.13433307930804766,0.7607027125248854,0.13112454958088707,0.13188303215509753,0.13114071513722458,0.1318830321550981,0.022211844384787568,1.0168709302884242,1,0.00317261909994404,5.487404706679239e-05,-2.5553133884693074e-05,-0.17740833859134386,0.619588004336151,-0.25154334237021625,0.01618741025193582,-0.014499053131319304,-0.0045946967913804765,-0.33701153349075985,0.8214027514795998,-0.498157579362025,-19.235537,0.112358,-19.347895000000005,0.10086011900000001,1
1479,1480,1660857542865516838,1660857542946956414,1660857542865629106,1660857542966484382,149.76867747306824,-0.112268,-19.527968,0.081439576,0.10085527600000001,1,VALID,500,395,443,395,80,80,70,0.875,0.5574369371158283,4.997190000722185,14.30355801130645,3.6629300157073885,1.971218007383868,1.6650320030748844,0.903195992577821,4.945018998114392,28.845626016845927,0.9999540340705139,0.0060734749168306285,0.007419073293887868,0.005022337791943544,-0.006118939820760728,0.9999625461166358,0.006120861001911697,0.005659464375813139,-0.007381620525017501,-0.006165976513857638,0.9999537451362713,-0.11598935756208044,0.01724575538292096,0.6855130066449507,0.046992410468308224,0.6968487184796585,0.017747520006655294,0.6855130066506803,0.11634887840257807,0.6524580078159632,0.11623590014097034,0.6524580078159632,0.13100757237022245,0.131765378296341,0.13102345184334319,0.1317653782963413,0.021322742152823464,0.8769597311532906,1,-0.014769611211013684,0.0004887530858212174,0.00889020718679529,0.25101201270513174,-0.41892275039290844,0.4801512661229487,-0.014919015923885726,-0.01138257346310716,0.010125182375424528,0.31246046703667263,-0.6300680759882229,0.5221602081759072,0.112358,19.528133,-19.41577500000001,0.10085535100000001,1
1480,1481,1660857542946956414,1660857543069168838,1660857542966484382,1660857543067315966,149.8695089817047,-19.527968,1.852872,0.12221242400000001,0.100831584,1,VALID,500,345,428,345,87,87,74,0.8505747126436781,0.41663858164380424,7.498579012462869,15.071119996719062,3.484763001324609,1.99475500266999,1.4727569941896945,0.9612340072635561,4.973583971150219,32.019172969739884,0.9999513753963497,0.009517071273682644,-0.0025830596818921417,0.000927283040973808,-0.009494138192753254,0.9999166470259591,0.008749876590011627,-0.006682842080319084,0.002666117575328615,-0.008724927205150428,0.9999583828651767,-0.1856185779516005,0.014872117766806704,0.9080987399904638,0.0359692444261485,0.9014883422760113,0.01503505443825561,0.9080987399893412,0.1855011537076998,0.7549079869383759,0.18574115514038064,0.7549079869383759,0.1875883659218372,0.3536762231882866,0.1875147907537616,0.35367622318828673,0.014419039052598268,0.7370240110895507,1,-0.001093506643615384,0.0039631542194154224,0.014292569353453088,0.3753454437620374,-0.804843595280887,-0.19236216230742267,0.00952507422289442,-0.005412408706442745,0.009374832278133245,0.3118121177866353,-0.6395256467175294,-0.19406561094706,19.528133,-1.852783,21.380916000000013,0.100831508,1
1481,1482,1660857543069168838,1660857543150641966,1660857543067315966,1660857543168176084,149.97036910057068,1.852872,-17.534118,0.081473128,0.10086011800000001,1,VALID,500,407,459,407,93,93,84,0.9032258064516129,0.48925673686876936,5.947808997007087,13.309776986716315,3.6479140107985586,2.087574976030737,1.5431570063810796,0.6667810084763914,2.887683978769928,26.47889096988365,0.9999724102224962,-0.005205998137466651,0.005298714674752079,0.0010417318327649186,0.005284578842185373,0.9998746390656501,-0.01492579578436597,-0.006497024561551633,-0.005220346757875951,0.014953385460442194,0.9998745642544363,-0.1435210652036938,0.02355270887400565,0.7971065013841035,0.016673358014782477,0.7676081141500919,0.022938555912164635,0.7971065013822765,0.14412016112852855,0.9559864183884857,0.14367182288315175,0.9559864183884855,0.1240547317752198,0.26136049807368045,0.12399558332152713,0.26136049807368006,0.03433570648725248,0.6323529587144602,1,0.020893792761575474,0.004479802126486619,0.009905094257377216,-0.42237028158652273,0.633054916755869,0.23479879972730952,0.0334772219785347,-0.0031072722023739938,0.006968587234082616,-0.3255705906045703,0.49405022052797404,0.22173642161716103,-1.852783,17.534208,-19.386991000000005,0.10086011900000001,1
1482,1483,1660857543150641966,1660857543272854838,1660857543168176084,1660857543269035965,150.07122898101807,-17.534118,3.818873,0.12221287200000001,0.10085988100000001,1,VALID,500,367,459,367,88,88,78,0.8863636363636364,0.6789898374546952,6.324885995127261,18.441551976138726,3.7017620052210987,2.0361719944048673,1.6484090010635555,0.6157959869597107,2.8831440140493214,31.987254013074562,0.9999847770101998,0.00473035534805757,-0.0028406840975372096,-0.005747389972155705,-0.004697509431913526,0.9999232965411704,0.011460123881344176,0.0031606112721516886,0.0028946766655329765,-0.011446605283653962,0.99993029560789,-0.18188392676941192,0.010015677147943278,0.5509174100207591,0.03967946708838738,0.5447815782457778,0.00992294872193375,0.5509174100172408,0.18156727985133964,0.7284297476809009,0.18200215595472075,0.7284297476809007,0.17511838909034003,0.3748775635341303,0.17529763434808512,0.3748775635341305,0.01743106244369675,0.5298901166513859,1,0.006485359692673355,-0.006488926591905508,-0.004018423829481224,0.4290099602986911,-0.3162639869760396,-0.14060981796208818,0.00821684912551271,-0.0146264272451757,-0.004732119441243875,0.5031353380410681,-0.010259001507944829,-0.1659766565515639,17.534208,-3.818783,21.352991000000003,0.10085988100000001,1
1483,1484,1660857543272854838,1660857543354331286,1660857543269035965,1660857543369896084,150.1720893383026,3.818873,-15.564798,0.081476448,0.10086011900000001,1,VALID,500,411,473,411,93,93,85,0.9139784946236559,0.5549695500545243,7.079108007019386,14.395469013834372,6.4487149938941,3.6664920044131577,2.763505995972082,0.5819229991175234,2.8474550344981253,31.37488104403019,0.9999550286184553,-0.009376262602866137,0.0014235309151230302,-0.002447051473344775,0.009374744325979152,0.9999554841682026,0.0010695095876471776,-0.0031213303149356247,-0.0014334955482103167,-0.0010561162519540407,0.9999984148532315,-0.1188874762128038,0.01111645687451484,0.47477422057744023,0.02716549383937344,0.49092566616667527,0.011610862476434407,0.4747742205745855,0.11899562905330353,0.5467862389667861,0.11895361601943054,0.5467862389667862,0.11585593929918568,0.33524514845082126,0.11603935127163018,0.3352451484508209,0.025327546144271993,0.6454595526822688,1,0.003299777696873991,-0.0035068283572566696,-0.010019442872081348,-0.3951931593846384,0.24154683371001162,0.10351752832543652,0.017234395892837623,-0.0075426004088450654,-0.016957870472782216,-0.6127722264454528,0.12581764047668406,0.1583838117653375,-3.818783,15.565126,-19.383909000000006,0.10086035700000001,1
1484,1485,1660857543354331286,1660857543476544838,1660857543369896084,1660857543470755965,150.27294898033142,-15.564798,5.788873,0.122213552,0.10085988100000001,1,VALID,500,346,466,346,98,98,81,0.826530612244898,0.6311245298130651,8.690919989021495,16.069440986029804,3.5935069900006056,2.0924650016240776,1.4829539868514985,0.7653280044905841,2.8109270497225225,31.951005046721548,0.9999686954388887,-0.0040900852439270385,-0.006773429334135112,0.001228243467204827,0.0040105913343285796,0.9999234110124783,-0.011708427149684052,-0.0019461333349326336,0.006820799029154885,0.011680895165519652,0.9999085125093875,-0.18214276294689358,0.027444672872303604,0.5924361940481482,0.05017317035508036,0.5768311804783716,0.027618183474866623,0.5924361940485091,0.18205627999306787,0.8090365980954999,0.1821573004600703,0.8090365980954999,0.16698058140223243,0.23573220346126242,0.16685921723949448,0.23573220346126272,0.04984287456084347,0.709641505692173,1,0.016459754225020027,-0.00249727934189485,-0.021818573642844723,-0.2172768669041051,0.4364861866264339,-0.3373581781926219,0.04062713120677483,-0.007164406373810059,-0.027971764973029313,-0.2908524749934818,0.49615744907233916,-0.4169843170476466,15.565126,-5.788784,21.353910000000003,0.100859642,1
1485,1486,1660857543476544838,1660857543558011678,1660857543470755965,1660857543571616083,150.3738090991974,5.788873,-13.604405,0.08146684,0.10086011800000001,1,VALID,500,407,468,407,98,98,85,0.8673469387755102,0.559390472422685,4.5223350170999765,13.925432984251529,3.949631005525589,2.2357100096996874,1.6931779973674566,0.7481470238417387,2.8681290277745575,26.037421019282192,0.9999620501540699,0.007028408900357053,0.0051477878743031195,0.0014738601623497545,-0.007068575264858818,0.9999443893194689,0.007826462306775384,0.0040250804306984555,-0.005092494024980938,-0.00786255281977371,0.99995612242126,-0.11318617726391939,0.012258440927969511,0.8453150396131043,0.02721535543029697,0.889826963076791,0.011214154025356155,0.8453150396163868,0.11328681650163565,0.6717051823958032,0.11326731328971804,0.6717051823958035,0.11068527027533638,0.22211108367035284,0.11055102166082635,0.22211108367035282,0.020059173709364015,1.075783522479433,1,0.0036669423388341746,-0.0018080781675204243,-0.011556546249131678,0.394864842133324,-0.662023229230661,0.3446672490955938,0.010551214458738717,-0.0033286796102637646,-0.01673207146172756,0.4975262683403828,-0.85541995938525,0.4182542770552723,-5.788784,13.604495,-19.393279000000014,0.10086011900000001,1
1486,1487,1660857543558011678,1660857543680229158,1660857543571616083,1660857543672471359,150.4746642112732,-13.604405,7.757799,0.12221748,0.10085527600000001,1,VALID,500,370,463,370,79,79,65,0.8227848101265823,0.6505245839953125,5.30288799200207,15.056242991704494,3.7396170082502067,2.132484019966796,1.587506994837895,0.9856090182438493,4.942435014527291,30.04963102284819,0.9999282395114863,0.011977297193556178,0.00024531489304882245,-0.00123319002957623,-0.011978034563774857,0.9999229309798278,0.0032647800384821885,-0.006184698035350289,-0.0002061927460778954,-0.0032674841465396847,0.9999946405015897,-0.1690300593593586,0.051558266943862126,0.8088202673264526,0.038266516453796265,0.7794822498254844,0.051044996860003196,0.8088202673322175,0.1691362465994553,0.7114626874165746,0.1691476639344032,0.7114626874165746,0.20138758216542513,0.315124559686112,0.20117260157557768,0.31512455968611197,0.04430193981288816,0.5207525560785908,1,-0.028598740687765998,-0.03146431197513485,-0.029161001238980973,0.638773390524823,-0.4958557330996016,0.014442397139104158,-0.004128560757206162,-0.029087120886495912,-0.03315955753313357,0.4079120757747584,-0.30059833233687605,-0.12120841184207004,13.604495,-7.757873,21.362367999999993,0.10085511200000001,1
