transaction_id,scan_end_ns,image_index,image_ns,signed_mismatch_ms,abs_mismatch_ms,eligible
1,1660857393702086285,28,1660857393704842966,2.756681,2.756681,1
2,1660857393802946404,30,1660857393786305998,-16.640406,16.640406,1
3,1660857393903806285,33,1660857393908525486,4.719201,4.719201,1
4,1660857394004610375,35,1660857393989997350,-14.613025,14.613025,1
5,1660857394105470255,38,1660857394112203838,6.733583,6.733583,1
6,1660857394206330374,40,1660857394193683222,-12.647152,12.647152,1
7,1660857394307190255,42,1660857394315901478,8.711223,8.711223,1
8,1660857394408050373,44,1660857394397370190,-10.680183,10.680183,1
9,1660857394508910254,47,1660857394519585350,10.675096,10.675096,1
10,1660857394609770373,49,1660857394601056710,-8.713663,8.713663,1
11,1660857394710630253,52,1660857394723268574,12.638321,12.638321,1
12,1660857394811489418,54,1660857394804753086,-6.736332,6.736332,1
13,1660857394912349299,57,1660857394926956902,14.607603,14.607603,1
14,1660857395013154343,59,1660857395008447158,-4.707185,4.707185,1
15,1660857395114014462,62,1660857395130652646,16.638184,16.638184,1
16,1660857395214874342,64,1660857395212127838,-2.746504,2.746504,1
17,1660857395315734461,67,1660857395334336774,18.602313,18.602313,1
18,1660857395416594341,69,1660857395415807742,-0.786599,0.786599,1
19,1660857395517454460,71,1660857395497274030,-20.18043,20.18043,0
20,1660857395618314341,74,1660857395619490966,1.176625,1.176625,1
21,1660857395719174460,76,1660857395700967678,-18.206782,18.206782,1
22,1660857395820034340,79,1660857395823180446,3.146106,3.146106,1
23,1660857395920894459,81,1660857395904671646,-16.222813,16.222813,1
24,1660857396021698311,84,1660857396026882678,5.184367,5.184367,1
25,1660857396122558430,86,1660857396108396710,-14.16172,14.16172,1
26,1660857396223418311,88,1660857396230573766,7.155455,7.155455,1
27,1660857396324278429,90,1660857396312038766,-12.239663,12.239663,1
28,1660857396425138310,93,1660857396434254902,9.116592,9.116592,1
29,1660857396525998429,95,1660857396515720870,-10.277559,10.277559,1
30,1660857396626858309,98,1660857396637936350,11.078041,11.078041,1
31,1660857396727715165,100,1660857396719405734,-8.309431,8.309431,1
32,1660857396828577355,103,1660857396841649614,13.072259,13.072259,1
33,1660857396929437473,105,1660857396923118062,-6.319411,6.319411,1
34,1660857397030242279,108,1660857397045303838,15.061559,15.061559,1
35,1660857397131102398,110,1660857397126780454,-4.321944,4.321944,1
36,1660857397231962279,113,1660857397249019254,17.056975,17.056975,1
37,1660857397332822397,115,1660857397330480062,-2.342335,2.342335,1
38,1660857397433682278,118,1660857397452681742,18.999464,18.999464,1
39,1660857397534542397,120,1660857397534155606,-0.386791,0.386791,1
40,1660857397635402278,122,1660857397615633838,-19.76844,19.76844,1
41,1660857397736262396,125,1660857397737842934,1.580538,1.580538,1
42,1660857397837122277,127,1660857397819318838,-17.803439,17.803439,1
43,1660857397937982395,130,1660857397941528478,3.546083,3.546083,1
44,1660857398038786486,131,1660857398023000998,-15.785488,15.785488,1
45,1660857398139646366,134,1660857398145220318,5.573952,5.573952,1
46,1660857398240506485,136,1660857398226690478,-13.816007,13.816007,1
47,1660857398341366366,139,1660857398348900414,7.534048,7.534048,1
48,1660857398442226484,141,1660857398430375254,-11.85123,11.85123,1
49,1660857398543086365,144,1660857398552582806,9.496441,9.496441,1
50,1660857398643946484,146,1660857398634069510,-9.876974,9.876974,1
51,1660857398744805410,149,1660857398756270998,11.465588,11.465588,1
52,1660857398845665291,151,1660857398837745806,-7.919485,7.919485,1
53,1660857398946525410,154,1660857398959959838,13.434428,13.434428,1
54,1660857399047329262,156,1660857399041450798,-5.878464,5.878464,1
55,1660857399148189381,159,1660857399163666998,15.477617,15.477617,1
56,1660857399249049262,161,1660857399245131870,-3.917392,3.917392,1
57,1660857399349909380,164,1660857399367342838,17.433458,17.433458,1
58,1660857399450769261,166,1660857399448813030,-1.956231,1.956231,1
59,1660857399551629379,169,1660857399571026870,19.397491,19.397491,1
60,1660857399652489260,171,1660857399652498934,0.009674,0.009674,1
61,1660857399753349379,173,1660857399733991806,-19.357573,19.357573,1
62,1660857399854209260,175,1660857399815449742,-38.759518,38.759518,0
63,1660857399955069378,177,1660857399937674030,-17.395348,17.395348,1
64,1660857400055864409,180,1660857400059895382,4.030973,4.030973,1
65,1660857400156724290,182,1660857400141359510,-15.36478,15.36478,1
66,1660857400257584408,185,1660857400263560574,5.976166,5.976166,1
67,1660857400358444289,187,1660857400345054606,-13.389683,13.389683,1
68,1660857400459304407,190,1660857400467244574,7.940167,7.940167,1
69,1660857400560164288,192,1660857400548723902,-11.440386,11.440386,1
70,1660857400661023453,195,1660857400670951646,9.928193,9.928193,1
71,1660857400761883333,197,1660857400752402678,-9.480655,9.480655,1
72,1660857400862743452,200,1660857400874629774,11.886322,11.886322,1
73,1660857400963603333,202,1660857400956093030,-7.510303,7.510303,1
74,1660857401064417437,205,1660857401078326126,13.908689,13.908689,1
75,1660857401165277318,207,1660857401159781094,-5.496224,5.496224,1
76,1660857401266137436,210,1660857401281996998,15.859562,15.859562,1
77,1660857401366997317,212,1660857401363471550,-3.525767,3.525767,1
78,1660857401467857435,215,1660857401485693414,17.835979,17.835979,1
79,1660857401568717316,217,1660857401567160998,-1.556318,1.556318,1
80,1660857401669577435,219,1660857401689375478,19.798043,19.798043,1
81,1660857401770437316,221,1660857401770894414,0.457098,0.457098,1
82,1660857401871297434,223,1660857401852331062,-18.966372,18.966372,1
83,1660857401972157315,226,1660857401974536414,2.379099,2.379099,1
84,1660857402072962358,228,1660857402056019870,-16.942488,16.942488,1
85,1660857402173822478,231,1660857402178236094,4.413616,4.413616,1
86,1660857402274682358,233,1660857402259713286,-14.969072,14.969072,1
87,1660857402375542477,236,1660857402381933806,6.391329,6.391329,1
88,1660857402476402357,238,1660857402463388734,-13.013623,13.013623,1
89,1660857402577262476,241,1660857402585596806,8.33433,8.33433,1
90,1660857402678119094,243,1660857402667069934,-11.04916,11.04916,1
91,1660857402778981283,246,1660857402789283478,10.302195,10.302195,1
92,1660857402879841402,248,1660857402870796582,-9.04482,9.04482,1
93,1660857402980701283,251,1660857402992969574,12.268291,12.268291,1
94,1660857403081505374,253,1660857403074442382,-7.062992,7.062992,1
95,1660857403182365254,256,1660857403196666222,14.300968,14.300968,1
96,1660857403283225372,258,1660857403278139094,-5.086278,5.086278,1
97,1660857403384085253,261,1660857403400340838,16.255585,16.255585,1
98,1660857403484945372,263,1660857403522580678,37.635306,37.635306,0
99,1660857403585805253,265,1660857403604034478,18.229225,18.229225,1
100,1660857403686665371,267,1660857403685532478,-1.132893,1.132893,1
101,1660857403787525252,270,1660857403807721254,20.196002,20.196002,0
102,1660857403888385370,272,1660857403889193382,0.808012,0.808012,1
103,1660857403989245251,274,1660857403970667222,-18.578029,18.578029,1
104,1660857404090050295,277,1660857404092875062,2.824767,2.824767,1
105,1660857404190910414,279,1660857404174360646,-16.549768,16.549768,1
106,1660857404291770295,282,1660857404296572774,4.802479,4.802479,1
107,1660857404392630413,284,1660857404378040158,-14.590255,14.590255,1
108,1660857404493490294,287,1660857404500251966,6.761672,6.761672,1
109,1660857404594350413,289,1660857404581776614,-12.573799,12.573799,1
110,1660857404695210293,292,1660857404703948870,8.738577,8.738577,1
111,1660857404796069458,294,1660857404785420934,-10.648524,10.648524,1
112,1660857404896929339,297,1660857404907638806,10.709467,10.709467,1
113,1660857404997789457,299,1660857404989113774,-8.675683,8.675683,1
114,1660857405098593310,302,1660857405111320478,12.727168,12.727168,1
115,1660857405199453428,304,1660857405192800446,-6.652982,6.652982,1
116,1660857405300313309,307,1660857405315010646,14.697337,14.697337,1
117,1660857405401173428,308,1660857405396477646,-4.695782,4.695782,1
118,1660857405502033309,311,1660857405518693806,16.660497,16.660497,1
119,1660857405602893427,313,1660857405600166646,-2.726781,2.726781,1
120,1660857405703753308,316,1660857405722382350,18.629042,18.629042,1
121,1660857405804613426,318,1660857405803855670,-0.757756,0.757756,1
122,1660857405905473307,320,1660857405885334510,-20.138797,20.138797,0
123,1660857406006278351,323,1660857406007547678,1.269327,1.269327,1
124,1660857406107138470,325,1660857406089021902,-18.116568,18.116568,1
125,1660857406207998350,328,1660857406211239646,3.241296,3.241296,1
126,1660857406308858469,330,1660857406292712710,-16.145759,16.145759,1
127,1660857406409718350,333,1660857406414992934,5.274584,5.274584,1
128,1660857406510578468,335,1660857406496393382,-14.185086,14.185086,1
129,1660857406611438349,338,1660857406618627030,7.188681,7.188681,1
130,1660857406712297276,340,1660857406700083710,-12.213566,12.213566,1
131,1660857406813157394,343,1660857406822299966,9.142572,9.142572,1
132,1660857406914017275,345,1660857406903768582,-10.248693,10.248693,1
133,1660857407014821366,348,1660857407025978062,11.156696,11.156696,1
134,1660857407115681484,350,1660857407148186870,32.505386,32.505386,0
135,1660857407216541365,352,1660857407229665318,13.123953,13.123953,1
136,1660857407317401484,354,1660857407311142638,-6.258846,6.258846,1
137,1660857407418261364,357,1660857407433350478,15.089114,15.089114,1
138,1660857407519121483,359,1660857407514836118,-4.285365,4.285365,1
139,1660857407619981363,362,1660857407637040638,17.059275,17.059275,1
140,1660857407720841482,364,1660857407718525574,-2.315908,2.315908,1
141,1660857407821701363,367,1660857407840741542,19.040179,19.040179,1
142,1660857407922561482,369,1660857407922225646,-0.335836,0.335836,1
143,1660857408023363024,371,1660857408003705062,-19.657962,19.657962,1
144,1660857408124225453,374,1660857408125891870,1.666417,1.666417,1
145,1660857408225085333,376,1660857408207362742,-17.722591,17.722591,1
146,1660857408325945452,379,1660857408329583222,3.63777,3.63777,1
147,1660857408426798418,381,1660857408411051030,-15.747388,15.747388,1
148,1660857408527663141,384,1660857408533268062,5.604921,5.604921,1
149,1660857408628525332,386,1660857408614738126,-13.787206,13.787206,1
150,1660857408729384259,389,1660857408736956350,7.572091,7.572091,1
151,1660857408830244377,391,1660857408818439742,-11.804635,11.804635,1
152,1660857408931104258,394,1660857408940642806,9.538548,9.538548,1
153,1660857409031909302,395,1660857409022124966,-9.784336,9.784336,1
154,1660857409132769421,398,1660857409144333478,11.564057,11.564057,1
155,1660857409233629302,400,1660857409225806742,-7.82256,7.82256,1
156,1660857409334489420,403,1660857409348024190,13.53477,13.53477,1
157,1660857409435349301,405,1660857409429500478,-5.848823,5.848823,1
158,1660857409536209419,408,1660857409551710318,15.500899,15.500899,1
159,1660857409637069300,410,1660857409633173902,-3.895398,3.895398,1
160,1660857409737929419,413,1660857409755392094,17.462675,17.462675,1
161,1660857409838789300,415,1660857409836884806,-1.904494,1.904494,1
162,1660857409939649418,418,1660857409959080806,19.431388,19.431388,1
163,1660857410040453270,420,1660857410040561318,0.108048,0.108048,1
164,1660857410141313389,422,1660857410122037062,-19.276327,19.276327,1
165,1660857410242173270,425,1660857410244237190,2.06392,2.06392,1
166,1660857410343033388,427,1660857410325729646,-17.303742,17.303742,1
167,1660857410443893269,430,1660857410447975742,4.082473,4.082473,1
168,1660857410544753388,432,1660857410529409606,-15.343782,15.343782,1
169,1660857410645612314,435,1660857410651619286,6.006972,6.006972,1
170,1660857410746472433,437,1660857410733088678,-13.383755,13.383755,1
171,1660857410847332314,439,1660857410855307774,7.97546,7.97546,1
172,1660857410948192433,441,1660857410936788190,-11.404243,11.404243,1
173,1660857411048997476,444,1660857411058986350,9.988874,9.988874,1
174,1660857411149857357,446,1660857411140464094,-9.393263,9.393263,1
175,1660857411250717476,449,1660857411262674254,11.956778,11.956778,1
176,1660857411351577357,451,1660857411344159062,-7.418295,7.418295,1
177,1660857411452437475,454,1660857411466363350,13.925875,13.925875,1
178,1660857411553297356,456,1660857411547844582,-5.452774,5.452774,1
179,1660857411654157475,459,1660857411670052582,15.895107,15.895107,1
180,1660857411755017355,461,1660857411751534966,-3.482389,3.482389,1
181,1660857411855877474,464,1660857411873750190,17.872716,17.872716,1
182,1660857411956737354,466,1660857411955299870,-1.437484,1.437484,1
183,1660857412057548359,469,1660857412077429190,19.880831,19.880831,1
184,1660857412158408478,471,1660857412158913062,0.504584,0.504584,1
185,1660857412259268358,473,1660857412240374190,-18.894168,18.894168,1
186,1660857412360128477,476,1660857412362591222,2.462745,2.462745,1
187,1660857412460987404,478,1660857412444065774,-16.92163,16.92163,1
188,1660857412561847285,481,1660857412566272582,4.425297,4.425297,1
189,1660857412662707403,483,1660857412688507966,25.800563,25.800563,0
190,1660857412763567284,485,1660857412769964542,6.397258,6.397258,1
191,1660857412864427403,487,1660857412851441902,-12.985501,12.985501,1
192,1660857412965287284,490,1660857412973651606,8.364322,8.364322,1
193,1660857413066085413,492,1660857413055144934,-10.940479,10.940479,1
194,1660857413166945294,495,1660857413177354158,10.408864,10.408864,1
195,1660857413267805412,497,1660857413258816382,-8.98903,8.98903,1
196,1660857413368665293,500,1660857413381029646,12.364353,12.364353,1
197,1660857413469525412,502,1660857413462503158,-7.022254,7.022254,1
198,1660857413570385293,505,1660857413584710094,14.324801,14.324801,1
199,1660857413671245411,507,1660857413666196606,-5.048805,5.048805,1
200,1660857413772105292,510,1660857413788409774,16.304482,16.304482,1
201,1660857413872965410,512,1660857413869872094,-3.093316,3.093316,1
202,1660857413973825291,515,1660857413992089126,18.263835,18.263835,1
203,1660857414074629382,517,1660857414073559838,-1.069544,1.069544,1
204,1660857414175489262,520,1660857414195773998,20.284736,20.284736,0
205,1660857414276348427,522,1660857414277250350,0.901923,0.901923,1
206,1660857414377208308,524,1660857414358750158,-18.45815,18.45815,1
207,1660857414478068426,526,1660857414440213862,-37.854564,37.854564,0
208,1660857414578928307,528,1660857414562413510,-16.514797,16.514797,1
209,1660857414679788426,531,1660857414684634966,4.84654,4.84654,1
210,1660857414780648306,533,1660857414776169318,-4.478988,4.478988,1
211,1660857414881508425,536,1660857414898318606,16.810181,16.810181,1
212,1660857414982368306,538,1660857414969783542,-12.584764,12.584764,1
213,1660857415083172396,541,1660857415092009622,8.837226,8.837226,1
214,1660857415184032277,543,1660857415183481350,-0.550927,0.550927,1
215,1660857415284892395,546,1660857415295688646,10.796251,10.796251,1
216,1660857415385752276,548,1660857415377162774,-8.589502,8.589502,1
217,1660857415486612394,551,1660857415499374742,12.762348,12.762348,1
218,1660857415587472275,553,1660857415580856870,-6.615405,6.615405,1
219,1660857415688332394,556,1660857415703057518,14.725124,14.725124,1
220,1660857415789192275,558,1660857415784536254,-4.656021,4.656021,1
221,1660857415890052393,561,1660857415906743998,16.691605,16.691605,1
222,1660857415990912274,563,1660857415988223742,-2.688532,2.688532,1
223,1660857416091717317,565,1660857416069706742,-22.010575,22.010575,0
224,1660857416192576483,568,1660857416201921742,9.345259,9.345259,1
225,1660857416293436363,570,1660857416283379318,-10.057045,10.057045,1
226,1660857416394296482,573,1660857416395607062,1.31058,1.31058,1
227,1660857416495156363,575,1660857416517815030,22.658667,22.658667,0
228,1660857416596016482,577,1660857416599281742,3.26526,3.26526,1
229,1660857416696876362,579,1660857416680766510,-16.109852,16.109852,1
230,1660857416797736481,582,1660857416802969126,5.232645,5.232645,1
231,1660857416898596361,584,1660857416884464830,-14.131531,14.131531,1
232,1660857416999456480,587,1660857417006662926,7.206446,7.206446,1
233,1660857417100260333,589,1660857417088133902,-12.126431,12.126431,1
234,1660857417201120451,592,1660857417210344606,9.224155,9.224155,1
235,1660857417301980332,594,1660857417291821838,-10.158494,10.158494,1
236,1660857417402840450,597,1660857417414040966,11.200516,11.200516,1
237,1660857417503700331,599,1660857417495509702,-8.190629,8.190629,1
238,1660857417604560450,602,1660857417617724798,13.164348,13.164348,1
239,1660857417705420331,604,1660857417699197318,-6.223013,6.223013,1
240,1660857417806280449,607,1660857417821412742,15.132293,15.132293,1
241,1660857417907140330,609,1660857417902882870,-4.25746,4.25746,1
242,1660857418007944420,612,1660857418025103838,17.159418,17.159418,1
243,1660857418108804301,613,1660857418106568542,-2.235759,2.235759,1
244,1660857418209664419,616,1660857418228784094,19.119675,19.119675,1
245,1660857418310524300,618,1660857418310252350,-0.27195,0.27195,1
246,1660857418411384419,620,1660857418391742574,-19.641845,19.641845,1
247,1660857418512244300,623,1660857418513943350,1.69905,1.69905,1
248,1660857418613104418,625,1660857418595430734,-17.673684,17.673684,1
249,1660857418713964299,628,1660857418717634126,3.669827,3.669827,1
250,1660857418814824417,630,1660857418799118478,-15.705939,15.705939,1
251,1660857418915684298,633,1660857418921327646,5.643348,5.643348,1
252,1660857419016488389,635,1660857419002802158,-13.686231,13.686231,1
253,1660857419117348269,638,1660857419125024350,7.676081,7.676081,1
254,1660857419218208388,640,1660857419206492838,-11.71555,11.71555,1
255,1660857419319068268,643,1660857419338694678,19.62641,19.62641,1
256,1660857419419928387,645,1660857419420184710,0.256323,0.256323,1
257,1660857419520788268,647,1660857419501641030,-19.147238,19.147238,1
258,1660857419621648386,650,1660857419623851838,2.203452,2.203452,1
259,1660857419722508267,652,1660857419705324550,-17.183717,17.183717,1
260,1660857419823368385,655,1660857419827540742,4.172357,4.172357,1
261,1660857419924227312,657,1660857419909018646,-15.208666,15.208666,1
262,1660857420025032357,660,1660857420061975998,36.943641,36.943641,0
263,1660857420125892475,662,1660857420143450126,17.557651,17.557651,1
264,1660857420226752356,664,1660857420224925478,-1.826878,1.826878,1
265,1660857420327612475,667,1660857420347127998,19.515523,19.515523,1
266,1660857420428472355,669,1660857420428607318,0.134963,0.134963,1
267,1660857420529332474,672,1660857420540825510,11.493036,11.493036,1
268,1660857420630192354,674,1660857420622294670,-7.897684,7.897684,1
269,1660857420731052473,677,1660857420754504742,23.452269,23.452269,0
270,1660857420831912354,679,1660857420835975806,4.063452,4.063452,1
271,1660857420932772473,681,1660857420917455678,-15.316795,15.316795,1
272,1660857421033576325,684,1660857421039671934,6.095609,6.095609,1
273,1660857421134436443,686,1660857421121134998,-13.301445,13.301445,1
274,1660857421235296324,689,1660857421253354806,18.058482,18.058482,1
275,1660857421336156443,691,1660857421334825742,-1.330701,1.330701,1
276,1660857421437016324,694,1660857421457037550,20.021226,20.021226,0
277,1660857421537876442,696,1660857421538524742,0.6483,0.6483,1
278,1660857421638735369,698,1660857421619991966,-18.743403,18.743403,1
279,1660857421739595487,701,1660857421742202030,2.606543,2.606543,1
280,1660857421840455368,703,1660857421823675870,-16.779498,16.779498,1
281,1660857421941315487,706,1660857421945878542,4.563055,4.563055,1
282,1660857422042119340,709,1660857422058117094,15.997754,15.997754,1
283,1660857422142979458,711,1660857422180331806,37.352348,37.352348,0
284,1660857422243839338,713,1660857422261791542,17.952204,17.952204,1
285,1660857422344699457,715,1660857422343260382,-1.439075,1.439075,1
286,1660857422445559338,718,1660857422465477518,19.91818,19.91818,1
287,1660857422546419457,720,1660857422546964774,0.545317,0.545317,1
288,1660857422647279337,722,1660857422628424094,-18.855243,18.855243,1
289,1660857422748139456,725,1660857422760637742,12.498286,12.498286,1
290,1660857422848999336,727,1660857422842134646,-6.86469,6.86469,1
291,1660857422949859455,730,1660857422964325414,14.465959,14.465959,1
292,1660857423050664261,732,1660857423045802222,-4.862039,4.862039,1
293,1660857423151524380,735,1660857423168017646,16.493266,16.493266,1
294,1660857423252384261,737,1660857423249550902,-2.833359,2.833359,1
295,1660857423353244379,740,1660857423371713806,18.469427,18.469427,1
296,1660857423454104260,742,1660857423453178998,-0.925262,0.925262,1
297,1660857423554963425,744,1660857423534645838,-20.317587,20.317587,0
298,1660857423655823305,747,1660857423656879998,1.056693,1.056693,1
299,1660857423756683424,749,1660857423738335710,-18.347714,18.347714,1
300,1660857423857543305,751,1660857423819833582,-37.709723,37.709723,0
301,1660857423958403423,753,1660857423942028318,-16.375105,16.375105,1
302,1660857424059207275,756,1660857424064242870,5.035595,5.035595,1
303,1660857424160067394,758,1660857424145715806,-14.351588,14.351588,1
304,1660857424260927275,761,1660857424267928158,7.000883,7.000883,1
305,1660857424361787394,763,1660857424349407710,-12.379684,12.379684,1
306,1660857424462647275,766,1660857424471614838,8.967563,8.967563,1
307,1660857424563507393,768,1660857424553236766,-10.270627,10.270627,1
308,1660857424664367274,771,1660857424675317550,10.950276,10.950276,1
309,1660857424765227392,773,1660857424756766254,-8.461138,8.461138,1
310,1660857424866087273,776,1660857424878988710,12.901437,12.901437,1
311,1660857424966947392,778,1660857424960465414,-6.481978,6.481978,1
312,1660857425067752436,781,1660857425082690190,14.937754,14.937754,1
313,1660857425168612317,783,1660857425164147806,-4.464511,4.464511,1
314,1660857425269472435,786,1660857425286352902,16.880467,16.880467,1
315,1660857425370331362,788,1660857425367841478,-2.489884,2.489884,1
316,1660857425471191480,791,1660857425490042422,18.850942,18.850942,1
317,1660857425572051361,793,1660857425571546742,-0.504619,0.504619,1
318,1660857425672911480,795,1660857425653059742,-19.851738,19.851738,1
319,1660857425773771361,798,1660857425775214382,1.443021,1.443021,1
320,1660857425874631479,800,1660857425897420838,22.789359,22.789359,0
321,1660857425975491360,802,1660857425978908414,3.417054,3.417054,1
322,1660857426076295451,804,1660857426060374670,-15.920781,15.920781,1
323,1660857426177155331,807,1660857426182589774,5.434443,5.434443,1
324,1660857426278015450,809,1660857426264058414,-13.957036,13.957036,1
325,1660857426378875331,812,1660857426386267966,7.392635,7.392635,1
326,1660857426479735449,814,1660857426467751678,-11.983771,11.983771,1
327,1660857426580595330,817,1660857426589969158,9.373828,9.373828,1
328,1660857426681455448,819,1660857426671431870,-10.023578,10.023578,1
329,1660857426782315329,822,1660857426793640838,11.325509,11.325509,1
330,1660857426883175448,824,1660857426875158182,-8.017266,8.017266,1
331,1660857426984035328,827,1660857426997335902,13.300574,13.300574,1
332,1660857427084839419,829,1660857427078818158,-6.021261,6.021261,1
333,1660857427185699299,831,1660857427201026414,15.327115,15.327115,1
334,1660857427286558464,833,1660857427282496382,-4.062082,4.062082,1
335,1660857427387418345,836,1660857427404709446,17.291101,17.291101,1
336,1660857427488278464,838,1660857427486184382,-2.094082,2.094082,1
337,1660857427589138344,841,1660857427608457486,19.319142,19.319142,1
338,1660857427689998463,843,1660857427689863742,-0.134721,0.134721,1
339,1660857427790858343,845,1660857427771360182,-19.498161,19.498161,1
340,1660857427891718462,848,1660857427893558446,1.839984,1.839984,1
341,1660857427992573731,851,1660857428005780542,13.206811,13.206811,1
342,1660857428093348823,853,1660857428087248742,-6.100081,6.100081,1
343,1660857428194208704,856,1660857428199451934,5.24323,5.24323,1
344,1660857428295068823,858,1660857428280930574,-14.138249,14.138249,1
345,1660857428395375744,861,1660857428403142742,7.766998,7.766998,1
346,1660857428489434071,863,1660857428484619870,-4.814201,4.814201,1
347,1660857428589409284,866,1660857428606830350,17.421066,17.421066,1
348,1660857428687670619,868,1660857428688306382,0.635763,0.635763,1
349,1660857428786650740,870,1660857428769788734,-16.862006,16.862006,1
350,1660857428886957727,873,1660857428891999414,5.041687,5.041687,1
351,1660857428985635072,875,1660857428973463806,-12.171266,12.171266,1
352,1660857429085112125,878,1660857429095686446,10.574321,10.574321,1
353,1660857429184092075,879,1660857429177148806,-6.943269,6.943269,1
354,1660857429303641788,882,1660857429299363670,-4.278118,4.278118,1
355,1660857429404506281,885,1660857429421581478,17.075197,17.075197,1
356,1660857429505366400,887,1660857429502659938,-2.706462,2.706462,1
357,1660857429606226281,890,1660857429625274414,19.048133,19.048133,1
358,1660857429707086399,892,1660857429706760582,-0.325817,0.325817,1
359,1660857429807946280,894,1660857429788208286,-19.737994,19.737994,1
360,1660857429908806399,897,1660857429909931136,1.124737,1.124737,1
361,1660857430009611442,899,1660857429989916945,-19.694497,19.694497,1
362,1660857430110471324,902,1660857430110732780,0.261456,0.261456,1
363,1660857430211331442,904,1660857430191793698,-19.537744,19.537744,1
364,1660857430312191323,907,1660857430313911969,1.720646,1.720646,1
365,1660857430413051441,909,1660857430396170497,-16.880944,16.880944,1
366,1660857430513911322,912,1660857430520132790,6.221468,6.221468,1
367,1660857430614771441,914,1660857430602701175,-12.070266,12.070266,1
368,1660857430715631322,917,1660857430725180582,9.54926,9.54926,1
369,1660857430816491440,919,1660857430806655870,-9.83557,9.83557,1
370,1660857430917350367,921,1660857430928892350,11.541983,11.541983,1
371,1660857431018154457,923,1660857431010340382,-7.814075,7.814075,1
372,1660857431119014338,926,1660857431132551646,13.537308,13.537308,1
373,1660857431219874457,928,1660857431214020126,-5.854331,5.854331,1
374,1660857431320734337,931,1660857431336247766,15.513429,15.513429,1
375,1660857431421594456,933,1660857431417714710,-3.879746,3.879746,1
376,1660857431522454336,935,1660857431499197806,-23.25653,23.25653,0
377,1660857431623314455,938,1660857431631410870,8.096415,8.096415,1
378,1660857431724174336,940,1660857431712893710,-11.280626,11.280626,1
379,1660857431825034455,943,1660857431825148742,0.114287,0.114287,1
380,1660857431925894335,945,1660857431906568934,-19.325401,19.325401,1
381,1660857432026698426,948,1660857432028781382,2.082956,2.082956,1
382,1660857432127558306,950,1660857432120248806,-7.3095,7.3095,1
383,1660857432228418425,953,1660857432242463678,14.045253,14.045253,1
384,1660857432329278306,955,1660857432313947030,-15.331276,15.331276,1
385,1660857432430138424,958,1660857432436153806,6.015382,6.015382,1
386,1660857432530998305,960,1660857432517646902,-13.351403,13.351403,1
387,1660857432631858423,963,1660857432639853286,7.994863,7.994863,1
388,1660857432732717350,965,1660857432721307934,-11.409416,11.409416,1
389,1660857432833577469,967,1660857432802790478,-30.786991,30.786991,0
390,1660857432934437350,969,1660857432924848988,-9.588362,9.588362,1
391,1660857433035255268,972,1660857433045219742,9.964474,9.964474,1
392,1660857433136115387,974,1660857433125575943,-10.539444,10.539444,1
393,1660857433236975268,977,1660857433247397994,10.422726,10.422726,1
394,1660857433337835386,979,1660857433328929180,-8.906206,8.906206,1
395,1660857433438695267,982,1660857433451149148,12.453881,12.453881,1
396,1660857433539555386,984,1660857433532615444,-6.939942,6.939942,1
397,1660857433640415267,987,1660857433654926764,14.511497,14.511497,1
398,1660857433741275385,989,1660857433736295540,-4.979845,4.979845,1
399,1660857433842135266,992,1660857433858512700,16.377434,16.377434,1
400,1660857433942995384,994,1660857433940035476,-2.959908,2.959908,1
401,1660857434043786362,997,1660857434062212700,18.426338,18.426338,1
402,1660857434144646481,999,1660857434143671444,-0.975037,0.975037,1
403,1660857434245506361,1001,1660857434225152700,-20.353661,20.353661,0
404,1660857434346366480,1004,1660857434347356340,0.98986,0.98986,1
405,1660857434447226360,1006,1660857434428983636,-18.242724,18.242724,1
406,1660857434548086479,1009,1660857434551047860,2.961381,2.961381,1
407,1660857434648945406,1010,1660857434632525604,-16.419802,16.419802,1
408,1660857434749805287,1013,1660857434754746436,4.941149,4.941149,1
409,1660857434850665405,1015,1660857434835300597,-15.364808,15.364808,1
410,1660857434951525286,1018,1660857434957108967,5.583681,5.583681,1
411,1660857435052330330,1020,1660857435038239798,-14.090532,14.090532,1
412,1660857435153190449,1023,1660857435160222073,7.031624,7.031624,1
413,1660857435254050330,1025,1660857435241429473,-12.620857,12.620857,1
414,1660857435354910448,1028,1660857435363640505,8.730057,8.730057,1
415,1660857435455770329,1030,1660857435445123049,-10.64728,10.64728,1
416,1660857435556630448,1033,1660857435567331409,10.700961,10.700961,1
417,1660857435657490328,1035,1660857435648826793,-8.663535,8.663535,1
418,1660857435758350447,1038,1660857435771020825,12.670378,12.670378,1
419,1660857435859210328,1040,1660857435852511633,-6.698695,6.698695,1
420,1660857435960070446,1043,1660857435974709249,14.638803,14.638803,1
421,1660857436060874298,1045,1660857436056199729,-4.674569,4.674569,1
422,1660857436161734417,1048,1660857436178404601,16.670184,16.670184,1
423,1660857436262594298,1050,1660857436259587090,-3.007208,3.007208,1
424,1660857436363454416,1053,1660857436381460111,18.005695,18.005695,1
425,1660857436464313343,1055,1660857436503392862,39.079519,39.079519,0
426,1660857436565173462,1057,1660857436584826510,19.653048,19.653048,1
427,1660857436666033343,1059,1660857436666315606,0.282263,0.282263,1
428,1660857436766893461,1061,1660857436747770638,-19.122823,19.122823,1
