frame_index,stamp,time_s,dt_s,gt_inc_t_m,gt_inc_r_deg,pred_inc_t_error_m,pred_inc_r_error_deg,ndt_inc_t_error_m,ndt_inc_r_error_deg,predictor_chain_abs_t_error_m,predictor_chain_abs_r_error_deg,ndt_chain_abs_t_error_m,ndt_chain_abs_r_error_deg,predictor_abs_t_error_m,predictor_abs_r_error_deg,ndt_used_abs_t_error_m,ndt_used_abs_r_error_deg,corrected_abs_t_error_m,corrected_abs_r_error_deg,ndt_correction_t_m,ndt_correction_r_deg,gt_required_correction_t_m,gt_required_correction_r_deg,fitness,iterations,converged,step_limited
11,1660857394.710630178,1.5128231048583984,0.1008596420288086,0.004948867798601642,0.1261867304751533,0.034635848987508745,0.12614972217911527,0.035784240754767535,0.19091185874762534,0.18420230500240453,0.4834562790571928,0.18823244596663646,1.1542442577868168,0.18900250075112726,0.8746658317737387,0.18870504214698186,1.1610020596486084,0.18925306178273774,0.899770857174722,0.005763395075013593,0.29534148249770437,0.1890025007511272,0.8746658317737389,0.3130485636814254,1,1,0
12,1660857394.811489582,1.613682508468628,0.10085940361022949,0.004949594800875962,0.1261760039740794,0.03771628520157797,0.1255032158549486,0.03182418687775258,0.17728626458871688,0.22155536621313443,0.6084565731956751,0.2196462784114108,1.2211827875662569,0.226738630110636,0.9237103291451838,0.22009804089842433,1.2277023555612987,0.22507314445194176,0.9368528555784428,0.009498222075427446,0.4716845307318821,0.226738630110636,0.9237103291451834,0.3106600406170141,1,1,0
13,1660857394.912349224,1.7145421504974365,0.1008596420288086,0.01060754280719781,0.10830829420574782,0.04584839286437413,0.10795721806399045,0.033240163919988616,0.1751972946237877,0.26715432029081804,0.7163456490223785,0.2528341344313135,1.1971610167150073,0.2708506735803657,0.9671870490206647,0.2532834419313274,1.2039276805534544,0.26595664739634867,0.9639049367795434,0.01841567601077487,0.38095995217834494,0.2708506735803658,0.9671870490206651,0.2947167283714329,1,1,0
14,1660857395.013154507,1.81534743309021,0.10080528259277344,0.010603160166271997,0.10824630546729018,0.04811577475374711,0.10768090760167047,0.03865167806243276,0.06095008007290978,0.315093863210996,0.8239689616382251,0.2912654557070645,1.1891970770930191,0.3140346369586858,1.0045038701246227,0.29171792616551906,1.1959119403069296,0.3079205534861144,0.9901724734389985,0.023866524265235514,0.48823867604773824,0.31403463695868583,1.004503870124623,0.31233898164622326,1,1,0
15,1660857395.114014626,1.9162075519561768,0.1008601188659668,0.008415999654858211,0.08048587307461379,0.0319268818481739,0.07871455958954564,0.023746727215934446,0.08769293010644348,0.34695930871380787,0.8996013672129427,0.31499822196022165,1.1673462350023898,0.33980306116617837,1.0028648319978535,0.315446988682958,1.1741551080416486,0.33329419224138274,0.9864885395816363,0.02640543054646296,0.46949169623093323,0.33980306116617837,1.0028648319978541,0.2921859759510543,1,1,0
16,1660857395.214874506,2.0170674324035645,0.1008598804473877,0.008419630317032535,0.08048096078004084,0.03394754651072722,0.07848328490407834,0.022639078716211524,0.3201890730845312,0.3808405059254445,0.9753626395057907,0.33722841269895903,1.186343096298536,0.3671782298697405,1.004374524767072,0.33768352132507096,1.193211339454467,0.359398356778314,0.9867899377369154,0.030373195996355417,0.2945990212262301,0.3671782298697404,1.0043745247670715,0.2803036887314582,1,1,0
17,1660857395.315734625,2.1179275512695312,0.1008601188659668,0.008050485191283053,0.03891612553830762,0.036061245370387435,0.04096183744774045,0.0693025552014549,0.3425658270460277,0.41663535615457753,0.9387152650352018,0.26793906136378737,1.3332743333572858,0.3951592100846265,0.9795118137267089,0.26839457688198515,1.3401275430604154,0.36131518922680567,0.8613925897333411,0.12715422011864305,0.6029319480042304,0.3951592100846264,0.9795118137267087,0.2881408983910868,4,1,0
18,1660857395.416594505,2.218787431716919,0.1008598804473877,0.008050460051972174,0.038939045852027995,0.03383381540379948,0.04081734147805722,0.007623139974786189,0.0704612586314922,0.4501939736254685,0.9024382342351556,0.260495770996653,1.3679835651364238,0.39481126084454704,0.8528062157182643,0.260949766774407,1.3748754567140087,0.3596771102384562,0.7400319419886957,0.13457425787440583,0.6986551162483298,0.39481126084454693,0.8528062157182641,0.26287165073287594,4,1,0
19,1660857395.517454386,2.3196473121643066,0.1008598804473877,0.005343942676787422,0.1231663287545422,0.035138608441016156,0.12129600640715581,0.029222750314418025,0.0743826502206858,0.4849338702661233,1.023139168342192,0.2316733099855521,1.3848101883676809,0.3942735417402975,0.8106180580503394,0.23211803331967404,1.3917190514819084,0.3521724335080768,0.7000472487951807,0.16252257623622515,0.8637407841780896,0.3942735417402972,0.8106180580503394,0.27215792701281316,5,1,0
20,1660857395.618314266,2.4205071926116943,0.1008598804473877,0.005343597828451243,0.1231987489742745,0.03128828239847353,0.12105337258568354,0.02012117928266694,0.30147704070156583,0.5157659134669851,1.1437221321560658,0.2510950395925331,1.382408727504415,0.3828581839224561,0.7944747140836764,0.2515581801263941,1.3892709340387035,0.34934782564728034,0.7493708944767238,0.13217639653498142,0.9044350472207119,0.38285818392245613,0.7944747140836763,0.27177135323626705,4,1,0
21,1660857395.719174385,2.521367311477661,0.1008601188659668,0.0018618066665737679,0.053881279415970984,0.030839350069732114,0.05548816352183266,0.07115984183085376,0.2704718296924296,0.546491810485035,1.090014291275579,0.32222479661677284,1.2082765072558632,0.3800479875589404,0.6966911747351305,0.3226931990447002,1.2152012876485598,0.3662234194550473,0.6877449433696211,0.06049775025223355,0.9882538735968928,0.38004798755894037,0.6966911747351305,0.28994648220621455,2,1,0
22,1660857395.820034504,2.622227430343628,0.1008601188659668,0.0018620167683799289,0.053916623331965986,0.030836591755556395,0.05595805446993567,0.022790068213468618,0.18346467225825283,0.5772400386428146,1.0357892943906482,0.3425808280679544,1.032345507740594,0.39692337674243683,0.6346973523585597,0.3430744763383694,1.0392690702855731,0.38374484188171,0.6295180529310483,0.061099827198208743,0.8304257671254283,0.3969233767424368,0.63469735235856,0.3069434040899432,2,1,0
23,1660857395.920894623,2.7230875492095947,0.1008601188659668,0.009486826282817688,0.04171854130733251,0.04137080386840294,0.04548264861930961,0.02921479346502497,0.21406185278695058,0.6185268052653126,0.9965205039111901,0.3717651035217366,1.214618648629249,0.4249708094041232,0.6001136300261113,0.37225802172151173,1.221492186151502,0.41237053661390555,0.6031104393787545,0.059736056610109126,0.9275490305983387,0.4249708094041232,0.6001136300261113,0.3012399928627149,2,1,0
24,1660857396.021698475,2.8238914012908936,0.10080385208129883,0.00948366799964669,0.0416961469439133,0.041387488256979105,0.04464982025767842,0.10806792025532165,0.7395933937429499,0.6598622884714576,0.9586442432155001,0.26537630565419124,1.3469787935597335,0.45362367685906996,0.5749246905541386,0.26583386042773993,1.3532258629428655,0.4063187476170392,0.5309506530037769,0.18974808867166548,1.3753775984297287,0.4536236768590699,0.5749246905541385,0.3067681665716009,5,1,0
25,1660857396.122558594,2.9247515201568604,0.1008601188659668,0.002149398039714051,0.07829238693429921,0.029101901887721476,0.074859134560372,0.01737422415134156,0.12849716500558242,0.6888172123304879,1.0302974232006212,0.2495873976341472,1.3779825854969134,0.43506663814815444,0.6023879707128295,0.25002153807372685,1.3844654931124798,0.3890385513523592,0.6095628046918088,0.18660238554181469,1.54328592101035,0.4350666381481544,0.6023879707128292,0.2960875674482772,5,1,0
26,1660857396.223418474,3.025611400604248,0.1008598804473877,0.002148199986656577,0.07831453031269617,0.023860862065304727,0.07422053622427724,0.009753551303348477,0.6542464473853858,0.7124626877220765,1.10149450545321,0.24692054018488627,1.4115565299311243,0.4124579333823746,0.6811813811330794,0.24737269668053077,1.4184116532049718,0.372028339281874,0.7247683166869283,0.16570409496633517,1.4738611707744205,0.4124579333823745,0.6811813811330798,0.29539996155659276,5,1,0
27,1660857396.324278593,3.126471519470215,0.1008601188659668,0.006891201194421028,0.0485770102130877,0.01079915652581137,0.05134483857181382,0.03309254232637033,0.17391270961885738,0.7225634461537364,1.0571324727423155,0.2139781701282493,1.3594921365599073,0.3818848997451814,0.6789887593714445,0.21442008175925015,1.3664068490606172,0.3411935647134992,0.7374617711098955,0.1680755582367032,1.6095530401485254,0.3818848997451813,0.6789887593714445,0.2812990454254655,5,1,0
28,1660857396.425138474,3.2273313999176025,0.1008598804473877,0.006893001813433677,0.04860229008222172,0.006734685639160792,0.051840772910598944,0.03654173891426708,0.5458392477324079,0.7277958138128003,1.0126882647946962,0.2413226593369854,1.06259321606889,0.3461633800390543,0.6939400376597229,0.2418514370502829,1.0690116692901461,0.3210964837119923,0.7247657626523265,0.11148992301722967,1.6054159125529264,0.3461633800390543,0.6939400376597227,0.2905101825046404,3,1,0
29,1660857396.525998354,3.3281912803649902,0.1008598804473877,0.003294346368551558,0.11259829846401362,0.013086141385599808,0.11640443546724544,0.012350659358721844,0.5447357586029293,0.7402606620332953,0.9012123061522676,0.24567646054202955,1.1260038201508402,0.33326445939973665,0.6459248154126096,0.24618974029810212,1.132838702013118,0.3129986352217228,0.6787863558603066,0.09083861470363348,1.5042118538617022,0.33326445939973653,0.6459248154126094,0.30138015715129896,3,1,0
30,1660857396.626858234,3.429051160812378,0.1008598804473877,0.003296340025638282,0.11261496859844672,0.011142569660043124,0.11685962800477667,0.028376355423661206,0.6884783009552717,0.7506033770231494,0.790970816117178,0.21819737162605513,1.116089829150555,0.3230383327051985,0.6156677165983316,0.2187257878934269,1.1220739765611873,0.2985325111005988,0.6570212252652707,0.10874572786416042,1.7060279378020948,0.32303833270519844,0.6156677165983319,0.30492708798592505,3,1,0
31,1660857396.727715254,3.5299081802368164,0.10085701942443848,0.0036266930328819245,0.08808976336625315,0.0033613680705583226,0.09274955366084138,0.020163647150790418,0.5290260013584536,0.7513365107421852,0.6991549014176283,0.23712536758409078,0.7317318316558483,0.2990517297108835,0.6009642913940025,0.23766346816885092,0.7360477407814291,0.2846598947869194,0.6242486876803413,0.07108329188980916,1.3313991297231615,0.2990517297108835,0.6009642913940023,0.3194769626003108,2,1,0
32,1660857396.828577280,3.630770206451416,0.10086202621459961,0.003628292126751628,0.08809203779760504,0.0034188349287082413,0.09324378351296181,0.020708057716260105,0.15230887409871668,0.7505043537827039,0.6070951998215356,0.21740113463209695,0.5800536490765412,0.28360208826519706,0.5783300446864051,0.2179184055449705,0.5844885336030917,0.26830919254131463,0.6099150439352177,0.07006327248578101,1.1485159851744724,0.283602088265197,0.5783300446864049,0.3105304437011572,2,1,0
33,1660857396.929437637,3.731630563735962,0.1008603572845459,0.002076217908385478,0.10655993260717535,0.004323515096684969,0.11255105607535389,0.01825933805840275,0.1062865943266704,0.7531019015316134,0.49476399199940513,0.22437767846927428,0.5475667585671548,0.2707223518139976,0.5876730614076812,0.22495386523786323,0.5528716080619225,0.26024760667499786,0.6003974046549075,0.056317826972624184,1.124736919658637,0.2707223518139976,0.5876730614076814,0.3282470616650867,2,1,0
34,1660857397.030242443,3.832435369491577,0.10080480575561523,0.002076058041336513,0.10650575000365327,0.004044073068959462,0.11222219865729872,0.014256871547517798,0.2272205973117143,0.7545693885814495,0.3828598988110873,0.21027824320520205,0.7511893289825217,0.261571332741933,0.5978261741096795,0.21084929563547825,0.7570551803687972,0.2503506350267889,0.6057124562282099,0.05709765057321161,1.33166875825005,0.26157133274193295,0.5978261741096793,0.31490924516105484,2,1,0
35,1660857397.131102562,3.933295488357544,0.1008601188659668,0.002336199803699381,0.005025438741965573,0.0062867620463583134,0.0052055563336397765,0.018979004325635117,0.6876278233549111,0.7512680545923578,0.3790216954160384,0.22653277121024137,0.13991824334040004,0.24664073252087176,0.6039114586652111,0.22707114677205376,0.14002304825742456,0.24249118119908947,0.6019570439165081,0.02547610908395227,0.6515653870895133,0.24664073252087182,0.6039114586652112,0.33632917473326546,1,1,0
36,1660857397.231962442,4.034155368804932,0.1008598804473877,0.0023370700329338064,0.005034528150012461,0.006475163190956831,0.00465029055927138,0.015430444249602491,0.11680350407147398,0.7476559243807358,0.37622938699130065,0.21240176048548276,0.23601565944998962,0.23847257057344134,0.6000870948382148,0.21291801525659956,0.23440466185155764,0.2328730493478275,0.6049142196411332,0.0295250713275151,0.638248352798614,0.23847257057344126,0.600087094838215,0.34115838659377395,1,1,0
37,1660857397.332822323,4.135015249252319,0.1008598804473877,0.0025623892501593555,0.02388923758324159,0.005150223446498234,0.02560120865019048,0.008903945675259532,0.43017612007135725,0.747703708474398,0.3639683787460829,0.20774565861509117,0.19643192442883084,0.23241881293329303,0.6038769865839232,0.20828692652321426,0.1985643638063426,0.2271599067752903,0.6070098373432101,0.027815766177748173,0.6594058608076211,0.23241881293329297,0.6038769865839233,0.3412079872047408,1,1,0
38,1660857397.433682203,4.235875129699707,0.1008598804473877,0.0025631390852207322,0.02389476386755408,0.0051694352293804,0.02614808499866845,0.007041908899816424,0.040942007018060014,0.7472738573115235,0.3525912600228674,0.2082931241580665,0.18060977180520013,0.2262352313172035,0.6071431846059706,0.20880745562336578,0.1819201619674123,0.2226405362473582,0.6036288613732093,0.021882599814304307,0.6345354585325946,0.22623523131720336,0.6071431846059707,0.32642042837119206,1,1,0
39,1660857397.534542322,4.336735248565674,0.1008601188659668,0.0005301714034512698,0.10169909273615506,0.005701117404557182,0.09861510356840018,0.013889541706382211,0.11547641569502747,0.7440927247142067,0.4458980682487901,0.2027288618674985,0.0815436137774291,0.2191624527805634,0.6153415631711905,0.20328963164631095,0.08580891612843021,0.21584968021263487,0.6138341850414594,0.026159039717187266,0.6477082682544467,0.21916245278056337,0.6153415631711902,0.33721952671956906,1,1,0
40,1660857397.635402441,4.437595367431641,0.1008601188659668,0.0005305446874408097,0.10172285064584576,0.005708997416027913,0.09939731556471602,0.010129081308428056,0.11221806621072006,0.7406775399543569,0.5418463589601522,0.19573789134363156,0.17897339670659207,0.21215810451971606,0.6442276655581136,0.19630769099565368,0.1813777465634722,0.20893116138855097,0.6438389484953074,0.02124931836707579,0.6318270149434716,0.21215810451971598,0.6442276655581138,0.34397148887163764,1,1,0
41,1660857397.736262560,4.538455486297607,0.1008601188659668,0.001123184890531909,0.015284094040983114,0.004492896208000919,0.01787983255136349,0.014509437336805884,0.16787278306824618,0.7380557026818856,0.5240425121521826,0.18166671693208808,0.34464426992574027,0.20618753617005958,0.6385512483351037,0.1822222231671319,0.3464098545064941,0.2010351632599403,0.647621130557787,0.026462178187987864,0.6295613136177762,0.20618753617005953,0.6385512483351035,0.32438013585135717,1,1,0
42,1660857397.837122440,4.639315366744995,0.1008598804473877,0.0011234794240753362,0.015306633689611713,0.004763508218219177,0.01757373034570827,0.009225350771588692,0.23300918084677422,0.734950913710434,0.5065790676532645,0.18079253633427922,0.1337315454868694,0.197807286120116,0.6420835200186157,0.18138270697904155,0.13248664365931104,0.19428919524472946,0.6458942199602794,0.02444157369124642,0.5630655955419243,0.197807286120116,0.6420835200186154,0.33186562369654504,1,1,0
43,1660857397.937982559,4.740175485610962,0.1008601188659668,0.004096424351665132,0.14021272769543378,0.008936476957887407,0.14243332912495205,0.007469952611569642,0.14103299021108792,0.7268502483743339,0.365283636982382,0.17374628511962686,0.05794770553998644,0.18589593884411915,0.6177196393241735,0.17434355089938178,0.0642254501016275,0.18373452420187192,0.6104298421652955,0.01878633231796277,0.6672278688047475,0.18589593884411917,0.6177196393241733,0.3246069182607477,1,1,0
44,1660857398.038786650,4.84097957611084,0.10080409049987793,0.004095130296575825,0.14016030598146506,0.008987525341925344,0.14188329397291152,0.019355360309329807,0.16062049069310533,0.7186731503416991,0.22607798898860942,0.15522797531682084,0.12105367581887402,0.17527917935523812,0.6122573398161477,0.1558345317739439,0.11882763433089065,0.17107745590050705,0.6121717958190357,0.02660423284885108,0.6069354907769692,0.17527917935523812,0.6122573398161475,0.3452453188475504,1,1,0
45,1660857398.139646530,4.9418394565582275,0.1008598804473877,0.002932554462878856,0.01638576193576582,0.0037768401631415546,0.016268805183344257,0.001794341704337322,0.08454549678195401,0.7167664644803,0.2288544746369252,0.1564853619671077,0.05612164669844048,0.16910648681275514,0.6128848523099423,0.15709144935175512,0.05776488223087411,0.16681709458016658,0.6043597848513044,0.019097099879690035,0.641154009046159,0.16910648681275514,0.6128848523099418,0.31460100326439716,1,1,0
46,1660857398.240506411,5.042699337005615,0.1008598804473877,0.002933924377007696,0.016387867199167006,0.003668596469437224,0.01581663148579304,0.003387440313614831,0.19064092334465593,0.7147133440561521,0.2325925825245999,0.15664850339463338,0.23898961585206208,0.1647200709174165,0.6044039884069051,0.15724049286924005,0.23807061908571994,0.16356245497094787,0.591431109629278,0.01682835477642353,0.6668475334520875,0.1647200709174165,0.6044039884069046,0.3125766116646368,1,1,0
47,1660857398.341366291,5.143559217453003,0.1008598804473877,0.0026438039819145624,0.18079582297543892,0.00851352707335482,0.1804189949646805,0.013453609053437655,0.3957974230204919,0.7079921127831151,0.39857932444147465,0.14350691610968822,0.17281714015714125,0.15647576071732672,0.6001514496997924,0.1441012947888312,0.17716889673407987,0.15420279202238624,0.5950684090223987,0.017479494146754104,0.6572985399587473,0.15647576071732675,0.6001514496997925,0.3289461631428276,1,1,0
48,1660857398.442226648,5.244419574737549,0.1008603572845459,0.0026448952925604576,0.1808341023473979,0.008455345648013155,0.18034933195392824,0.012899662805030115,0.3210049355657198,0.7012501139376585,0.5732216602601512,0.13383263880199578,0.47596931942906734,0.14710040673892488,0.658423271949183,0.1344684411094468,0.4782185628965086,0.14464445075079932,0.6611527741042519,0.016405733996561186,0.6157277977337828,0.14710040673892494,0.6584232719491833,0.31459098534292157,1,1,0
49,1660857398.543086529,5.3452794551849365,0.1008598804473877,0.0026585522637437822,0.023430451747108606,0.0038590900548135473,0.022219233149266437,0.0035918893542505,0.15541524486178496,0.6985570690217848,0.5927825643396629,0.1358940491849824,0.34701869128764967,0.14211111175654176,0.6800016128571236,0.13652001301750785,0.35061157668880333,0.14146667567609358,0.6731768410247392,0.01256869333161056,0.6710738402587204,0.14211111175654176,0.6800016128571235,0.31651300195625354,1,1,0
50,1660857398.643946648,5.446139574050903,0.1008601188659668,0.0026595457262401055,0.023407438230525227,0.0035829179948287703,0.022524906538393084,0.014280716118794856,0.13556692990545288,0.6960395800192701,0.6129080361404066,0.12181384555477191,0.23358499348687223,0.13910451377736596,0.6927787627584774,0.12245264318111261,0.23580001970678352,0.13573439906377102,0.693957896118356,0.01896623572083249,0.6055606781712625,0.1391045137773659,0.6927787627584776,0.32922499576173975,1,1,0
51,1660857398.744805574,5.546998500823975,0.10085892677307129,0.004223790116214453,0.026720142784208447,0.009781444438487696,0.02669662064162992,0.0075500139796602014,0.12238468819546194,0.6871218951521522,0.5968291336302187,0.11427485159273068,0.11170416376499819,0.12691453897829674,0.6821790428024698,0.1149149906305632,0.11392596503558633,0.12467880346219683,0.677462915884156,0.015090215465899467,0.6341257283847067,0.12691453897829677,0.68217904280247,0.3327656844489788,1,1,0
52,1660857398.845665455,5.647858381271362,0.1008598804473877,0.004225092644364477,0.026727602666965465,0.009733466095610327,0.026464982154662753,0.010575633209629112,0.1809226814511324,0.6782642995835573,0.581574797947375,0.10372899607604492,0.2843006016724265,0.11593295055988803,0.6655342051682247,0.10436847738746388,0.288074484214684,0.1138706476665705,0.6616244310100889,0.015921350919904393,0.6524761333217742,0.11593295055988802,0.6655342051682251,0.33077444375700515,1,1,0
53,1660857398.946525574,5.748718500137329,0.1008601188659668,0.004178566573356775,0.12979729413676383,0.003199165051490258,0.12958056156431602,0.008137951971830341,0.18295755931344668,0.6771805221944639,0.4537476456633148,0.10955047883183382,0.1114237928302643,0.11192756604491011,0.595004909579119,0.1102251554848821,0.11504611591970512,0.11201813303382087,0.5850258088127053,0.011733602464336981,0.6002928666565777,0.1119275660449101,0.5950049095791191,0.3381936048568241,1,1,0
54,1660857399.047329426,5.849522352218628,0.10080385208129883,0.004178009951057578,0.12974903339670937,0.0029716359848426873,0.12939959969169565,0.012784955083191135,0.08683079348977454,0.6763911718607538,0.3272195718357356,0.09864301047480936,0.05521916059818203,0.11038539046720061,0.5379194838844983,0.09929482714642651,0.05874203260667291,0.10833792755027852,0.5329592556804581,0.011792326999901858,0.5669671211379118,0.1103853904672006,0.5379194838844987,0.35881043542456087,1,1,0
55,1660857399.148189545,5.950382471084595,0.1008601188659668,0.0012028839075667013,0.1897969891092728,0.005512142685914092,0.19037404148167716,0.005559856376023146,0.050993215043670576,0.6723993550921542,0.5103690320307068,0.09354594830457416,0.07171041955625877,0.10364696438150083,0.5961693951783493,0.09420720960854645,0.07804747069544078,0.10195936724462318,0.5901024854645601,0.012287831264197698,0.6339589035073769,0.10364696438150088,0.5961693951783489,0.3482852242500355,1,1,0
56,1660857399.249049425,6.051242351531982,0.1008598804473877,0.0012027382635003319,0.18986140390842196,0.005405539245769505,0.19048334693939428,0.010949832186896859,0.3597847181462517,0.6685498538134454,0.69731648539983,0.09547199609405108,0.4059533178587314,0.0974111547264654,0.7009472086335072,0.09605027094252969,0.4091921449786808,0.09768110728462928,0.6930461897555495,0.012098327064097053,0.5920303447311466,0.0974111547264654,0.7009472086335078,0.3445643918320145,1,1,0
57,1660857399.349909544,6.152102470397949,0.1008601188659668,0.0031046117588137204,0.016716746281358733,0.0017743351521577265,0.015496495036742122,0.009671037437711914,0.17679713515320444,0.667476522995417,0.7094829963607303,0.09151494219507371,0.5596249037833381,0.09654963352675054,0.7081641165399833,0.09216182668602993,0.5616794919118892,0.09598332049021978,0.7071063145602341,0.008164360287219766,0.508050551837199,0.09654963352675056,0.7081641165399835,0.35457778126719597,1,1,0
58,1660857399.450769186,6.252962112426758,0.1008596420288086,0.0031052934026774286,0.01669230059805083,0.0014471923140288111,0.01569655189125663,0.005457995623987965,0.08407931012046699,0.6667164379115338,0.7225662392024741,0.09557282263542512,0.4786799719473681,0.09516004098091962,0.7223108748996588,0.09624430897744878,0.4809692581592981,0.0958390938761656,0.7172768054934785,0.008963121262473946,0.5209583648095983,0.09516004098091957,0.7223108748996591,0.36201799683441227,1,1,0
59,1660857399.551629305,6.353822231292725,0.1008601188659668,0.003922481748998624,0.026349599917504175,0.006819971847532797,0.02790685990101437,0.007246733004409747,0.08256538878613606,0.6606664159933403,0.7450390888583142,0.08891242789222231,0.434354875978078,0.09011812691683763,0.7314225395954785,0.08960478625952474,0.43760760399831383,0.09048506539831004,0.7248999224036665,0.007685548563683152,0.5796681775304682,0.09011812691683763,0.7314225395954785,0.3469096195826673,1,1,0
60,1660857399.652489424,6.454682350158691,0.1008601188659668,0.003923630161114785,0.026353419039178056,0.006322367785090378,0.027380419722117605,0.006228467562973477,0.1670554589329412,0.6551087041917878,0.7672080610570385,0.08909207144779072,0.28019509542478854,0.08537522584632885,0.7400688512147033,0.0898234479587259,0.28422988792581266,0.08678405734662735,0.7305819750626487,0.012075930216622956,0.6409696666774616,0.08537522584632885,0.7400688512147032,0.35528537880943206,1,1,0
