frame_index,stamp,time_s,dt_s,gt_inc_t_m,gt_inc_r_deg,pred_inc_t_error_m,pred_inc_r_error_deg,ndt_inc_t_error_m,ndt_inc_r_error_deg,predictor_chain_abs_t_error_m,predictor_chain_abs_r_error_deg,ndt_chain_abs_t_error_m,ndt_chain_abs_r_error_deg,predictor_abs_t_error_m,predictor_abs_r_error_deg,ndt_used_abs_t_error_m,ndt_used_abs_r_error_deg,corrected_abs_t_error_m,corrected_abs_r_error_deg,ndt_correction_t_m,ndt_correction_r_deg,gt_required_correction_t_m,gt_required_correction_r_deg,fitness,iterations,converged,step_limited
450,1660857438.985701561,45.78789448738098,0.1008603572845459,0.018309675895417356,5.6868640919067515,0.011942681671259055,0.6549779250180655,0.014668040387754091,0.9707893840798254,1.9745772812838007,2.8398447678032612,0.15729771242183313,8.698009734903643,0.11141614215304729,3.1391078533488797,0.15890475377808794,8.699460277354644,0.12016956244726437,3.231400413887124,0.06229945400916764,5.926825865897333,0.11141614215304729,3.1391078533488774,0.22876348594947005,2,1,1
451,1660857439.086505651,45.88869857788086,0.10080409049987793,0.022610050328294894,5.952226625706134,0.019493079223640086,0.5243482330359829,0.008389867110678547,1.0039336758522583,1.9596527944368878,2.4378217280276195,0.15062526563648918,9.449293074991429,0.10270924751855358,2.781944319322122,0.15224640985301416,9.450648287179535,0.11206830887189957,2.9080465528365704,0.059754006061229874,6.9149888572328795,0.10270924751855419,2.7819443193221214,0.19315977116625863,2,1,1
452,1660857439.187365532,45.98955845832825,0.1008598804473877,0.022625489743234223,5.955586010669028,0.021304889950295475,0.4750742250483362,0.04205285535782905,1.1361002894642689,1.9440211654671335,2.260945825617121,0.1099024895582637,10.185226935528423,0.09799395261319671,2.854052835352267,0.11159544995093355,10.186427486629007,0.10029241236480596,3.014953773567561,0.028056602689115074,7.453606791690525,0.09799395261319657,2.8540528353522663,0.19694380230941236,1,1,1
453,1660857439.288225651,46.090418577194214,0.1008601188659668,0.02179694608758517,5.817319697424494,0.019181539566178414,0.23493311614407497,0.025894285729945024,0.8454044729564798,1.9345752275628436,2.3125707458606164,0.129909102697576,10.976237718217817,0.10808734995991137,3.158040477550633,0.13163358678815426,10.977279889248726,0.11132018211186483,3.3274256501489585,0.05229875195079865,7.935664822066585,0.10808734995991187,3.1580404775506334,0.19553914177087361,2,1,1
454,1660857439.389085531,46.1912784576416,0.1008598804473877,0.02179944997942678,5.8172790257907305,0.022227238060390963,0.09113515079377861,0.0380958400853072,0.8373568861115899,1.927347358460067,2.324385175489863,0.16336675942314832,11.736992533337363,0.12616365202407126,3.305798385776939,0.16515563442712164,11.737985023404468,0.13251652134191186,3.4878052303960874,0.06323686802604982,8.57849486849988,0.12616365202407104,3.3057983857769386,0.2185236123430707,2,1,1
455,1660857439.489945650,46.29213857650757,0.1008601188659668,0.02107939828340816,5.508051717783576,0.020664062564181563,0.31573876929701283,0.029603088733548492,0.5164818656004322,1.9146313682346896,2.210675303979878,0.14976878569423593,12.25129165914986,0.1327870005784359,3.396962908686245,0.15162222921147026,12.252257652127179,0.1349410367255639,3.589191335946346,0.05358018325963251,9.057531378970193,0.13278700057843612,3.396962908686244,0.20874095947938234,2,1,1
456,1660857439.590805292,46.39299821853638,0.1008596420288086,0.02108363420146684,5.507963761415991,0.015887573471847636,0.20978675275534137,0.024341044368191872,0.5183012917948774,1.9005500149648853,2.2672451929920303,0.17419632490102324,12.768635775345764,0.13132209810124373,3.552118945845413,0.1760533231000824,12.769619052674392,0.13847754603518428,3.7473777169463016,0.07023431517353504,9.44832670211307,0.13132209810124354,3.552118945845413,0.19963721954606573,2,1,1
457,1660857439.691665411,46.493858337402344,0.1008601188659668,0.008574024592320515,4.631485849792056,0.007432809878554895,0.3351474914647278,0.022841990618454686,0.5036445219333028,1.8972857641861758,2.022729648513427,0.15938965666144114,12.352093389762619,0.14334659474527447,3.469096792381672,0.16128509997679982,12.353115852367894,0.14646074115289878,3.66288973279413,0.03415328508282176,9.153947617175398,0.14334659474527447,3.469096792381673,0.20062606131351118,1,1,1
458,1660857439.792525530,46.59471845626831,0.1008601188659668,0.008573979590842164,4.631306175578809,0.008772646012544478,0.2631061193355061,0.04179609992669655,0.37320347309568047,1.8946692428751617,2.1545352345472644,0.15534479801447607,11.990959276411054,0.1530788088547025,3.8897055836830194,0.15717190201089057,11.991947725073123,0.1523941496542311,4.073862523788479,0.050953783843266105,8.306587254214108,0.15307880885470188,3.8897055836830163,0.2010460332044676,2,1,1
459,1660857439.893385649,46.69557857513428,0.1008601188659668,0.01968828794372714,2.374724604770191,0.020219568313689745,0.7290745903363656,0.036919557753498596,2.7314845332397466,1.8923243448107243,1.4657584372747055,0.16769622251512634,9.287577181536372,0.16521171410682123,3.495841068761881,0.1696047718233284,9.288311701483135,0.16575594551343126,3.626747401052226,0.027848414692579086,5.966578350694459,0.1652117141068212,3.49584106876188,0.1926207839572128,1,1,1
460,1660857439.994245529,46.796438455581665,0.1008598804473877,0.01969070246271123,2.3742784497464595,0.01981870175190515,0.9004968532322348,0.01574751357046628,2.746177426952654,1.8894758634166042,1.6647262683908435,0.17461007586369542,6.615519778493345,0.1776578530811175,4.184337935408155,0.17652573469350086,6.615694942420369,0.1771646516066914,4.241285105406245,0.025084034264787492,2.505261647187924,0.17765785308111723,4.184337935408155,0.20141293662409912,1,1,1
461,1660857440.095049620,46.89724254608154,0.10080409049987793,0.0068855040124521745,0.6739074649051519,0.011322027888457376,0.5294564573296098,0.014121410697818644,4.069676152563359,1.8880881021943394,1.1815928819668606,0.18261602628398624,2.637785482416926,0.1856218290349631,3.7719848459911325,0.18452624600094963,2.636838527553077,0.1851410220521917,3.743121847153121,0.022059632755535602,1.2379656227928912,0.185621829034963,3.771984845991135,0.19951774549626491,1,1,0
462,1660857440.195909500,46.99810242652893,0.1008598804473877,0.006887278588465263,0.6741439823571002,0.014265528696659374,0.6662237576992514,0.012381993869202114,0.9571148662677292,1.8830386392429201,1.45066138344459,0.190815833489865,2.998382437596488,0.19460671207428418,4.02269975359186,0.1927173645850202,2.997423520672546,0.1940045825056679,3.999409624731762,0.021148415072503556,1.027756878927811,0.19460671207428434,4.022699753591861,0.1805052870988059,1,1,0
463,1660857440.296769619,47.0989625453949,0.1008601188659668,0.009232110456996508,0.4496815487052683,0.008119012570892519,0.4433067899268158,0.006784582650011513,0.23074903569395935,1.8793307953418719,1.5537727411725843,0.1874342755513538,2.9838577982268255,0.19556835891147722,4.073368718875097,0.1893334484005034,2.983162671908691,0.1941678373562942,4.046640498569406,0.019126619891817295,1.1042355065440874,0.1955683589114765,4.073368718875097,0.1941101499668996,1,1,0
464,1660857440.397629499,47.199822425842285,0.1008598804473877,0.009233632878057195,0.4498916929919521,0.012495306466013986,0.5493866216757388,0.004212394826049772,0.4868248505917656,1.8738737658026328,1.723781430991041,0.18451925174775086,3.169960920099739,0.19251213572986445,4.096469791175757,0.18641510439354728,3.1699865476433327,0.1910011902158439,4.072429260646023,0.023646724358704966,0.9367544752613485,0.1925121357298637,4.096469791175756,0.18591334241757387,1,1,0
465,1660857440.498489380,47.30068230628967,0.1008598804473877,0.004496274420705472,0.26718084327125496,0.014938206910012884,0.4362961652940976,0.01630144553904622,0.7495864603490782,1.8675421988606173,1.6781008466210843,0.1899333263927333,2.5267943639566357,0.2014660209822792,4.140540477331872,0.19182467592525945,2.526288052375994,0.19878063467604576,4.100530729231708,0.04033126218709139,1.6284217450237641,0.2014660209822788,4.14054047733187,0.17637950059747332,2,1,0
466,1660857440.599349260,47.40154218673706,0.1008598804473877,0.004497398991321479,0.2673200435390949,0.013351477307571599,0.2912560755840685,0.006390612166392679,0.22342895573403712,1.8639791653134263,1.5571131483293486,0.18961573442206173,2.324394039362759,0.2095963792073895,3.9906439698487706,0.19149755392530765,2.323618447234902,0.2052723572453896,3.950730188092074,0.04414523624686463,1.6705026456341359,0.20959637920738963,3.9906439698487706,0.15728887053434754,2,1,0
467,1660857440.700209618,47.502402544021606,0.1008603572845459,0.021758262418885562,1.37188317220119,0.01194796600510068,1.4253641766039717,0.012662598485946483,1.3220961763461037,1.8628396851262299,2.0132499989771673,0.19600570635724313,2.9002427783796536,0.2013361896468078,3.6954098170558223,0.19787307197876128,2.902569977112721,0.2001877997347828,3.673022393710546,0.03071343014867509,0.8203075996441361,0.20133618964680758,3.6954098170558183,0.20218469773184755,1,1,0
468,1660857440.801069498,47.603262424468994,0.1008598804473877,0.02176307744554933,1.3721975953765508,0.003625641520687683,1.2272682205628704,0.020447094038255783,1.3619499290349233,1.8620950256696673,2.284928227029564,0.19073331299264948,3.3708177012721237,0.1979775103154586,3.8624776844911666,0.19263205376268602,3.3722951134736077,0.1965723483798622,3.844012741692528,0.030362416398860653,0.5781305599061959,0.19797751031545838,3.8624776844911684,0.23313646198969987,1,1,0
469,1660857440.901929617,47.70412254333496,0.1008601188659668,0.03520516702461088,2.0198793833958226,0.007334174795043019,0.7729318821186909,0.052985420523532445,1.2593434990496477,1.860022323174495,2.4799628198500905,0.19273580536488424,3.4512738664809604,0.20378904779465612,3.9419382341387394,0.19449921492611902,3.4527452240356222,0.20052150118467074,3.909042631324473,0.06023215607509881,1.247862710337104,0.2037890477946563,3.9419382341387386,0.15105574495872767,2,1,0
470,1660857441.002733469,47.80492639541626,0.10080385208129883,0.03518842481379467,2.0189054766276624,0.023208385266347945,0.4460638972437053,0.04448180854545874,0.5592389047298721,1.8607533272031131,2.917167117664485,0.18007067561743914,3.820234433236084,0.21247187162407405,4.235746789822219,0.18194752155619234,3.821051899404684,0.2053884949376108,4.201258958470793,0.06265623935968073,1.2424935609485999,0.21247187162407397,4.235746789822218,0.17955028695031822,2,1,0
471,1660857441.103593588,47.90578651428223,0.1008601188659668,0.06041458696966798,1.5270832553343923,0.01819113135855962,0.5794645086369361,0.01668920086786038,1.2591328220224032,1.8591799785410403,3.3380315005999024,0.18501189611625674,3.4133367823476006,0.21104362101373358,4.468051433492318,0.18691472051949923,3.415906586690421,0.205345752200237,4.431051014985664,0.05363571394191738,1.1896130238846185,0.21104362101373375,4.468051433492318,0.17282779106449406,2,1,0
472,1660857441.204453468,48.006646394729614,0.1008598804473877,0.060419584284934456,1.5270026265362144,0.013852449968839584,0.6495026468555531,0.020207538583549983,0.7317052342455188,1.8491480051954936,3.2942777825377965,0.16766015133674722,3.1794095131105697,0.1969609027028229,4.485599506931819,0.1695608991122211,3.182459537246109,0.1909800050847184,4.449678797312358,0.04500574704241839,1.3852155348828232,0.196960902702823,4.485599506931818,0.20175276122995245,2,1,0
473,1660857441.305313587,48.10750651359558,0.1008601188659668,0.06512103578291766,2.36014230730252,0.01752641798537849,0.5553308390836368,0.026470600399612854,0.5719123600339888,1.8493992921943436,3.1513733535126818,0.19449194691896537,3.512888603692784,0.20870491888765766,4.034971343886441,0.19637806351895815,3.5165658589420064,0.2061363785474164,4.019195496838049,0.024136851837710593,0.7750903524265298,0.20870491888765755,4.034971343886439,0.2080428394205169,1,1,0
474,1660857441.406173229,48.20836615562439,0.1008596420288086,0.06512274673790792,2.3603495273260706,0.020850931103164078,0.7859315453610778,0.031222159747177743,0.6390695444515595,1.8463759725013058,2.9351450943529542,0.22630893616710682,3.2817823319820167,0.2274180248833161,3.8109031172450627,0.22817561653335516,3.284595334471828,0.22734552952644632,3.7936251653038586,0.01963474522729208,0.7929452591633017,0.22741802488331622,3.8109031172450627,0.16787282563653338,1,1,0
475,1660857441.507033348,48.309226274490356,0.1008601188659668,0.05154856642836902,2.8502825139554457,0.02708174154945199,0.9024036050625021,0.038506615659304515,0.47412596020246633,1.8466378819047105,3.7661731431807186,0.22979781943501992,3.4309861096327605,0.24507812972297105,4.314979359791848,0.2317131150670962,3.433607477052932,0.24150830977280044,4.294767585160414,0.05247420363229281,0.9376274239979219,0.245078129722971,4.314979359791848,0.17756427982605766,2,1,0
476,1660857441.607893467,48.41008639335632,0.1008601188659668,0.05154584993911821,2.8504305853951197,0.009226708281332218,0.20434755100496307,0.028198294667166696,0.6884579638980437,1.8463252411396895,3.564181420800672,0.24574344541500684,3.1284061191501618,0.25280749575651107,4.126622484863512,0.24764793154152562,3.1314853705468364,0.2506089171617338,4.0912947378110385,0.05605340855858035,1.350595758274739,0.252807495756511,4.126622484863511,0.1489883122997328,2,1,0
477,1660857441.708753586,48.51094651222229,0.1008601188659668,0.058072537415651125,3.3761732637640827,0.009711629268003823,0.9872373242657945,0.02814809352055818,0.9086972222987818,1.8467475135457854,3.4405963731436815,0.22418442226512425,2.6569963470421696,0.2577076269618634,4.06289033907501,0.22608550923972048,2.660950452155084,0.25067784421416,4.029419786992202,0.06033367233122431,1.5157962684444923,0.2577076269618634,4.062890339075011,0.15268301970149636,2,1,0
478,1660857441.809613466,48.61180639266968,0.1008598804473877,0.05807372846642698,3.376285439820352,0.015593200060527732,0.8377125741896592,0.03818383169162104,0.8681110205828,1.838353729063355,2.8345052813036324,0.1920531646465521,3.133875482359019,0.2602050996290876,3.5341831123799587,0.193926476746701,3.1389470770374133,0.24676838305778767,3.513658153170838,0.07822188874006356,1.147653960286736,0.26020509962908744,3.5341831123799596,0.10660946975877693,2,1,0
479,1660857441.910472631,48.71266555786133,0.10085916519165039,0.05434943572588219,3.9612227445096173,0.021470248996592924,0.8356858078996925,0.05582181082712087,2.594001802786017,1.8380550560173783,3.0551047819275574,0.14009328007672547,2.951348005479752,0.2618326487790844,3.8322649471639765,0.14195133465037277,2.9521933921879344,0.2373048399093957,3.784877791011815,0.13489532487563743,2.3208007352825866,0.2618326487790854,3.8322649471639734,0.1541924613144564,3,1,0
480,1660857442.011277437,48.81347036361694,0.10080480575561523,0.05432000870416006,3.959222679002139,0.007120924749265865,1.1556739311203974,0.05180295756650907,1.7630341468367687,1.8411436374931414,2.6487683557594597,0.18609481615689255,3.0901249541283504,0.24591745313394772,3.349948550043667,0.18801354497626646,3.0942311038263264,0.23408365429232536,3.3400854205733737,0.07490495476352978,1.548879828952149,0.24591745313394783,3.3499485500436657,0.10584984070168622,2,1,1
481,1660857442.112137556,48.91433048248291,0.1008601188659668,0.05229154843102964,3.169942728587629,0.009478748186770192,1.2590454408635656,0.0476512893192449,1.827590545791836,1.8353467795783143,1.6597709306395094,0.2243648791302444,1.7776256648790016,0.22658133257601462,2.931870209400496,0.22624876857811937,1.7826514120647774,0.22648308543855772,2.9007748310038886,0.011786546515250605,1.6338841879536614,0.2265813325760145,2.9318702094004956,0.08014949673142426,1,1,0
482,1660857442.212997437,49.0151903629303,0.1008598804473877,0.0522917186688907,3.1698357240934807,0.022083949896674983,0.7942617726458978,0.039055974071885574,1.6298746854327046,1.8359409119669245,2.2507644401416633,0.22528734763344957,3.3410106713244714,0.22204346743622544,3.5627252780509737,0.22715084339908417,3.3450671917465957,0.22307003207256482,3.553405235663148,0.01504715614977756,1.0297778421263442,0.22204346743622563,3.5627252780509737,0.09112897108576158,1,1,0
483,1660857442.313857317,49.116050243377686,0.1008598804473877,0.05044720142992508,2.97031078808143,0.017141382516277916,0.3337341404916045,0.019266135146190026,0.29467578993916366,1.834806642113378,2.450359484761447,0.23276753451451204,3.3809438164693866,0.23110405278838078,3.756896045829595,0.23459643210739647,3.385288514208208,0.23183485059204578,3.743621245248242,0.01384982888655604,1.1350184043806875,0.23110405278838106,3.756896045829594,0.08738971972967487,1,1,0
484,1660857442.414717197,49.21691012382507,0.1008598804473877,0.05044735226329424,2.970286877361772,0.011332215954234596,0.41825038821762683,0.01732234833264035,0.7209787347101465,1.8327336534634144,2.81365485503679,0.21726638864636363,2.9287375634643995,0.23278384203100763,4.151043291106893,0.21910721516088713,2.9325249026436104,0.23007327249877635,4.125456433145437,0.019376307070161268,1.4660194512743372,0.23278384203100758,4.151043291106892,0.09740192892663349,1,1,0
485,1660857442.515577555,49.31777048110962,0.1008603572845459,0.07141027751595046,1.3419835458518858,0.006539953449405534,0.4328950547001154,0.010811084378134734,1.019067091969643,1.827555327634461,2.9469951896115836,0.21417164655819093,3.825481348846809,0.2265227328879207,4.334736666620092,0.2160028707398433,3.829018526642646,0.2244169506152802,4.325294521283228,0.023922459807704428,0.8691838034749024,0.2265227328879215,4.334736666620092,0.08576481909236733,1,1,0
486,1660857442.616437435,49.41863036155701,0.1008598804473877,0.07141431319980622,1.341649311723494,0.015111842935194098,0.42433584751048514,0.00998495896162963,0.5561715561469962,1.8241479972001338,2.9012621537933616,0.22404762977341186,3.9304360034065557,0.22089702179734388,4.271995873765038,0.22586437498011222,3.93424411113076,0.22177408154776906,4.260718820172321,0.018778396878556956,1.085023366131431,0.22089702179734272,4.271995873765038,0.04675597573813482,1,1,0
487,1660857442.717297554,49.519490480422974,0.1008601188659668,0.06803515984418712,0.6987642585630546,0.013847774389146458,0.7327493657573357,0.013801466776708177,1.5750973416864988,1.8213267960282555,2.4350551532370113,0.2202686271843924,3.4201830898171286,0.22894170956081128,3.76421623996117,0.22205303022221673,3.4213848168724477,0.22739269058540448,3.7594273317679776,0.020077698399621903,0.5677212265351446,0.22894170956081067,3.7642162399611685,0.03727869716754135,1,1,0
488,1660857442.818157434,49.62035036087036,0.1008598804473877,0.0680348954106372,0.6986350362460141,0.009044431272971276,0.783987912692382,0.022182066946171447,0.8132498695106287,1.82788615009244,2.9222003081073566,0.20484281350502637,3.8340932151007636,0.23157191850939368,4.2023650377417425,0.20658140391737187,3.835348498005037,0.22652586857222476,4.198656640027142,0.027225815469907363,0.9636792281924704,0.23157191850939426,4.202365037741742,0.027532115357625515,1,1,0
489,1660857442.919017553,49.72121047973633,0.1008601188659668,0.07774931206117015,0.523739796643839,0.0064763797783928675,0.2369584543383511,0.016813634409407356,0.23688431315279496,1.8221856199249038,2.929059617551835,0.21226482793110893,3.7750922753397846,0.22577672022927162,4.278927884712316,0.21403363277210882,3.7766297096577484,0.22308692361632124,4.2709569476028655,0.020731537965424412,0.7911464239005173,0.22577672022927264,4.278927884712315,0.028160620899150324,1,1,0
490,1660857443.019821644,49.822014570236206,0.10080409049987793,0.07770853166122081,0.5234315863079085,0.01402209810422169,0.2828421565255688,0.02995456927178943,1.0457472605512377,1.8220169124691437,3.020507917402855,0.21479690169788748,2.8303706840332747,0.23202172033025048,4.287051590663384,0.2166458106995514,2.83142773609514,0.22754190523804238,4.2608678358348095,0.052620149998541546,1.6979949551591031,0.23202172033025087,4.287051590663383,0.026802117048646323,2,1,0
491,1660857443.120681524,49.922874450683594,0.1008598804473877,0.06703495876989697,0.20864760547678224,0.01622733650184595,0.6384838171502364,0.01659944988542265,0.7463594102049971,1.8320722880162608,3.6176888584063556,0.2115519043927264,3.454645104054504,0.2243446282230801,4.729973868424879,0.21335338540175655,3.4565545812668907,0.22146724620663236,4.708536926678063,0.029126320524478944,1.553325394500833,0.2243446282230799,4.729973868424877,0.029445255977233978,1,1,0
492,1660857443.221541405,50.02373433113098,0.1008598804473877,0.06703341911532094,0.2087266819063434,0.009538303942872544,0.8290419370364907,0.037372595385565116,1.9043798452811362,1.8310553618837766,2.802533320975017,0.1849316225489087,2.2203682345654876,0.21633092136149218,4.023260121784326,0.18676604866150626,2.2186415358158778,0.20920566448083625,3.9847607240749015,0.05276080041582138,2.6220440153794295,0.21633092136149099,4.023260121784326,0.026879169425869785,2,1,0
493,1660857443.322401285,50.12459421157837,0.1008598804473877,0.08587197718054275,0.8271020159943713,0.012172006014988596,1.0290559918827868,0.01984163342751695,1.454645467157002,1.835417209537681,1.8389512791028628,0.19466966178945808,1.971445015015566,0.20064658030351618,3.161431657148891,0.19652489547254942,1.973984782375528,0.1991573528408119,3.135032922708878,0.02875640723342967,1.2420526201096074,0.2006465803035147,3.1614316571488903,0.032334325367614596,1,1,0
494,1660857443.423261642,50.225454568862915,0.1008603572845459,0.08587645796515424,0.8272474436335382,0.010810114196631674,0.6692861221509745,0.02517543353160867,0.6760281569983858,1.8378870160454823,2.500933464889256,0.20489896752611134,1.5200705083828565,0.19606309318217433,3.7198304846046653,0.20681282397805628,1.5243309446269278,0.19660074149361145,3.6703694025265294,0.05218570580469812,2.3483483203505786,0.19606309318217469,3.7198304846046635,0.02854184626698649,2,1,0
495,1660857443.524121523,50.3263144493103,0.1008598804473877,0.06706898618010886,2.190751581615506,0.02044511589099382,0.8521005793149409,0.04080768492951044,1.723744532943783,1.8325171690015307,1.715899689597412,0.16540685206540154,0.6658194580488781,0.18383901138610154,3.0167156272292344,0.16734257486198661,0.6628610864607387,0.17856481808908087,2.9515501755598184,0.0599757314031129,2.866293989589988,0.18383901138610226,3.016715627229235,0.033617131061330706,2,1,0
496,1660857443.624981642,50.42717456817627,0.1008601188659668,0.06706565723521397,2.1910407161574454,0.014452487148485611,0.35487918812868663,0.06701608167621784,2.537133988144558,1.8386310654120797,1.8514566582161798,0.14574474776267488,2.3845531861068405,0.16950312247447438,3.1296134981035477,0.14761050875368004,2.3786963039970503,0.16010196920590522,3.0314739571342506,0.09637682459362713,4.872586173083845,0.16950312247447424,3.1296134981035477,0.031676023399694775,3,1,0
497,1660857443.725840569,50.52803349494934,0.10085892677307129,0.10115618236501234,2.370557922558173,0.031141285367157382,1.362630200503744,0.013309417267187852,2.2211404729216766,1.8434663091333092,3.040870468706578,0.14289502414845429,2.0737369933555754,0.17771479042920588,3.7838819104429047,0.14481267286820698,2.0693978774755224,0.16923365677492772,3.7233614607731034,0.06540866176100443,4.023438615136627,0.17771479042920627,3.783881910442905,0.038255963732442354,2,1,0
498,1660857443.826700449,50.62889337539673,0.1008598804473877,0.10116456784176293,2.3706973611508833,0.03470921942558586,1.2803304223692442,0.05915181760003099,3.6679508058956816,1.8633311209036603,3.7823625439194775,0.18956664480437513,2.864171525734547,0.2025128356900833,3.941928566359549,0.19153327955935043,2.8695458160301888,0.200218100872376,3.9242410554072324,0.01729824394732468,1.1393814683131076,0.20251283569008272,3.941928566359548,0.05336002544778728,1,1,0
499,1660857443.927560568,50.729753494262695,0.1008601188659668,0.09259783433928664,4.563063414082381,0.016424305482751114,0.7061028879535365,0.014861517026658281,1.0675770704789702,1.8750393301229067,3.9579590088255134,0.19493758897526073,3.653917115996267,0.20052096497243138,3.877186749023507,0.19691990549581134,3.6600327565060056,0.19966455093802027,3.87117445055489,0.009272256343487351,0.4558265201486848,0.20052096497243016,3.8771867490235077,0.07555009349837599,1,1,0
500,1660857444.028364420,50.830557346343994,0.10080385208129883,0.09254585004478035,4.561071353992118,0.011127653253720431,0.6622829251607539,0.01673485040492695,0.48747743916743247,1.8702852279248017,3.482991886903758,0.18938814007017532,3.557609748783099,0.19224314561178452,3.5540281341978153,0.19137276239565174,3.5632423996913065,0.1919736012703265,3.5518346708105692,0.013693427209265682,0.6656760485742146,0.1922431456117846,3.5540281341978144,0.07859158159637512,1,1,0
501,1660857444.129224539,50.93141746520996,0.1008601188659668,0.11098886015292318,5.046677938890751,0.04412701817820139,1.3724928577817124,0.10174293505966854,2.5837831609195443,1.8815577885380035,2.2706596152373644,0.12226747627495323,1.4954886403307663,0.16748250564150213,2.397941994738191,0.12392865056254274,1.498656632814204,0.1579482973991525,2.3749644979665097,0.06559102416615518,1.4511660094087804,0.1674825056415016,2.3979419947381904,0.14705213669679193,2,1,0
502,1660857444.230084419,51.03227734565735,0.1008598804473877,0.1109944363832728,5.04678758738054,0.039532577654766775,0.8947517732431746,0.029592795564683666,0.5011343929038939,1.8905953382634948,1.6728716622814792,0.09043336411445116,1.876088252712889,0.14223154130667887,1.775212036014683,0.09210170444706095,1.8781162277881958,0.13184479619273215,1.769372749085738,0.050715181943964606,0.8425608666473671,0.1422315413066768,1.7752120360146835,0.129464410381005,2,1,0
503,1660857444.330944300,51.133137226104736,0.1008598804473877,0.07990364389391592,2.821108220326387,0.004218377987706664,0.8333351649023483,0.05348081185528216,1.7947948711782873,1.8926361237975855,1.88290442406484,0.08895395945391942,1.2679826190420718,0.1338997853140079,1.4822194578304775,0.08973640806278416,1.2634913719232974,0.12128277156793318,1.4539577042363996,0.08590287763561459,2.0138089931710987,0.1338997853140084,1.482219457830477,0.16075001451854784,2,1,0
504,1660857444.431804180,51.233997106552124,0.1008598804473877,0.07989959651175524,2.820707428181619,0.012204576145255172,0.7889292824625698,0.11099782642440939,1.6579351161259435,1.899926816112644,2.3300234227916503,0.13148545244979132,2.635929714406505,0.1307692232957197,1.959279015886284,0.1304150936792504,2.6295607878013474,0.10544396978711487,1.893678858876853,0.18828742404978108,4.091569189343082,0.13076922329571722,1.959279015886285,0.04427595836949845,4,1,0
505,1660857444.532664537,51.33485746383667,0.1008603572845459,0.07606260271963299,1.552078799077248,0.047559646224842954,0.6645600756877938,0.044911541032196044,2.057362076660139,1.8971683061618965,2.872247692501571,0.10990482885080803,1.0040793442346496,0.09486855191655635,2.4748860835770135,0.10940940541116506,1.0004041931693308,0.09358542056275251,2.428780804818909,0.06217859495971545,2.5902343676215778,0.09486855191655517,2.4748860835770135,0.041641750101871745,2,1,0
506,1660857444.633524418,51.43571734428406,0.1008598804473877,0.07606679459251332,1.5518557489144695,0.044104027357629756,0.9940045594885982,0.07342604665270203,1.7806438665761344,1.8920093087843983,1.93719765832928,0.17410817721793068,2.6081829870276834,0.10811255342562089,1.8754754756043495,0.1731332950601311,2.6022638290449422,0.11809996559481709,1.8273853285953372,0.08457693238243816,3.370990529559935,0.10811255342561887,1.8754754756043495,0.02933515648375359,2,1,0
507,1660857444.734384537,51.536577463150024,0.1008601188659668,0.04268461877496719,0.26742222222056194,0.017933285370911538,0.6436219595270275,0.07193842312527436,1.9515551784679344,1.8885425077166307,1.5168086361821151,0.10562301029536406,1.7293722482808154,0.1270972859005405,1.6542071743406428,0.10471429971209906,1.7276006750440416,0.12087767384098169,1.644145354146672,0.045510242629309236,1.2163649923005657,0.12709728590053948,1.6542071743406424,0.02853319103270108,2,1,0
508,1660857444.835244417,51.63743734359741,0.1008598804473877,0.042678911953122414,0.267196094022415,0.01452582886562696,0.4080574839759493,0.042048463473879735,1.1129646617160391,1.8881705840378822,1.6624270168704385,0.1255744679750629,2.812677185659881,0.13132477659036118,1.9899526616591088,0.12422787982373162,2.811371939667196,0.12655360059283197,1.996624766181634,0.06242420248250072,1.686152772561888,0.13132477659036215,1.9899526616591083,0.027757299163254333,2,1,0
509,1660857444.936104536,51.73829746246338,0.1008601188659668,0.03772824147527634,0.2886678013045866,0.014549922627989709,0.7405278577321516,0.02447412096978092,1.1737269855247745,1.8905439456806195,0.998057408352145,0.1496607573046989,2.674977065158613,0.13846311406813536,1.6575086555840557,0.1482971044083485,2.6711006638179113,0.13817520999399732,1.663531164573478,0.05317907183669889,1.8590107380513297,0.13846311406813497,1.657508655584056,0.02574607990875053,3,1,0
510,1660857445.036909342,51.839102268218994,0.10080480575561523,0.037706581270284,0.2885934199099938,0.017764879539638043,0.368994672360721,0.04586389266550198,0.8586705724273198,1.8905652877098194,1.340272888695097,0.10480321307624678,2.0272003106310463,0.15014045690039707,1.6514913293606122,0.1034990362206609,2.023448112306282,0.13968610195417794,1.6476340364593725,0.060299546172196246,1.522970376074732,0.15014045690039685,1.651491329360612,0.024051370660998828,3,1,0
511,1660857445.137769222,51.93996214866638,0.1008598804473877,0.010205524822364477,0.2436439510897537,0.017310733167876877,0.40479768293289403,0.026668742173663468,0.2654514700425068,1.8861790419940347,1.6809594349246968,0.1311942803239481,1.9136638087613393,0.15276743195327863,1.8626791111025671,0.12985839575929933,1.910432230049543,0.14726794817724595,1.8486085340979774,0.043434106493089576,1.68819908676293,0.15276743195327894,1.8626791111025676,0.0248608403613898,3,1,0
