lidar_header_stamp,run_a_n,run_b_n,run_c_n,run_a_b_cloud_hash_equal,run_a_b_max_abs_initial_raw_final_pose_component_diff,run_a_b_fitness_abs_diff,run_a_b_iterations_equal,run_a_b_convergence_equal,run_a_b_exact_diagnostics,run_c_matches_a_diagnostics,captured_point_xyz_hash_a_b_c_equal,captured_point_count_a_b_c,captured_raw_message_hash_a_b_c_equal
1660857525.518713951,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857525.619574070,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857525.720433950,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857525.821294069,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857525.922153950,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857526.022958040,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857526.123817921,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857526.224678040,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857526.325537920,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857526.426398039,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857526.527257919,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857526.628118038,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857526.728976965,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857526.829837084,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857526.930696964,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857527.031501055,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857527.132360935,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857527.233221054,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857527.334080935,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857527.434941053,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857527.535800934,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857527.636661053,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857527.737520933,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857527.838381052,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857527.939240932,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857528.040045023,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857528.140904903,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857528.241765022,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857528.342624903,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857528.443485022,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857528.544344902,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857528.645205021,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857528.746064901,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857528.846925020,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857528.947784901,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857529.048588037,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857529.149447918,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857529.250308037,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857529.351167917,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857529.452028036,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857529.552887917,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857529.653748035,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857529.754607916,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857529.855468035,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857529.956327915,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857530.057132006,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857530.157991886,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857530.258852005,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857530.359711885,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857530.460572004,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857530.561431885,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857530.662292004,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857530.763151884,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857530.864012003,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857530.964871883,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857531.065676928,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857531.166537046,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857531.267395973,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857531.368256092,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857531.469115973,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857531.569976091,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857531.670835972,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857531.771696091,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857531.872555971,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857531.973416090,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857532.074219942,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857532.175080061,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857532.275939941,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857532.376800060,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857532.477659941,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857532.578520060,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857532.679379940,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857532.780240059,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857532.881099939,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857532.981960058,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857533.082763910,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857533.183624029,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857533.284483910,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857533.385344028,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857533.486202955,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857533.587063074,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857533.687922955,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857533.788783073,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857533.889642954,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857533.990503073,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857534.091306925,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857534.192167044,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857534.293026924,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857534.393887043,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857534.494746923,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857534.595607042,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857534.696466923,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857534.797327042,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857534.898186922,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857534.999047041,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857535.099850893,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857535.200711012,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857535.301570892,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857535.402431011,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857535.503290892,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857535.604151011,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857535.705009937,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857535.805870056,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857535.906729937,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857536.007534027,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857536.108393908,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857536.209254026,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857536.310113907,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857536.410974026,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857536.511833906,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857536.612694025,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857536.713553905,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857536.814414024,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857536.915273905,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857537.016077995,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857537.116938114,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857537.217797995,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857537.318658113,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857537.419517994,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857537.520378113,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857537.621237993,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857537.722098112,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857537.822957993,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857537.923816919,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857538.024627924,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857538.125488043,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857538.226347923,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857538.327208042,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857538.428067923,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857538.528928041,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857538.629787922,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857538.730648041,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857538.831507921,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857538.932368040,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857539.033164978,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857539.134025097,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857539.234884977,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857539.335745096,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857539.436604977,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857539.537465096,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857539.638324976,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857539.739185095,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857539.840044975,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857539.940905094,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857540.041708946,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857540.142568111,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857540.243427992,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857540.344288111,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857540.445147991,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857540.646867990,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857540.747728109,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857540.848587990,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857540.949448109,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857541.050251961,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857541.151112080,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857541.251971960,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857541.352832079,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857541.453691959,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857541.554552078,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857541.655411959,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857541.756272078,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857541.857131958,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857541.957992077,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857542.058773041,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857542.159632921,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857542.260493040,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857542.361351967,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857542.462212086,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857542.563071966,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857542.663932085,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857542.764791965,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857542.865652084,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857542.966511965,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857543.067338943,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857543.168199062,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857543.269058943,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857543.369919062,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857543.470778942,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857543.571639061,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857543.672498941,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857543.773359060,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857543.874218941,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857543.975079060,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857544.075884104,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857544.176743984,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857544.277604103,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857544.378463984,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857544.479324102,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857544.580183983,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857544.681042910,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857544.781903028,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857544.882762909,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857544.983623028,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857545.084427118,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857545.185286999,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857545.286147118,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857545.387006998,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857545.487867117,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857545.588726997,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857545.689587116,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857545.790446997,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857545.891307116,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857545.992166996,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857546.092971087,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857546.193830967,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857546.294691086,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857546.395550966,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857546.496411085,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857546.597270966,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857546.698129892,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857546.798990011,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857546.899849892,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857547.000653982,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857547.101514101,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857547.202373981,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857547.303234100,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857547.404093981,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857547.504954100,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857547.605813980,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857547.706674099,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857547.807533979,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857547.908394098,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857548.009197950,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857548.110058069,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857548.210917950,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857548.311778069,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857548.412637949,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857548.513498068,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857548.614357948,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857548.715218067,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857548.816076994,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857548.916937113,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857549.017740965,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857549.118601084,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857549.219460964,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857549.320321083,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857549.421180964,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857549.522041082,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857549.622900963,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857549.723761082,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857549.824620962,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857549.925481081,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857550.026284933,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857550.127145052,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857550.228004932,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857550.328865051,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857550.429724932,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857550.530585051,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857550.631444931,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857550.732305050,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857550.833163977,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857550.934024096,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857551.034827948,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857551.135688066,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857551.236547947,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857551.337408066,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857551.438267946,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857551.539128065,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857551.639987946,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857551.740848064,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857551.841707945,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857551.942568064,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857552.043371916,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857552.144232035,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857552.245091915,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857552.345952034,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857552.446811914,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857552.547672033,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857552.648531914,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857552.749391079,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857552.850250959,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857552.951111078,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857553.051914930,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857553.152775049,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857553.253634930,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857553.354495049,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857553.455354929,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857553.556215048,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857553.657074928,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857553.757935047,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857553.858794928,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857553.959655046,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857554.060458899,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857554.161319017,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857554.262178898,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857554.363039017,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857554.463898897,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857554.564759016,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857554.665618896,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857554.766479015,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857554.867337942,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857554.968198061,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857555.069001913,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857555.169862032,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857555.270721912,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857555.371582031,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857555.472441912,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857555.573302031,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857555.674161911,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857555.775022030,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857555.875881910,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857555.976742029,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857556.077545881,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857556.178406000,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857556.279266119,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857556.380125999,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
