window,offset_sec_from_first_imu,scan_start_stamp,raw_point_count,raw_message_hash_equal,legacy_point_count,imu_deskew_point_count,point_count_preserved_and_equal,ordered_point_delta_mean_m,ordered_point_delta_median_m,ordered_point_delta_p95_m,ordered_point_delta_max_m,legacy_xyz_sha256,imu_deskew_xyz_sha256,imu_deskew_status,imu_deskew_max_state_gap_sec,imu_deskew_state_samples_in_scan,imu_deskew_max_velocity_mps,imu_deskew_max_acc_world_mps2,imu_deskew_max_gyro_radps,imu_deskew_processing_ms,legacy_adapter_success,legacy_imu_coverage,legacy_velocity_seed_mps,legacy_full_delta_p95_m,imu_ndt_converged,imu_ndt_iterations,imu_pcl_registration_score,legacy_ndt_converged,legacy_ndt_iterations,legacy_pcl_registration_score,imu_initial_to_raw_ndt_translation_m,legacy_initial_to_raw_ndt_translation_m
high_dynamic,140.062616110,1660857532.578520060,22013,YES,22013,22013,YES,0.117916206,0.133471307,0.212789721,0.483097618,ac5e513c4a97d49cec7cd8566fcd896fa6c602092336e46b803fedcff1d2890f,e058758d79efb07122254b3326835563369583a79910d5c41cb4fd8c9423c3bf,PUBLISHED,0.0050082206726074219,20,2.1533131965453935,14.701517981679046,1.6425159515997134,9.9377340000000007,1,complete,4.202820170,3.127926962,1,1,10.949974822401066,1,2,11.21344668258071,0.021146493672823743,0.094067045359721019
high_dynamic,140.163475990,1660857532.679379940,21883,YES,21883,21883,YES,0.0903845727,0.0971408667,0.159766876,0.179872475,8e022373e06d4463faab4df3b8f34a27a00fda6dd8ff0ab56183562653c4e508,2c57379f2b92131995a4537d1e2c3db0ae50092cc8f45057abcd08ce31dbb179,PUBLISHED,0.0050079822540283203,20,2.6725869904981328,12.934161976700654,1.4414583571331825,10.107868,1,complete,4.159561454,2.594814754,1,2,12.327957121568948,1,3,12.040955789613363,0.063920278302721859,0.12718461305564788
high_dynamic,140.264336109,1660857532.780240059,21795,YES,21795,21795,YES,0.0765631069,0.0766456718,0.150836569,0.564073183,ced08fa72d4f7203089bc3a3a452a44dcc85ca942d47451cfe9a358e2ae77cb7,9647907298ce531f013705fbc154dacf7029e682da55c645b63b9be280424648,PUBLISHED,0.0050082206726074219,20,3.3612131074097604,16.111493957122288,2.0356793989339201,7.4608610000000004,1,complete,4.221275998,3.102618512,1,5,14.054827131153059,1,2,14.153033892388173,0.16479756929377443,0.093999205048099124
high_dynamic,140.365195990,1660857532.881099939,20830,YES,20830,20830,YES,0.155722886,0.175816178,0.252233236,0.661502393,6be265723a6fc7039e553d14e86eb51c7ee5dee2c09b3c04587ddd7fff9bedb1,6ce023f2e1a3146aa46cb146153c8ffe8cbcda331d327450fd9de88b1689e5c6,PUBLISHED,0.0050079822540283203,20,2.8316062765708234,36.98779886258275,2.3332622093538782,12.353006000000001,1,complete,4.634778465,2.518041926,1,1,15.865775638532442,1,2,15.61344876194722,0.023600949342362575,0.065551369123583544
high_dynamic,140.466056108,1660857532.981960058,20639,YES,20639,20639,YES,0.188575906,0.208438125,0.294412229,0.708133668,cb84f8f0b543236588ff7bec3df4cb09a1c1c85d40c8af8aecee2d96724a19d0,2d6d21707e44a65b65151d5301578d50114c3443d868b3d20c489de6864b8015,PUBLISHED,0.0050079822540283203,20,2.3366544606187345,67.658415561548125,2.3017601636827734,11.971041,1,complete,4.479030072,1.506175460,1,2,16.923099811394557,1,2,17.161406165906833,0.077070908893673282,0.072248589210666167
high_dynamic,140.566859961,1660857533.082763910,20900,YES,20900,20900,YES,0.186659672,0.179579214,0.342576949,0.519470451,bf07a2c665c22d31114223b19c8a013529fa40ac0b009fdfb72f3080fc97d84f,d2002c0bb2d7d32f31acc8d918f4a8d516fa86d2482e8316702cfc5b7e393d90,PUBLISHED,0.0050082206726074219,21,1.8955096045098065,10.644947085015795,1.448089558000675,9.3210289999999993,1,complete,4.685102335,2.375766365,1,4,16.126087905373488,1,3,16.882172973082923,0.20303568567650115,0.17032344744582592
high_dynamic,140.667720079,1660857533.183624029,20735,YES,20735,20735,YES,0.171075936,0.176349,0.299343621,0.324948912,dcb3671c6a34e61bdb07363b1358eb80b4ffa549aa9b39d3eee85accfeb12665,fb438d0de914819e802bff92faf1895f23f1b251f39955824474cafc28babf9f,PUBLISHED,0.0050079822540283203,20,2.7231569878182995,6.4930414786807242,1.5416973297649281,7.8852200000000003,1,complete,4.944033795,3.806344409,1,6,14.941612050827191,1,3,15.691276742863826,0.26661091671969001,0.15363182272196094
high_dynamic,140.768579960,1660857533.284483910,20706,YES,20706,20706,YES,0.105375576,0.11007332,0.180361162,0.217488692,c3cfa1c4387211da71a3d6b383a1f6b1a8aa531478303ed956b8da5e25f3a9a2,b8c173edd9a8bf0bba8a87fd014aba583caba1f7d16f058fb04fbe0282550765,PUBLISHED,0.0050079822540283203,20,4.0651371675059389,19.734721722452154,1.5816569785542967,8.8716670000000004,1,complete,4.917008944,2.706504823,1,2,14.900239122556689,1,3,15.740655471268827,0.077749671861543704,0.14342087796559941
high_dynamic,140.869440079,1660857533.385344028,20486,YES,20486,20486,YES,0.0856470535,0.0838836532,0.165706249,0.605377262,fd2f65b6852cd609761d2a863ef6794bceb765841c9eb21b61a3ea3035961652,78f5eec3cce98256d0457bb65a7437a1a77e2a0faf3dcda97fe98c29032d94b2,PUBLISHED,0.0050082206726074219,20,4.6032211551574909,19.859454049173358,1.4771685730034172,11.512040000000001,1,complete,4.915260281,2.519399200,1,1,15.126552855110994,1,3,16.003976880983434,0.024198489961049615,0.13682997112192083
high_dynamic,140.970299006,1660857533.486202955,20608,YES,20608,20608,YES,0.059118048,0.0560085987,0.108599586,0.146736723,020b724a89641a1837c79cef8048ee057e1a1f4b4a8fc944ea0896c743e54715,8c57febe47fdecf826cbcfad24f10467de41c10310f19e5081f665dc42d32ffc,PUBLISHED,0.0050079822540283203,20,4.7412523912250846,8.9406005686674206,1.3666554960207917,11.372426000000001,1,complete,4.246294451,3.905718787,1,2,15.357280736302314,1,2,16.55864860660725,0.053847812596288347,0.077132588537339508
