selection_index,split,segment_id,scan_index,stamp,stage,candidate_id,converged,fitness,nn_median,nn_p90,nn_p95,lt0p5,lt1,lt2,delta_tx,delta_ty,delta_tz,delta_tnorm,delta_roll,delta_pitch,delta_yaw,delta_angle,d00,d01,d02,d10,d11,d12,d20,d21,d22
20,VALIDATION,5,1397,1517157359.98,A_DIRECT,-1,0,1.79769313486e+308,19.7000875473,20.4882341385,20.7145327568,0,0,0,4.53875055939e-06,-5.64501277722e-06,5.58769873926e-07,7.26489157988e-06,179.999999779,-179.999999862,179.999999124,0,1.00000001119,-1.81071731845e-08,-2.4096141818e-09,-1.52880394845e-08,0.999999980201,3.85368016664e-09,2.65245679587e-09,1.22855785267e-09,1.00000002784
21,VALIDATION,5,1536,1517157374,A_DIRECT,-1,0,1.79769313486e+308,19.0509281158,20.0956789017,20.234045887,0,0,0,-3.56514732403e-07,-6.41294235493e-08,8.89514501168e-07,9.60443327413e-07,179.999999782,179.999999742,-179.9999989,0,1.00000000333,-3.31256323066e-09,4.50987215628e-09,1.92003577898e-08,0.999999984304,3.80376184717e-09,-4.05097222433e-09,4.98309957186e-09,1.0000000156
22,VALIDATION,6,1840,1517157404.66,A_DIRECT,-1,0,1.79769313486e+308,14.1483430862,15.0466785431,15.1170122147,0,0,0,5.38007787654e-07,-1.28541523736e-06,-2.34219871609e-07,1.41301226473e-06,179.999999842,179.999999956,179.999999706,0,1.0000000214,-2.49835111041e-09,7.7365681049e-10,-5.13011516644e-09,1.00000000027,2.76511179231e-09,1.00970761266e-09,-3.42758280092e-10,1.00000001501
23,VALIDATION,6,1943,1517157415.05,A_DIRECT,-1,1,0.991278478922,0.761809647083,1.67416763306,1.89547860622,0.336977743069,0.645450995705,0.969152674736,96.4340690086,-113.224503739,1.04247325901,148.729299948,5.8011129922,-6.99162495205,157.330507555,157.048975879,-0.915882778593,-0.382548429488,-0.121724343528,0.394794197808,-0.913277013127,-0.100324222253,-0.0727884170014,-0.139940924558,0.987482771089
24,VALIDATION,7,1953,1517157416.06,A_DIRECT,-1,1,0.0256568011487,0.0865226648748,0.140808571875,0.183098279685,0.990632318501,0.992974238876,0.999219359875,0.784056596178,-0.854476746126,14.745412767,14.7909456399,3.89821035488,2.68058517134,-0.243078000552,4.73090340165,0.998897688084,0.00423686386158,0.0467680133388,-0.00105324053081,0.997692152979,-0.0679098430099,-0.0469477271392,0.0677857929167,0.996596252931
25,VALIDATION,7,2101,1517157430.98,A_DIRECT,-1,1,0.0124148407403,0.0857430361211,0.13028151989,0.160789306462,0.996696944674,1,1,2.0436860008,-0.933506806552,12.9339740424,13.1276719931,2.28621340322,4.61183843001,0.383965752619,5.16736105687,0.996741188202,-0.00667953835554,0.0804049801041,0.0099034825887,0.999160521338,-0.0397622523013,-0.0800719764868,0.0404288186076,0.995970023484
26,VALIDATION,8,2238,1517157444.8,A_DIRECT,-1,1,0.00967844526176,0.0836885161698,0.118651025742,0.128578516096,0.999180999181,0.999180999181,1,1.15037746297,-0.828408810876,9.7561274665,9.85858268758,1.52594178754,4.79381308187,0.105882495899,5.03194616764,0.996501232669,-0.00184166957224,0.0835703271276,0.00407278095618,0.99964094164,-0.0265364394625,-0.0834913128431,0.0267840243617,0.996149722059
27,VALIDATION,8,2496,1517157470.82,A_DIRECT,-1,1,0.015502436388,0.0820404551923,0.119459372014,0.128669843078,0.995012468828,0.996674979219,0.999584372402,0.422287707123,-0.407066307517,3.27274082394,3.32488531937,2.07537487105,4.74975128228,-0.0390408531247,5.18140672886,0.996566619887,0.000679201816674,0.0828039636845,0.00231773288626,0.999347485029,-0.0360898849575,-0.0827742898989,0.0361578470172,0.995913410485
28,VALIDATION,9,2680,1517157489.38,A_DIRECT,-1,1,0.145679832318,0.161016918719,0.542351967096,1.07339491248,0.89157014157,0.942728442728,0.975546975547,0.300529751717,-0.490893398172,-0.152589090186,0.595464432591,0.0601262161226,5.04936722163,-0.356128433371,5.06114573847,0.99610032657,0.00619137372579,0.0880140817084,-0.00612321481146,0.999981445486,-0.00104532963645,-0.0880187076287,0.000502393133495,0.996120465341
29,VALIDATION,9,2599,1517157481.21,A_DIRECT,-1,1,0.0215141645928,0.0866386666894,0.132317218184,0.15743471384,0.988926336062,0.995185363505,1,0.22788392301,-0.317662513621,0.945095684876,1.02276410208,1.64235004592,4.94075625618,-1.15398656117,5.31488298175,0.996084733133,0.0200647061013,0.0861258500948,-0.0176633676246,0.999438265184,-0.0285540917893,-0.0866500789628,0.026920879959,0.995878343048
