frame_index,transaction_id,stamp_ns,eval_time_s,corrected_translation_error_m,corrected_error_bin,delta_position_norm_m,delta_position_x,delta_position_y,delta_position_z,delta_rotation_norm_deg,delta_rotation_x_rad,delta_rotation_y_rad,delta_rotation_z_rad,delta_velocity_norm_mps,delta_velocity_x,delta_velocity_y,delta_velocity_z,delta_gyro_bias_norm,delta_gyro_bias_x,delta_gyro_bias_y,delta_gyro_bias_z,delta_accel_bias_norm,delta_accel_bias_x,delta_accel_bias_y,delta_accel_bias_z,delta_gravity_norm_mps2,delta_gravity_x,delta_gravity_y,delta_gravity_z,gravity_direction_delta_deg
11,11,1660857394710630253,1.512823105,0.189253061783,<0.5m,0.00182703439465,0.000451430300765,-0.00108655394481,0.00139773598644,0.0253589129297,-4.99507249037e-05,0.000439123697652,2.38114991798e-05,0.00335606773278,0.00232113040088,-0.00138496414965,0.00198932616564,2.60835751702e-05,6.37834751785e-06,-2.52523388298e-05,-1.41030501163e-06,1.34523157178e-05,3.29873823458e-06,8.43968416448e-06,-9.94257790694e-06,8.70936705448e-06,-3.3283769784e-06,-8.04829057488e-06,4.0538239432e-11,5.0876600102689518e-05
12,12,1660857394811489418,1.613682508,0.225073144452,<0.5m,0.00244070137415,-0.00150635081275,-0.000948619892632,0.00166974570699,0.0296577883742,-0.000426431540148,0.000292697204221,2.05236947836e-05,0.00243411403538,-0.000891088176752,0.000438117646068,0.00222236943974,4.46995754698e-05,3.50517872322e-05,-2.76833363898e-05,-1.74846942623e-06,2.95733733582e-05,1.88442419507e-05,1.71358293069e-05,-1.5028050807e-05,2.46376634434e-05,-1.8315006971e-05,-1.64795321408e-05,1.42790668178e-10,0.00014391088639098003
13,13,1660857394912349299,1.714542150,0.265956647396,<0.5m,0.00506084301249,-0.00474933218048,-0.00151310686223,0.000875490411128,0.0131616805086,-0.000228280066435,-5.5586168158e-06,2.50227507109e-05,0.0063487823457,-0.00617353042094,-0.0009769600675,0.00111360156306,3.66331106762e-05,2.7627659639e-05,-2.39237211554e-05,-2.52047352051e-06,5.5632528533e-05,4.99825746823e-05,2.21744078164e-05,-1.02477361939e-05,5.27532606564e-05,-4.81198764094e-05,-2.16190657525e-05,4.58600268871e-10,0.00030814014462377995
14,14,1660857395013154343,1.815347433,0.307920553486,<0.5m,0.00637476508268,-0.00593323932103,-0.00232690813886,-0.000140710809958,0.0193885504317,-0.000294582179636,-0.000166371188844,7.24532782437e-06,0.00824457140767,-0.00809323777811,-0.00156480980379,-0.000154370466875,4.96682451434e-05,4.51971389583e-05,-2.05109796847e-05,-1.85820289195e-06,8.01025636662e-05,6.94016852899e-05,3.99846354201e-05,1.02747999971e-06,7.70488374277e-05,-6.64306060309e-05,-3.90320116041e-05,1.21100285355e-09,0.00045005453123396651
15,15,1660857395114014462,1.916207552,0.333294192241,<0.5m,0.00688350952151,-0.00627666431254,-0.00281159608145,0.000284808558771,0.0170136742198,-0.000181223205326,-0.000234660577099,1.63914146278e-05,0.00896757886477,-0.00859699499928,-0.0025255933793,0.000361283490778,4.81031365065e-05,4.35482886418e-05,-2.01946873678e-05,-3.10369139146e-06,9.70732572399e-05,8.28725969608e-05,5.02872363949e-05,-5.15206753666e-06,9.33183129775e-05,-7.94293676522e-05,-4.89824773376e-05,2.2828832158e-09,0.00054508482898344031
16,16,1660857395214874342,2.017067432,0.359398356778,<0.5m,0.00797212783936,-0.00760093881925,-0.00237873175079,-0.00034955201453,0.021364171483,5.04697184967e-05,-0.000369295700038,-1.04574976437e-05,0.0110491022587,-0.0106201663791,-0.00303018424,-0.000335723510483,2.26979381828e-05,1.41404806316e-05,-1.77526577882e-05,-2.93848110433e-07,0.00011573395129,0.000109529720362,3.6981334993e-05,5.47436760792e-06,0.00011114039271,-0.000104968103967,-3.65223770763e-05,3.73604791548e-09,0.00064918637307196313
17,17,1660857395315734461,2.117927551,0.361315189227,<0.5m,0.0338884767636,-0.0335250915242,-0.00494724137552,-0.00014798116489,0.133787957753,4.96662223042e-05,-0.00233437990626,-2.4843775842e-05,0.0501280985059,-0.0497660029112,-0.00601108541416,0.000195105622626,4.67673422698e-05,4.17401758446e-05,2.10377619508e-05,-1.53446914051e-06,0.000491446518821,0.000483446979812,8.83062174381e-05,8.42931875108e-07,0.000472767471152,-0.000464341408532,-8.88602118603e-05,2.91534671959e-08,0.0027615024503924411
18,18,1660857395416594341,2.218787432,0.359677110238,<0.5m,0.0352357503478,-0.0346753359494,-0.00625352498392,-0.000269452496557,0.137102810528,0.000227631355436,-0.00238047152746,-8.65329026746e-05,0.0517077329419,-0.0510321309336,-0.00833088124878,8.76126996214e-05,3.593430322e-05,2.99149443965e-05,1.91036385126e-05,5.60546565791e-06,0.000555524537921,0.000544498854952,0.00010999862887,5.36757256297e-06,0.00053432053139,-0.000522813231583,-0.000110293932218,6.05166619039e-08,0.0031210428716189976
19,19,1660857395517454460,2.319647312,0.352172433508,<0.5m,0.0421409856729,-0.0416096811906,-0.00665731927866,0.000420956907978,0.166264272954,0.00022981461773,-0.00289239730985,-4.48179634969e-05,0.0618548934934,-0.0612219799852,-0.00877948252564,0.000904268960229,5.46758587336e-05,3.67905316019e-05,4.0446085562e-05,-1.43092346037e-07,0.000701858207676,0.00069009035512,0.000127502665241,-1.11047651558e-05,0.000675297076403,-0.00066303131804,-0.000128123373285,1.17959004342e-07,0.0039445074263807422
20,20,1660857395618314341,2.420507193,0.349347825647,<0.5m,0.0336425515475,-0.0329234636592,-0.00683908965401,-0.00104578583406,0.123819106863,0.000370851526526,-0.00212803413558,-6.38880565478e-05,0.0485266028198,-0.0475552578827,-0.00962987324897,-0.000770824330652,1.49440218833e-05,9.72798723491e-06,1.0743275051e-05,3.64308874209e-06,0.000605524407066,0.000591851993874,0.000123701728392,3.26941476761e-05,0.000581170959702,-0.000567735087809,-0.000124243853661,1.38921333104e-07,0.0033947032226359802
21,21,1660857395719174460,2.521367311,0.366223419455,<0.5m,0.0143702236668,-0.0133523812184,-0.00481854144864,-0.00223582251938,0.0312835056071,9.81096407691e-05,-0.000537110812081,1.63229606341e-06,0.0188009556011,-0.0176910851026,-0.005946559239,-0.00226712871826,8.36933821794e-05,4.70478483034e-05,-6.90740850366e-05,-4.45566684202e-06,0.000326749986039,0.000296561903221,0.000115790853552,7.35463742657e-05,0.000305342986856,-0.000282952976652,-0.000114769095175,8.61307078992e-08,0.0017835521515257879
22,22,1660857395820034340,2.622227430,0.383744841882,<0.5m,0.01440096081,-0.0127074085743,-0.00512747396773,-0.00442927198161,0.0343813341343,0.000173801314034,-0.000574316163113,5.91868452514e-06,0.0189278933793,-0.0171182272228,-0.00665684774506,-0.00457360061939,5.5038537966e-05,3.20258862742e-05,-4.44777753499e-05,-5.0309809888e-06,0.000345673522187,0.00028376424111,0.0001166650138,0.000159239800185,0.000293126804584,-0.000268921441093,-0.000116638645999,9.13540443293e-08,0.0017121957392656894
23,23,1660857395920894459,2.723087549,0.412370536614,<0.5m,0.0138519621614,-0.0121783193596,-0.00495626553481,-0.00435899360459,0.0292896553404,0.00026271180016,-0.000437101886484,-3.536713188e-05,0.0178677459452,-0.0158597860919,-0.00687654949591,-0.00452068549114,6.82029341294e-05,1.70507394202e-06,-6.81345315037e-05,2.53348840146e-06,0.000355079612597,0.000297304407386,9.84051623677e-05,0.000167356041571,0.000298822040328,-0.000281838589541,-9.93056426581e-05,1.02797541146e-07,0.0017454624931680888
24,24,1660857396021698311,2.823891401,0.406318747617,<0.5m,0.0475162232248,-0.0465531860622,-0.00951796448856,-2.62488275805e-05,0.174441336794,0.000204411581042,-0.00303761664344,-2.32829555059e-05,0.0679165925703,-0.066868143848,-0.0118826052528,0.000344350235476,0.000193642896112,8.39009036692e-05,0.000174466207601,-4.44432038451e-06,0.000908648271191,0.000874960132673,0.000244850154364,1.1612445057e-05,0.000873906483574,-0.000839475249591,-0.00024288623369,3.53328049485e-07,0.0051046133888646358
25,25,1660857396122558430,2.924751520,0.389038551352,<0.5m,0.0461930885002,-0.0453310445678,-0.00880023907791,0.00120565988235,0.159054272051,0.000165835305568,-0.00277094961445,-2.50602463836e-05,0.0650112363786,-0.0640761579543,-0.0108711201759,0.00158920842335,0.00018106454718,7.97984079077e-05,0.00016249775268,-3.32636664778e-06,0.000909760807137,0.000878282227777,0.000233550167716,-4.17057997591e-05,0.00087502713667,-0.000843887663645,-0.000231356682765,4.31736374651e-07,0.0051111593436911785
26,26,1660857396223418311,3.025611401,0.372028339282,<0.5m,0.040518076485,-0.0398914511397,-0.00708903115953,-0.000363710372113,0.128940549707,0.00034053665232,-0.00222399910576,-4.82705893873e-05,0.0560719935988,-0.0552331832294,-0.00966123207095,-0.000156624906414,0.000120163341516,-8.81089435368e-06,0.000119770744609,4.07007626964e-06,0.000821946599094,0.000808963455163,0.000143657910555,2.31677514595e-05,0.000789964623628,-0.000776509017182,-0.000145181424128,4.54870338729e-07,0.0046142969805787783
27,27,1660857396324278429,3.126471519,0.341193564714,<0.5m,0.0407674096968,-0.0401305634276,-0.00717732140043,7.50325255753e-05,0.124469908019,0.000266324002029,-0.00215569358545,-3.7691638255e-05,0.0558022858853,-0.0550043692607,-0.00939895565087,0.000272222213081,0.00013880698585,1.00841955695e-05,0.000138422826414,2.19304539912e-06,0.000835361447785,0.000819606011431,0.000161445957692,3.15233510832e-06,0.000803568564604,-0.000787043484278,-0.000162125606853,5.28656871168e-07,0.0046937595955471641
28,28,1660857396425138310,3.227331400,0.321096483712,<0.5m,0.0259391567364,-0.024479234258,-0.00673661299288,-0.00531271942854,0.0619613972113,2.42429061263e-05,-0.00108109289902,1.19211841195e-05,0.0337958619838,-0.0324104825627,-0.00777354622883,-0.00559400449714,8.83212603143e-05,8.12326884713e-05,3.37316578991e-05,-8.00441144605e-06,0.000642810959053,0.00055403460772,0.000202373916653,0.000255531564362,0.000562922694571,-0.000525183203174,-0.000202643521332,4.07956889603e-07,0.0032881123197422745
29,29,1660857396525998429,3.328191280,0.312998635222,<0.5m,0.0207872175168,-0.0199199219204,-0.00456210706954,-0.00380687560406,0.0400962434282,0.00020122054606,-0.00067023645746,5.42864478972e-06,0.0263949844649,-0.0253773247544,-0.00603856773243,-0.00402769077209,2.77186226023e-05,-1.31513295363e-05,-2.407939429e-05,-3.94301166937e-06,0.000534724227797,0.000493410967151,9.27776869474e-05,0.000184032383274,0.000478917852056,-0.000469246216096,-9.57609431593e-05,3.73447658575e-07,0.0027974280147541994
30,30,1660857396626858309,3.429051161,0.298532511101,<0.5m,0.0250394021469,-0.0240128933221,-0.00609815143138,-0.00362838301407,0.054539151257,6.77046115073e-06,-0.000951802197444,1.08188135109e-05,0.0321056278846,-0.0311116687499,-0.00693148721732,-0.00384576317667,8.1729380835e-05,6.80263626946e-05,4.47833290212e-05,-6.82342377413e-06,0.000611216493415,0.000553712063938,0.00018632063972,0.000179647352572,0.000558361935887,-0.000526405596162,-0.00018618534836,4.6457848768e-07,0.0032614724331153882
31,31,1660857396727715165,3.529908180,0.284659894787,<0.5m,0.0158637584617,-0.0138073606424,-0.00671615743699,-0.00398859046583,0.0262832864726,4.50708239288e-05,-0.000453116503284,-5.55622595438e-05,0.0195513310476,-0.0174299759221,-0.00776241079391,-0.00426561411234,5.71761421442e-05,5.62221284044e-05,6.63213973993e-06,8.01237983661e-06,0.000442641052029,0.000341825632589,0.000197877200037,0.000199827304321,0.000376618118888,-0.000321718551536,-0.000195801631328,3.1975182857e-07,0.0021998806334601762
32,32,1660857396828577355,3.630770206,0.268309192541,<0.5m,0.0159747740909,-0.0147846333389,-0.00583118018964,-0.0016141133429,0.0327828483795,8.66639686683e-05,-0.000563759858103,-4.51789140751e-05,0.0202350353095,-0.0189359843402,-0.00692347607412,-0.00171773982143,5.50880940918e-05,2.68487430812e-05,4.75888150289e-05,7.01054846438e-06,0.00038277419316,0.000338273089623,0.000159737952771,8.10628535828e-05,0.0003582620905,-0.000321768139529,-0.000157533757971,3.23995346108e-07,0.0020926603393051297
33,33,1660857396929437473,3.731630564,0.260247606675,<0.5m,0.0121766679793,-0.0103088726044,-0.00466334076541,-0.00450018239755,0.0135139511285,0.000109978875825,-0.000203784643022,-4.48084101302e-05,0.014439557617,-0.0123623595041,-0.00568396641828,-0.00483377879343,2.45295854025e-05,3.0870417698e-06,-2.29910791909e-05,7.97377017271e-06,0.000383033541797,0.000287369843593,0.000115254475613,0.000225498720587,0.000292723603217,-0.000268686272817,-0.000116166769549,2.76283360634e-07,0.0017098406959949299
34,34,1660857397030242279,3.832435369,0.250350635027,<0.5m,0.0123512645086,-0.0109565848009,-0.0050786744559,-0.00259114843929,0.0132838338864,0.000190377795761,-0.000129565641996,-2.68682550207e-05,0.0145496164976,-0.0127344691103,-0.00646389791675,-0.00278256364299,5.21864804415e-05,-2.47335218179e-05,-4.5742015124e-05,4.39882845233e-06,0.00036261793948,0.000321796366312,0.000108506002466,0.00012714289634,0.00032344414421,-0.000304635933069,-0.000108687451591,3.17133347139e-07,0.0018892835997293476
35,35,1660857397131102398,3.933295488,0.242491181199,<0.5m,0.00554412162018,-0.00376452027771,-0.00399345004338,-0.000786147803564,0.0116734667275,0.000197848488476,4.57711690227e-05,-1.64662780785e-05,0.0066572234908,-0.00398042418808,-0.00526923192292,-0.000842640392945,5.81264163437e-05,-3.83020439874e-05,-4.36226131786e-05,2.94980047188e-06,0.000157599524307,0.000133687879236,7.42577313476e-05,3.80913420896e-05,0.000146275262126,-0.000126737467277,-7.30345546074e-05,1.43288412247e-07,0.00085441458968389509
36,36,1660857397231962279,4.034155369,0.232873049348,<0.5m,0.00645944533911,-0.00504984275398,-0.00393717581424,0.000849805187559,0.00966460339145,0.000141196435679,-7.56525320123e-05,-5.28480522211e-05,0.00777837963012,-0.00591231695778,-0.00497068013684,0.000916535235678,2.61721808936e-05,-2.21959053233e-05,-8.13908091183e-06,1.12285440514e-05,0.00017007096381,0.000139394268717,8.64702435979e-05,-4.49028679747e-05,0.000158803769429,-0.000134904577854,-8.37816655663e-05,1.5675994014e-07,0.00092759510748540298
37,37,1660857397332822397,4.135015249,0.227159906775,<0.5m,0.0062723418765,-0.00483686449643,-0.00393837955695,-0.000660439947561,0.0208684952285,0.000354937321939,-3.22449496584e-05,-7.50922611797e-05,0.00805789858955,-0.00547645506548,-0.00586882025697,-0.000703646492683,9.88781216528e-05,-9.57159880952e-05,-1.76656247874e-05,1.74143120858e-05,0.000152458863634,0.00014656886276,2.88027539809e-05,3.05233506194e-05,0.000142690876232,-0.000139648578856,-2.9307660066e-05,1.4712195906e-07,0.00083347812920259938
38,38,1660857397433682278,4.235875130,0.222640536247,<0.5m,0.00495194258258,-0.00298741257154,-0.00389464199969,0.000654877975505,0.0206428097317,0.000344255364557,8.70464840585e-05,-6.09625493266e-05,0.00650040572301,-0.00292141656091,-0.00576341090039,0.000709714473992,0.000104058255962,-9.31508250831e-05,-4.41427377549e-05,1.42289537077e-05,0.00012592742336,0.000116888408483,3.05045529978e-05,-3.55568300466e-05,0.000117328031096,-0.000113460618355,-2.98754053968e-05,1.22945639447e-07,0.00068533033335987838
39,39,1660857397534542397,4.336735249,0.215849680213,<0.5m,0.00575825155857,-0.00280103257163,-0.00477684966226,-0.0015790455499,0.0182958888346,0.000298010183786,0.000109888039841,-3.28944759361e-05,0.00723453570864,-0.00261457282708,-0.00653000519356,-0.00169161107336,8.92669739246e-05,-7.48062232847e-05,-4.81267531617e-05,7.51247107489e-06,0.000159728569445,0.000122223733367,6.87622653036e-05,7.64612697328e-05,0.000132894507988,-0.000114117295281,-6.81041435882e-05,1.3710377722e-07,0.00077625586338117591
40,40,1660857397635402278,4.437595367,0.208931161389,<0.5m,0.00444488218115,-0.00299386884608,-0.00296677279167,-0.00141137739085,0.0108343099927,0.00016394289199,8.53416034272e-05,-3.99527724439e-05,0.00515962734856,-0.00293245981032,-0.0039663511169,-0.00151343736387,5.69024685312e-05,-4.06245274775e-05,-3.87959716194e-05,9.07806577807e-06,0.000146093076068,0.000121096753106,4.70345746621e-05,6.68319687603e-05,0.000122857460265,-0.000113485799764,-4.70628464827e-05,1.31436800999e-07,0.0007176286194630118
41,41,1660857397736262396,4.538455486,0.20103516326,<0.5m,0.00586597989536,-0.00466230758631,-0.00355607114101,0.0001642137129,0.0170148205485,0.000291328811036,-3.89176808201e-05,-4.24374305711e-05,0.00738999019521,-0.00528994036534,-0.00515710551572,0.00018096606353,7.95862804184e-05,-7.88524102855e-05,-3.78725560346e-06,1.00960446711e-05,0.000140611651082,0.000136712367772,3.06525260744e-05,-1.19074583067e-05,0.000135162908686,-0.000131684297206,-3.0466970297e-05,1.46542738833e-07,0.00078950568471584785
42,42,1660857397837122277,4.639315367,0.194289195245,<0.5m,0.00533039897399,-0.00310704647148,-0.00415424779221,-0.0012254145123,0.0135151744667,0.000231771522997,3.33689767038e-05,-2.84582572674e-05,0.00658088968173,-0.00327162563062,-0.00555740993113,-0.00131139986029,6.22966549447e-05,-5.88740347933e-05,-1.9250319414e-05,6.64427926262e-06,0.00014051955354,0.000110723966234,6.48958121781e-05,5.7223087913e-05,0.000121817745071,-0.00010363760564,-6.40218153756e-05,1.29874390353e-07,0.00071155464637841421
43,43,1660857397937982395,4.740175486,0.183734524202,<0.5m,0.00393640206837,-0.00187422877274,-0.00326938345694,-0.0011373915609,0.0145095615998,0.000178508553607,0.000171796170881,-5.24507253054e-05,0.00471543253412,-0.00133046575564,-0.00435675491038,-0.0012181344375,7.32888453019e-05,-4.56391260526e-05,-5.60814785495e-05,1.19663186713e-05,0.000132266585334,0.000110355607295,5.12449026273e-05,5.18656870118e-05,0.000115352182258,-0.000103556409866,-5.08151536545e-05,1.26832057745e-07,0.00067378807897242369
44,44,1660857398038786486,4.840979576,0.171077455901,<0.5m,0.00584826714128,-0.00372114654486,-0.00446731750927,-0.000631166553899,0.0150925392072,0.000262055339515,6.18026126007e-06,-2.60000592948e-05,0.00729732318402,-0.00405898580419,-0.00602686583562,-0.000672642618894,6.87062339563e-05,-6.77463133146e-05,-9.61398773561e-06,6.2092557162e-06,0.000140358975335,0.000121473372545,6.49422820934e-05,2.69696443457e-05,0.000131635260684,-0.000115153918905,-6.37761378087e-05,1.45128783657e-07,0.00076890031708921566
45,45,1660857398139646366,4.941839457,0.16681709458,<0.5m,0.00416275627065,-0.00184498968431,-0.00371790396917,-0.000318971643941,0.0163315287784,0.000234886552003,0.000158492639995,-3.09126712037e-05,0.00526949404364,-0.00135141105852,-0.00508196068314,-0.0003390151057,7.86454327532e-05,-6.12354717935e-05,-4.88206246551e-05,7.20192303921e-06,0.000116643372047,0.000105257675748,4.88168227281e-05,1.19756318153e-05,0.000111184046176,-0.000100309573721,-4.79569167869e-05,1.25204799417e-07,0.00064944232908437408
46,46,1660857398240506485,5.042699337,0.163562454971,<0.5m,0.00356960589711,-0.000562890753198,-0.00348644499105,0.000519559029358,0.0153465438886,0.000127216850264,0.00023499936873,-1.82639161218e-05,0.00441842474363,0.000377806888176,-0.00436685725321,0.000557042996931,7.39550958168e-05,-3.09529920681e-05,-6.7041282677e-05,4.09083076277e-06,0.000115842335522,8.58431098007e-05,7.29370206166e-05,-2.70295805092e-05,0.000109054200018,-8.31479776641e-05,-7.05635810648e-05,1.15668226996e-07,0.00063700096947597843
47,47,1660857398341366366,5.143559217,0.154202792022,<0.5m,0.00371260655079,-0.00165332958982,-0.00320296121449,0.000889375132815,0.0151790280896,0.000198696505392,0.000173737435697,-2.27977452102e-05,0.0045915838499,-0.00107949368027,-0.00435964212562,0.000954387856916,7.16739945071e-05,-5.12330520591e-05,-4.98444670694e-05,5.27872786666e-06,0.000119535410157,0.000102185602956,4.24079578983e-05,-4.52590536438e-05,0.000108032894732,-9.99013121208e-05,-4.11195649313e-05,1.24741681873e-07,0.00063103576311040327
48,48,1660857398442226484,5.244419575,0.144644450751,<0.5m,0.00352968436569,-0.00216128683769,-0.00277147884406,-0.000326214566686,0.0146275344814,0.000225108937215,0.000116177733295,-3.171900555e-05,0.00443340696891,-0.00188159106048,-0.00399928288392,-0.000347057412389,6.76784269067e-05,-5.84365808265e-05,-3.33517615296e-05,7.29352402804e-06,0.000106453097519,0.000104061325908,1.93719555613e-05,1.132385797e-05,0.000101299946044,-9.93872611398e-05,-1.95917732253e-05,1.17530941424e-07,0.00059170887111805132
49,49,1660857398543086365,5.345279455,0.141466675676,<0.5m,0.0027572750219,-0.000148197529293,-0.00273903410696,0.000279812793875,0.017949859482,0.00014503612748,0.000277549281123,-8.82472699179e-06,0.00376676753322,0.00100985754145,-0.00361648468582,0.000299606262477,8.21759493021e-05,-3.65313190685e-05,-7.35817514735e-05,2.01871763789e-06,9.94943601515e-05,8.83982099036e-05,4.27580838684e-05,-1.60196895008e-05,9.50046309018e-05,-8.5374920852e-05,-4.16772178621e-05,1.10876380077e-07,0.000554936451098851
50,50,1660857398643946484,5.446139574,0.135734399064,<0.5m,0.00387700913454,-0.00294465921039,-0.00241603835516,0.000723146340918,0.00443044521019,6.60995729448e-05,3.35964871503e-05,-2.19410699836e-05,0.00433913518572,-0.00309698118517,-0.00293878840765,0.000774806036239,1.95669908405e-05,-1.59747810503e-05,-1.02004643551e-05,4.86045552265e-06,0.000122044029979,0.000102240758903,5.54647388759e-05,-3.69490894856e-05,0.000113120459413,-9.95218076245e-05,-5.37738842835e-05,1.32340998604e-07,0.00066075185693536826
