sequence,frame,window,phase,relative_time_s,init_type,init_to_raw_translation_m,init_to_raw_rotation_deg,initial_translation_error_m,raw_endpoint_translation_error_m,translation_error_change_m,correction_ratio_translation,fitness,transformation_probability,iterations,converged
Floor01,F01_NDT_0188,W0_PRE,PHASE0,18.2547,PERFECT_INCREMENT,0.0034742,0.117308,0.0897826,0.088952,-0.0008306,0.00925123576283,0.342948,1.56232,1,1
Floor01,F01_NDT_0189,W0_PRE,PHASE0,18.3555,ONLINE_BASELINE,0.00647098,0.187302,0.0880314,0.0867139,-0.0013175,0.0149662506787,0.322421,1.56613,1,1
Floor01,F01_NDT_0189,W0_PRE,PHASE0,18.3555,ORACLE_RELATIVE,0.0111036,0.180331,0,0.0111036,0.0111036,NA,0.326533,1.56119,1,1
Floor01,F01_NDT_0189,W0_PRE,PHASE0,18.3555,PERFECT_INCREMENT,0.00386552,0.144439,0.0888419,0.0871165,-0.0017254,0.0194210164348,0.322381,1.56647,1,1
Floor01,F01_NDT_0190,W0_PRE,PHASE0,18.4564,ONLINE_BASELINE,0.0128954,0.0439767,0.0879842,0.0754017,-0.0125825,0.143008631095,0.332991,1.55827,1,1
Floor01,F01_NDT_0190,W0_PRE,PHASE0,18.4564,ORACLE_RELATIVE,0.00513331,0.188664,0,0.00513331,0.00513331,NA,0.337809,1.5556,1,1
Floor01,F01_NDT_0190,W0_PRE,PHASE0,18.4564,PERFECT_INCREMENT,0.0124188,0.0169279,0.0867193,0.0750166,-0.0117027,0.13494919816,0.332935,1.55834,1,1
Floor01,F01_NDT_0191,W0_PRE,PHASE0,18.5572,ONLINE_BASELINE,0.0145551,0.271406,0.0644079,0.0638937,-0.0005142,0.00798349270819,0.327381,1.54218,1,1
Floor01,F01_NDT_0191,W0_PRE,PHASE0,18.5572,ORACLE_RELATIVE,0.00909563,0.190923,0,0.00909563,0.00909563,NA,0.331361,1.53871,1,1
Floor01,F01_NDT_0191,W0_PRE,PHASE0,18.5572,PERFECT_INCREMENT,0.0104392,0.252371,0.0754076,0.0746415,-0.0007661,0.0101594534238,0.326726,1.54445,1,1
Floor01,F01_NDT_0192,W0_PRE,PHASE0,18.6581,ONLINE_BASELINE,0.0143533,0.0641398,0.0552427,0.0569628,0.0017201,-0.0311371457224,0.321405,1.57126,1,1
Floor01,F01_NDT_0192,W0_PRE,PHASE0,18.6581,ORACLE_RELATIVE,0.0108653,0.169206,0,0.0108653,0.0108653,NA,0.324453,1.55588,1,1
Floor01,F01_NDT_0192,W0_PRE,PHASE0,18.6581,PERFECT_INCREMENT,0.00670533,0.111679,0.0638933,0.0623375,-0.0015558,0.0243499709672,0.321178,1.56825,1,1
Floor01,F01_NDT_0193,W0_PRE,PHASE0,18.759,ONLINE_BASELINE,0.00768486,0.136291,0.0509088,0.050135,-0.0007738,0.0151997297127,0.313886,1.56801,1,1
Floor01,F01_NDT_0193,W0_PRE,PHASE0,18.759,ORACLE_RELATIVE,0.00936615,0.270142,0,0.00936615,0.00936615,NA,0.316802,1.56335,1,1
Floor01,F01_NDT_0193,W0_PRE,PHASE0,18.759,PERFECT_INCREMENT,0.00590986,0.0647291,0.0569644,0.0569911,2.67e-05,-0.000468713793176,0.314118,1.56827,1,1
Floor01,F01_NDT_0194,W0_PRE,PHASE0,18.8598,ONLINE_BASELINE,0.0223279,0.03922,0.0489999,0.0681815,0.0191816,-0.391462023392,0.328472,1.56577,1,1
Floor01,F01_NDT_0194,W0_PRE,PHASE0,18.8598,ORACLE_RELATIVE,0.0236262,0.639298,0,0.0236262,0.0236262,NA,0.331851,1.54863,1,1
Floor01,F01_NDT_0194,W0_PRE,PHASE0,18.8598,PERFECT_INCREMENT,0.0218731,0.443084,0.0501406,0.0695081,0.0193675,-0.386263826121,0.328151,1.55872,1,1
Floor01,F01_NDT_0195,W0_PRE,PHASE0,18.9606,ONLINE_BASELINE,0.0465969,0.174929,0.0889027,0.108704,0.0198013,-0.222730018323,0.316689,1.60116,2,1
Floor01,F01_NDT_0195,W0_PRE,PHASE0,18.9606,ORACLE_RELATIVE,0.0299918,0.20007,0,0.0299918,0.0299918,NA,0.320435,1.59004,1,1
Floor01,F01_NDT_0195,W0_PRE,PHASE0,18.9606,PERFECT_INCREMENT,0.0250901,0.370491,0.0683568,0.0843378,0.015981,-0.23378800646,0.317249,1.59585,1,1
Floor01,F01_NDT_0196,W0_PRE,PHASE0,19.0615,ONLINE_BASELINE,0.0199193,0.486832,0.149411,0.145812,-0.003599,0.0240879185602,0.313883,1.58791,1,1
Floor01,F01_NDT_0196,W0_PRE,PHASE0,19.0615,ORACLE_RELATIVE,0.00805736,0.329799,0,0.00805736,0.00805736,NA,0.319761,1.5824,1,1
Floor01,F01_NDT_0196,W0_PRE,PHASE0,19.0615,PERFECT_INCREMENT,0.0145759,0.233703,0.108715,0.106053,-0.002662,0.0244860414846,0.314693,1.58887,1,1
Floor01,F01_NDT_0197,W0_PRE,PHASE0,19.1623,ONLINE_BASELINE,0.0253206,0.0722404,0.187393,0.175696,-0.011697,0.0624196207969,0.32185,1.57646,1,1
Floor01,F01_NDT_0197,W0_PRE,PHASE0,19.1623,ORACLE_RELATIVE,0.0183471,0.24704,0,0.0183471,0.0183471,NA,0.32913,1.56812,1,1
Floor01,F01_NDT_0197,W0_PRE,PHASE0,19.1623,PERFECT_INCREMENT,0.0118476,0.191654,0.145916,0.141892,-0.004024,0.0275775103484,0.322193,1.57635,1,1
Floor01,F01_NDT_0198,W0_PRE,PHASE0,19.2632,ONLINE_BASELINE,0.024011,0.226879,0.196062,0.194455,-0.001607,0.00819638685722,0.311373,1.58957,1,1
Floor01,F01_NDT_0198,W0_PRE,PHASE0,19.2632,ORACLE_RELATIVE,0.0212445,0.600142,0,0.0212445,0.0212445,NA,0.317918,1.59171,1,1
Floor01,F01_NDT_0198,W0_PRE,PHASE0,19.2632,PERFECT_INCREMENT,0.0101385,0.412154,0.175643,0.177777,0.002134,-0.0121496444493,0.312288,1.59357,1,1
Floor01,F01_NDT_0199,W0_PRE,PHASE0,19.3641,ONLINE_BASELINE,0.0128012,0.23061,0.212982,0.202279,-0.010703,0.0502530730296,0.330299,1.56995,1,1
Floor01,F01_NDT_0199,W0_PRE,PHASE0,19.3641,ORACLE_RELATIVE,0.0143509,0.302924,0,0.0143509,0.0143509,NA,0.338752,1.55879,1,1
Floor01,F01_NDT_0199,W0_PRE,PHASE0,19.3641,PERFECT_INCREMENT,0.00684411,0.136459,0.194096,0.187727,-0.006369,0.0328136592202,0.330087,1.56972,1,1
Floor01,F01_NDT_0200,W0_PRE,PHASE0,19.4649,ONLINE_BASELINE,0.0232515,0.0444032,0.202687,0.182783,-0.019904,0.0982006739455,0.327325,1.58433,1,1
Floor01,F01_NDT_0200,W0_PRE,PHASE0,19.4649,ORACLE_RELATIVE,0.021637,0.31331,0,0.021637,0.021637,NA,0.335155,1.5772,1,1
Floor01,F01_NDT_0200,W0_PRE,PHASE0,19.4649,PERFECT_INCREMENT,0.0175679,0.0557887,0.202133,0.185517,-0.016616,0.0822033017864,0.32765,1.58701,1,1
Floor01,F01_NDT_0201,W0_PRE,PHASE0,19.5658,ONLINE_BASELINE,0.0277167,0.140104,0.167545,0.155748,-0.011797,0.0704109343758,0.357407,1.54885,1,1
Floor01,F01_NDT_0201,W0_PRE,PHASE0,19.5658,ORACLE_RELATIVE,0.0230199,0.149726,0,0.0230199,0.0230199,NA,0.365488,1.55015,1,1
Floor01,F01_NDT_0201,W0_PRE,PHASE0,19.5658,PERFECT_INCREMENT,0.0185655,0.050304,0.182661,0.170716,-0.011945,0.0653943644237,0.356783,1.55042,1,1
Floor01,F01_NDT_0202,W0_PRE,PHASE0,19.6666,ONLINE_BASELINE,0.0254226,0.0571044,0.146729,0.13882,-0.007909,0.0539020916111,0.339564,1.5709,1,1
Floor01,F01_NDT_0202,W0_PRE,PHASE0,19.6666,ORACLE_RELATIVE,0.0106617,0.191041,0,0.0106617,0.0106617,NA,0.347576,1.57242,1,1
Floor01,F01_NDT_0202,W0_PRE,PHASE0,19.6666,PERFECT_INCREMENT,0.0139754,0.199163,0.155709,0.152907,-0.002802,0.0179951062559,0.339143,1.57279,1,1
Floor01,F01_NDT_0203,W0_PRE,PHASE0,19.7675,ONLINE_BASELINE,0.0114083,0.0833706,0.122351,0.121549,-0.000802,0.0065549116885,0.354221,1.56975,1,1
Floor01,F01_NDT_0203,W0_PRE,PHASE0,19.7675,ORACLE_RELATIVE,0.0200961,0.255736,0,0.0200961,0.0200961,NA,0.361307,1.5635,1,1
Floor01,F01_NDT_0203,W0_PRE,PHASE0,19.7675,PERFECT_INCREMENT,0.00802386,0.139302,0.138774,0.136356,-0.002418,0.0174240131437,0.354072,1.56824,1,1
Floor01,F01_NDT_0204,W0_PRE,PHASE0,19.8683,ONLINE_BASELINE,0.0124022,0.049452,0.0985443,0.104754,0.0062097,-0.0630142991528,0.357243,1.56416,1,1
Floor01,F01_NDT_0204,W0_PRE,PHASE0,19.8683,ORACLE_RELATIVE,0.024226,0.425718,0,0.024226,0.024226,NA,0.363486,1.56494,1,1
Floor01,F01_NDT_0204,W0_PRE,PHASE0,19.8683,PERFECT_INCREMENT,0.0107883,0.11485,0.121535,0.126799,0.005264,-0.0433126259925,0.356245,1.56704,1,1
Floor01,F01_NDT_0205,W0_PRE,PHASE0,19.9692,ONLINE_BASELINE,0.0063356,0.193801,0.0883084,0.0927842,0.0044758,-0.0506837401651,0.348353,1.56979,1,1
Floor01,F01_NDT_0205,W0_PRE,PHASE0,19.9692,ORACLE_RELATIVE,0.0173066,0.161019,0,0.0173066,0.0173066,NA,0.354088,1.56907,1,1
Floor01,F01_NDT_0205,W0_PRE,PHASE0,19.9692,PERFECT_INCREMENT,0.00305671,0.161695,0.10474,0.107314,0.002574,-0.024575138438,0.347405,1.57414,1,1
Floor01,F01_NDT_0305,W1_TRANSIENT,PHASE1,30.0546,ONLINE_BASELINE,0.0426628,0.0775828,0.207294,0.1916,-0.015694,0.0757088965431,0.0295565,1.78766,2,1
Floor01,F01_NDT_0305,W1_TRANSIENT,PHASE1,30.0546,ORACLE_RELATIVE,0.162217,1.36438,0,0.162217,0.162217,NA,0.0302389,1.78244,3,1
Floor01,F01_NDT_0305,W1_TRANSIENT,PHASE1,30.0546,PERFECT_INCREMENT,0.0147336,0.369923,0.196246,0.193527,-0.002719,0.0138550594662,0.0294161,1.78288,1,1
Floor01,F01_NDT_0306,W1_TRANSIENT,PHASE1,30.1555,ONLINE_BASELINE,0.0194976,0.0312046,0.202951,0.205307,0.002356,-0.0116087134333,0.0264749,1.83108,1,1
Floor01,F01_NDT_0306,W1_TRANSIENT,PHASE1,30.1555,ORACLE_RELATIVE,0.179807,1.58346,0,0.179807,0.179807,NA,0.0267562,1.82788,3,1
Floor01,F01_NDT_0306,W1_TRANSIENT,PHASE1,30.1555,PERFECT_INCREMENT,0.0115263,0.168924,0.191659,0.199952,0.008293,-0.0432695568692,0.0267809,1.82793,1,1
Floor01,F01_NDT_0307,W1_TRANSIENT,PHASE1,30.2563,ONLINE_BASELINE,0.0230161,0.195447,0.218925,0.20536,-0.013565,0.0619618590842,0.0260872,1.80629,1,1
Floor01,F01_NDT_0307,W1_TRANSIENT,PHASE1,30.2563,ORACLE_RELATIVE,0.173348,1.44572,0,0.173348,0.173348,NA,0.026762,1.79949,3,1
Floor01,F01_NDT_0307,W1_TRANSIENT,PHASE1,30.2563,PERFECT_INCREMENT,0.0180628,0.168596,0.20532,0.198931,-0.006389,0.0311172803429,0.0262431,1.80175,1,1
Floor01,F01_NDT_0308,W1_TRANSIENT,PHASE1,30.3572,ONLINE_BASELINE,0.0224427,0.121252,0.198429,0.197831,-0.000598,0.00301367239668,0.0215613,1.80796,1,1
Floor01,F01_NDT_0308,W1_TRANSIENT,PHASE1,30.3572,ORACLE_RELATIVE,0.177755,1.84816,0,0.177755,0.177755,NA,0.0219682,1.81369,3,1
Floor01,F01_NDT_0308,W1_TRANSIENT,PHASE1,30.3572,PERFECT_INCREMENT,0.0173707,0.345729,0.205162,0.203869,-0.001293,0.00630233669003,0.0222832,1.81289,1,1
Floor01,F01_NDT_0309,W1_TRANSIENT,PHASE1,30.458,ONLINE_BASELINE,0.0225704,0.100656,0.190234,0.188924,-0.00131,0.00688625587434,0.0220132,1.82964,1,1
Floor01,F01_NDT_0309,W1_TRANSIENT,PHASE1,30.458,ORACLE_RELATIVE,0.172252,1.42268,0,0.172252,0.172252,NA,0.0221528,1.83197,3,1
Floor01,F01_NDT_0309,W1_TRANSIENT,PHASE1,30.458,PERFECT_INCREMENT,0.0142294,0.521525,0.197861,0.193601,-0.00426,0.021530266197,0.0220658,1.82814,1,1
Floor01,F01_NDT_0310,W1_TRANSIENT,PHASE1,30.5589,ONLINE_BASELINE,0.0162147,0.270806,0.173852,0.183401,0.009549,-0.0549260290362,0.0207917,1.82362,1,1
Floor01,F01_NDT_0310,W1_TRANSIENT,PHASE1,30.5589,ORACLE_RELATIVE,0.169663,1.61292,0,0.169663,0.169663,NA,0.0214563,1.81932,3,1
Floor01,F01_NDT_0310,W1_TRANSIENT,PHASE1,30.5589,PERFECT_INCREMENT,0.00650526,0.740893,0.188656,0.191269,0.002613,-0.0138506063947,0.0231411,1.82158,1,1
Floor01,F01_NDT_0311,W1_TRANSIENT,PHASE1,30.6598,ONLINE_BASELINE,0.00613114,0.150924,0.176288,0.181,0.004712,-0.0267289889272,0.0218176,1.80762,1,1
Floor01,F01_NDT_0311,W1_TRANSIENT,PHASE1,30.6598,ORACLE_RELATIVE,0.163491,1.83622,0,0.163491,0.163491,NA,0.0221499,1.81191,3,1
Floor01,F01_NDT_0311,W1_TRANSIENT,PHASE1,30.6598,PERFECT_INCREMENT,0.00976563,0.846372,0.183979,0.185317,0.001338,-0.00727256915191,0.0219124,1.80413,1,1
Floor01,F01_NDT_0312,W1_TRANSIENT,PHASE1,30.7606,ONLINE_BASELINE,0.0247225,0.249211,0.192047,0.175672,-0.016375,0.0852655860284,0.0250979,1.81252,1,1
Floor01,F01_NDT_0312,W1_TRANSIENT,PHASE1,30.7606,ORACLE_RELATIVE,0.151359,0.949962,0,0.151359,0.151359,NA,0.0255619,1.81857,3,1
Floor01,F01_NDT_0312,W1_TRANSIENT,PHASE1,30.7606,PERFECT_INCREMENT,0.0176861,0.48796,0.180621,0.168877,-0.011744,0.0650201250131,0.0262076,1.80883,1,1
Floor01,F01_NDT_0313,W1_TRANSIENT,PHASE1,30.8614,ONLINE_BASELINE,0.057975,0.975786,0.169537,0.190823,0.021286,-0.125553713939,0.0233338,1.79286,2,1
Floor01,F01_NDT_0313,W1_TRANSIENT,PHASE1,30.8614,ORACLE_RELATIVE,0.178431,1.69502,0,0.178431,0.178431,NA,0.0233798,1.78761,3,1
Floor01,F01_NDT_0313,W1_TRANSIENT,PHASE1,30.8614,PERFECT_INCREMENT,0.0362622,1.18634,0.175759,0.191072,0.015313,-0.0871249836424,0.0229998,1.79263,2,1
Floor01,F01_NDT_0314,W1_TRANSIENT,PHASE1,30.9623,ONLINE_BASELINE,0.0483218,1.64573,0.169985,0.20365,0.033665,-0.19804688649,0.024883,1.79921,2,1
Floor01,F01_NDT_0314,W1_TRANSIENT,PHASE1,30.9623,ORACLE_RELATIVE,0.186507,1.26478,0,0.186507,0.186507,NA,0.0257716,1.8022,3,1
Floor01,F01_NDT_0314,W1_TRANSIENT,PHASE1,30.9623,PERFECT_INCREMENT,0.0195914,1.85935,0.191287,0.20912,0.017833,-0.0932264084857,0.0245893,1.79999,2,1
Floor01,F01_NDT_0315,W1_TRANSIENT,PHASE1,31.0631,ONLINE_BASELINE,0.0176724,2.65181,0.213742,0.225438,0.011696,-0.0547201766616,0.0251063,1.78855,2,1
Floor01,F01_NDT_0315,W1_TRANSIENT,PHASE1,31.0631,ORACLE_RELATIVE,0.212162,1.40388,0,0.212162,0.212162,NA,0.024973,1.78602,4,1
Floor01,F01_NDT_0315,W1_TRANSIENT,PHASE1,31.0631,PERFECT_INCREMENT,0.029013,2.38891,0.204628,0.231387,0.026759,-0.130769005219,0.0262161,1.77906,2,1
Floor01,F01_NDT_0316,W1_TRANSIENT,PHASE1,31.164,ONLINE_BASELINE,0.0575079,3.20019,0.170027,0.225649,0.055622,-0.327136278356,0.0267452,1.76082,2,1
Floor01,F01_NDT_0316,W1_TRANSIENT,PHASE1,31.164,ORACLE_RELATIVE,0.18709,1.8124,0,0.18709,0.18709,NA,0.0259043,1.78803,3,1
Floor01,F01_NDT_0316,W1_TRANSIENT,PHASE1,31.164,PERFECT_INCREMENT,0.0362893,2.96803,0.225344,0.241641,0.016297,-0.0723205410395,0.0291598,1.74656,2,1
Floor01,F01_NDT_0317,W1_TRANSIENT,PHASE1,31.2649,ONLINE_BASELINE,0.0296307,3.28707,0.230011,0.20694,-0.023071,0.100303898509,0.0477553,1.63146,1,1
Floor01,F01_NDT_0317,W1_TRANSIENT,PHASE1,31.2649,ORACLE_RELATIVE,0.168775,1.61544,0,0.168775,0.168775,NA,0.0287097,1.76815,3,1
Floor01,F01_NDT_0317,W1_TRANSIENT,PHASE1,31.2649,PERFECT_INCREMENT,0.0139744,2.39295,0.225667,0.219952,-0.005715,0.0253249256648,0.0921142,1.43417,1,1
Floor01,F01_NDT_0318,W1_TRANSIENT,PHASE1,31.3657,ONLINE_BASELINE,0.0454265,6.11761,0.182691,0.176838,-0.005853,0.0320377030067,0.0263403,1.786,4,1
Floor01,F01_NDT_0318,W1_TRANSIENT,PHASE1,31.3657,ORACLE_RELATIVE,0.166689,1.86112,0,0.166689,0.166689,NA,0.0265935,1.78818,3,1
Floor01,F01_NDT_0318,W1_TRANSIENT,PHASE1,31.3657,PERFECT_INCREMENT,0.0338261,4.54019,0.204524,0.21231,0.007786,-0.0380688818916,0.0496057,1.63911,2,1
Floor01,F01_NDT_0319,W1_TRANSIENT,PHASE1,31.4666,ONLINE_BASELINE,0.0571621,6.39558,0.148604,0.186938,0.038334,-0.257960754758,0.029569,1.77759,4,1
Floor01,F01_NDT_0319,W1_TRANSIENT,PHASE1,31.4666,ORACLE_RELATIVE,0.168494,1.69541,0,0.168494,0.168494,NA,0.0292758,1.78789,3,1
Floor01,F01_NDT_0319,W1_TRANSIENT,PHASE1,31.4666,PERFECT_INCREMENT,0.0301086,6.65008,0.174017,0.180478,0.006461,-0.0371285564054,0.0289914,1.78551,5,1
Floor01,F01_NDT_0320,W1_TRANSIENT,PHASE1,31.5674,ONLINE_BASELINE,0.0597989,6.91104,0.205704,0.173153,-0.032551,0.158241939875,0.0292791,1.7717,5,1
Floor01,F01_NDT_0320,W1_TRANSIENT,PHASE1,31.5674,ORACLE_RELATIVE,0.153338,1.89663,0,0.153338,0.153338,NA,0.0290256,1.79244,3,1
Floor01,F01_NDT_0320,W1_TRANSIENT,PHASE1,31.5674,PERFECT_INCREMENT,0.0174987,7.19317,0.183074,0.17284,-0.010234,0.0559008925353,0.0289611,1.77501,5,1
Floor01,F01_NDT_0321,W1_TRANSIENT,PHASE1,31.6683,ONLINE_BASELINE,0.0313477,8.37193,0.163113,0.169562,0.006449,-0.0395370080864,0.0245932,1.77937,7,1
Floor01,F01_NDT_0321,W1_TRANSIENT,PHASE1,31.6683,ORACLE_RELATIVE,0.157871,1.49737,0,0.157871,0.157871,NA,0.0256776,1.77634,3,1
Floor01,F01_NDT_0321,W1_TRANSIENT,PHASE1,31.6683,PERFECT_INCREMENT,0.179684,5.11683,0.168626,0.265764,0.097138,-0.576055886993,0.112655,1.35225,3,1
Floor01,F01_NDT_0322,W1_TRANSIENT,PHASE1,31.7692,ONLINE_BASELINE,0.0459235,9.25378,0.167226,0.157778,-0.009448,0.0564983913985,0.0237954,1.79964,10,1
Floor01,F01_NDT_0322,W1_TRANSIENT,PHASE1,31.7692,ORACLE_RELATIVE,0.149557,1.80385,0,0.149557,0.149557,NA,0.0243877,1.80019,3,1
Floor01,F01_NDT_0322,W1_TRANSIENT,PHASE1,31.7692,PERFECT_INCREMENT,0.0167627,9.04204,0.163683,0.162127,-0.001556,0.0095061796277,0.0240531,1.7952,9,1
Floor01,F01_NDT_0323,W1_TRANSIENT,PHASE1,31.87,ONLINE_BASELINE,0.0276193,0.947427,0.15413,0.181042,0.026912,-0.174605852203,0.533921,0.731836,1,1
Floor01,F01_NDT_0323,W1_TRANSIENT,PHASE1,31.87,ORACLE_RELATIVE,0.167901,1.62258,0,0.167901,0.167901,NA,0.0297426,1.79832,3,1
Floor01,F01_NDT_0323,W1_TRANSIENT,PHASE1,31.87,PERFECT_INCREMENT,0.0452426,9.87212,0.151404,0.180551,0.029147,-0.192511426382,0.0291806,1.79877,10,1
Floor01,F01_NDT_0324,W1_TRANSIENT,PHASE1,31.9708,ONLINE_BASELINE,0.100115,10.7384,0.199317,0.159829,-0.039488,0.19811656808,0.0252234,1.80372,22,1
Floor01,F01_NDT_0324,W1_TRANSIENT,PHASE1,31.9708,ORACLE_RELATIVE,0.145741,1.77484,0,0.145741,0.145741,NA,0.0256127,1.80076,3,1
Floor01,F01_NDT_0324,W1_TRANSIENT,PHASE1,31.9708,PERFECT_INCREMENT,0.0770019,10.771,0.17677,0.161034,-0.015736,0.0890196300277,0.0252155,1.79937,10,1
Floor01,F01_NDT_0325,W1_TRANSIENT,PHASE1,32.0717,ONLINE_BASELINE,0.0721663,11.4382,0.158516,0.175357,0.016841,-0.106241641222,0.0261639,1.7702,24,1
Floor01,F01_NDT_0325,W1_TRANSIENT,PHASE1,32.0717,ORACLE_RELATIVE,0.168687,1.84326,0,0.168687,0.168687,NA,0.026306,1.77167,3,1
Floor01,F01_NDT_0325,W1_TRANSIENT,PHASE1,32.0717,PERFECT_INCREMENT,1.06987,0.920944,0.154328,0.942721,0.788393,-5.10855450728,0.578029,0.901697,18,1
Floor01,F01_NDT_0326,W1_TRANSIENT,PHASE1,32.1725,ONLINE_BASELINE,0.0253267,0.307542,0.178186,0.193262,0.015076,-0.0846082183785,0.673944,0.610678,1,1
Floor01,F01_NDT_0326,W1_TRANSIENT,PHASE1,32.1725,ORACLE_RELATIVE,0.133999,1.57515,0,0.133999,0.133999,NA,0.0293717,1.7862,3,1
Floor01,F01_NDT_0326,W1_TRANSIENT,PHASE1,32.1725,PERFECT_INCREMENT,0.0238194,0.266489,0.172093,0.192742,0.020649,-0.119987448647,0.662127,0.620453,1,1
Floor01,F01_NDT_0327,W1_TRANSIENT,PHASE1,32.2734,ONLINE_BASELINE,1.01221,2.74739,0.213262,1.1533,0.940038,-4.40790201724,0.466029,0.924369,16,1
Floor01,F01_NDT_0327,W1_TRANSIENT,PHASE1,32.2734,ORACLE_RELATIVE,0.119879,1.68726,0,0.119879,0.119879,NA,0.0269985,1.79701,3,1
Floor01,F01_NDT_0327,W1_TRANSIENT,PHASE1,32.2734,PERFECT_INCREMENT,1.00585,2.76557,0.189781,1.1211,0.931319,-4.907335297,0.472947,0.90967,15,1
Floor01,F01_NDT_0328,W1_TRANSIENT,PHASE1,32.3743,ONLINE_BASELINE,0.0650765,0.265111,1.13112,1.16202,0.0309,-0.0273180564396,0.64331,0.814155,2,1
Floor01,F01_NDT_0328,W1_TRANSIENT,PHASE1,32.3743,ORACLE_RELATIVE,0.206446,1.76789,0,0.206446,0.206446,NA,0.03371,1.73508,4,1
Floor01,F01_NDT_0328,W1_TRANSIENT,PHASE1,32.3743,PERFECT_INCREMENT,0.323143,1.51613,0.615743,0.930743,0.315,-0.511577070304,0.610888,0.820179,6,1
Floor01,F01_NDT_0329,W1_TRANSIENT,PHASE1,32.4751,ONLINE_BASELINE,0.225276,0.934764,1.64999,1.49923,-0.15076,0.0913702507288,0.647999,0.844655,6,1
Floor01,F01_NDT_0329,W1_TRANSIENT,PHASE1,32.4751,ORACLE_RELATIVE,0.209259,1.97028,0,0.209259,0.209259,NA,0.0313824,1.72996,4,1
Floor01,F01_NDT_0329,W1_TRANSIENT,PHASE1,32.4751,PERFECT_INCREMENT,0.137111,0.88401,1.12818,1.23983,0.11165,-0.0989647042139,0.666219,0.82675,4,1
Floor01,F01_NDT_0330,W1_TRANSIENT,PHASE1,32.576,ONLINE_BASELINE,0.282867,1.66936,1.85152,1.57944,-0.27208,0.146949533356,0.665757,0.810743,6,1
Floor01,F01_NDT_0330,W1_TRANSIENT,PHASE1,32.576,ORACLE_RELATIVE,0.0929083,1.66804,0,0.0929083,0.0929083,NA,0.0334005,1.75799,2,1
Floor01,F01_NDT_0330,W1_TRANSIENT,PHASE1,32.576,PERFECT_INCREMENT,0.0222907,0.394685,1.49229,1.48262,-0.00967,0.00647997373165,0.705922,0.790489,1,1
Floor01,F01_NDT_0331,W1_TRANSIENT,PHASE1,32.6768,ONLINE_BASELINE,0.0528811,0.791709,1.66262,1.67059,0.00797,-0.00479363895538,0.720367,0.802481,2,1
Floor01,F01_NDT_0331,W1_TRANSIENT,PHASE1,32.6768,ORACLE_RELATIVE,0.0897439,1.46623,0,0.0897439,0.0897439,NA,0.0293996,1.79136,2,1
Floor01,F01_NDT_0331,W1_TRANSIENT,PHASE1,32.6768,PERFECT_INCREMENT,0.0225406,0.426538,1.57227,1.59277,0.0205,-0.0130384730358,0.7405,0.79159,1,1
Floor01,F01_NDT_0332,W1_TRANSIENT,PHASE1,32.7777,ONLINE_BASELINE,0.0607742,0.906714,1.79003,1.73097,-0.05906,0.0329938604381,0.719377,0.786774,2,1
Floor01,F01_NDT_0332,W1_TRANSIENT,PHASE1,32.7777,ORACLE_RELATIVE,0.0813668,2.10467,0,0.0813668,0.0813668,NA,0.0261626,1.80301,2,1
Floor01,F01_NDT_0332,W1_TRANSIENT,PHASE1,32.7777,PERFECT_INCREMENT,0.021384,0.523913,1.66796,1.66422,-0.00374,0.00224226000624,0.753326,0.7568,1,1
Floor01,F01_NDT_0333,W1_TRANSIENT,PHASE1,32.8785,ONLINE_BASELINE,0.0197869,0.485431,1.7899,1.77077,-0.01913,0.0106877479189,0.697044,0.799511,1,1
Floor01,F01_NDT_0333,W1_TRANSIENT,PHASE1,32.8785,ORACLE_RELATIVE,0.0927833,1.61117,0,0.0927833,0.0927833,NA,0.0245163,1.81376,2,1
Floor01,F01_NDT_0333,W1_TRANSIENT,PHASE1,32.8785,PERFECT_INCREMENT,0.0228773,0.523316,1.7286,1.70645,-0.02215,0.0128138377878,0.688019,0.819039,1,1
Floor01,F01_NDT_0334,W1_TRANSIENT,PHASE1,32.9794,ONLINE_BASELINE,0.0624123,0.474233,1.84115,1.77973,-0.06142,0.033359585042,0.695351,0.803449,2,1
Floor01,F01_NDT_0334,W1_TRANSIENT,PHASE1,32.9794,ORACLE_RELATIVE,0.0961077,1.77702,0,0.0961077,0.0961077,NA,0.024665,1.80403,2,1
Floor01,F01_NDT_0334,W1_TRANSIENT,PHASE1,32.9794,PERFECT_INCREMENT,0.0207507,0.353189,1.76699,1.74951,-0.01748,0.00989252910316,0.712243,0.788617,1,1
Floor01,F01_NDT_0335,W1_TRANSIENT,PHASE1,33.0802,ONLINE_BASELINE,0.0243785,0.368493,1.78871,1.76766,-0.02105,0.0117682575711,0.643536,0.791192,1,1
Floor01,F01_NDT_0335,W1_TRANSIENT,PHASE1,33.0802,ORACLE_RELATIVE,0.0949543,1.43939,0,0.0949543,0.0949543,NA,0.0221716,1.8023,2,1
Floor01,F01_NDT_0335,W1_TRANSIENT,PHASE1,33.0802,PERFECT_INCREMENT,0.0242889,0.315304,1.77632,1.75488,-0.02144,0.0120698973158,0.634184,0.803671,1,1
Floor01,F01_NDT_0336,W1_TRANSIENT,PHASE1,33.1811,ONLINE_BASELINE,0.0552555,0.651688,1.78655,1.73936,-0.04719,0.0264140382301,0.653215,0.829248,2,1
