sequence,frame,window,phase,relative_time_s,init_type,init_to_raw_translation_m,init_to_raw_rotation_deg,initial_translation_error_m,raw_endpoint_translation_error_m,translation_error_change_m,correction_ratio_translation,fitness,transformation_probability,iterations,converged
Corridor01,R6_0099,W1_3.068_5.590,PHASE1,4.84097,ORACLE_RELATIVE,0.164612,2.33177,0,0.164612,0.164612,NA,0.240393,1.00274,3,1
Corridor01,R6_0099,W1_3.068_5.590,PHASE1,4.84097,PERFECT_INCREMENT,0.0301833,0.776931,0.455147,0.426196,-0.028951,0.0636080211448,0.351282,1.19388,1,1
Corridor01,R6_0100,W1_3.068_5.590,PHASE1,4.94183,ONLINE_BASELINE,0.0535831,0.492551,0.413893,0.451157,0.037264,-0.0900329312165,0.340704,1.21202,2,1
Corridor01,R6_0100,W1_3.068_5.590,PHASE1,4.94183,ORACLE_RELATIVE,0.121301,2.5696,0,0.121301,0.121301,NA,0.254584,1.00194,3,1
Corridor01,R6_0100,W1_3.068_5.590,PHASE1,4.94183,PERFECT_INCREMENT,0.0232054,0.747547,0.426989,0.442906,0.015917,-0.0372773069095,0.356871,1.20784,1,1
Corridor01,R6_0101,W1_3.068_5.590,PHASE1,5.04269,ONLINE_BASELINE,0.030547,0.360028,0.480328,0.451886,-0.028442,0.059213703969,0.331543,1.17151,1,1
Corridor01,R6_0101,W1_3.068_5.590,PHASE1,5.04269,ORACLE_RELATIVE,0.139164,2.23798,0,0.139164,0.139164,NA,0.270679,0.963716,3,1
Corridor01,R6_0101,W1_3.068_5.590,PHASE1,5.04269,PERFECT_INCREMENT,0.0190569,0.541654,0.459774,0.442136,-0.017638,0.0383623258383,0.323438,1.16828,1,1
Corridor01,R6_0102,W1_3.068_5.590,PHASE1,5.14355,ONLINE_BASELINE,0.0169946,0.216683,0.450469,0.464155,0.013686,-0.0303816688829,0.342255,1.20208,1,1
Corridor01,R6_0102,W1_3.068_5.590,PHASE1,5.14355,ORACLE_RELATIVE,0.104667,0.76795,0,0.104667,0.104667,NA,0.267827,0.953916,2,1
Corridor01,R6_0102,W1_3.068_5.590,PHASE1,5.14355,PERFECT_INCREMENT,0.00693731,0.495907,0.460681,0.463742,0.003061,-0.0066445110608,0.360634,1.19948,1,1
Corridor01,R6_0103,W1_3.068_5.590,PHASE1,5.24441,ONLINE_BASELINE,0.0267466,0.233101,0.474848,0.485613,0.010765,-0.0226704124267,0.354583,1.20277,1,1
Corridor01,R6_0103,W1_3.068_5.590,PHASE1,5.24441,ORACLE_RELATIVE,0.131969,1.72469,0,0.131969,0.131969,NA,0.280051,0.929197,3,1
Corridor01,R6_0103,W1_3.068_5.590,PHASE1,5.24441,PERFECT_INCREMENT,0.0614634,0.301237,0.471519,0.509933,0.038414,-0.0814686152626,0.330939,1.20682,2,1
Corridor01,R6_0104,W1_3.068_5.590,PHASE1,5.34527,ONLINE_BASELINE,0.0209809,0.60843,0.515739,0.514014,-0.001725,0.00334471505936,0.352782,1.20719,1,1
Corridor01,R6_0104,W1_3.068_5.590,PHASE1,5.34527,ORACLE_RELATIVE,0.12787,1.39951,0,0.12787,0.12787,NA,0.284669,0.937197,3,1
Corridor01,R6_0104,W1_3.068_5.590,PHASE1,5.34527,PERFECT_INCREMENT,0.0185187,0.495726,0.495318,0.505152,0.009834,-0.0198539120323,0.359258,1.20633,1,1
Corridor01,R6_0105,W1_3.068_5.590,PHASE1,5.44613,ONLINE_BASELINE,0.020399,0.682579,0.542647,0.528497,-0.01415,0.0260758835855,0.347309,1.20574,1,1
Corridor01,R6_0105,W1_3.068_5.590,PHASE1,5.44613,ORACLE_RELATIVE,0.0942979,1.5092,0,0.0942979,0.0942979,NA,0.291236,0.916663,2,1
Corridor01,R6_0105,W1_3.068_5.590,PHASE1,5.44613,PERFECT_INCREMENT,0.013887,0.410165,0.523313,0.516806,-0.006507,0.0124342410756,0.357155,1.20537,1,1
Corridor01,R6_0106,W1_3.068_5.590,PHASE1,5.54699,ONLINE_BASELINE,0.00875989,0.127102,0.536192,0.538212,0.00202,-0.00376730723323,0.399217,1.21586,1,1
Corridor01,R6_0106,W1_3.068_5.590,PHASE1,5.54699,ORACLE_RELATIVE,0.091678,1.45478,0,0.091678,0.091678,NA,0.299278,0.903933,2,1
Corridor01,R6_0106,W1_3.068_5.590,PHASE1,5.54699,PERFECT_INCREMENT,0.00795331,0.135501,0.534691,0.537981,0.00329,-0.00615308654905,0.396194,1.21592,1,1
Corridor01,R6_0107,W2_5.590_6.5,PHASE1,5.64785,ONLINE_BASELINE,0.0141789,0.0775596,0.551323,0.548981,-0.002342,0.00424796353499,0.33375,1.25035,1,1
Corridor01,R6_0107,W2_5.590_6.5,PHASE1,5.64785,ORACLE_RELATIVE,0.0733573,1.18092,0,0.0733573,0.0733573,NA,0.265496,0.930633,2,1
Corridor01,R6_0107,W2_5.590_6.5,PHASE1,5.64785,PERFECT_INCREMENT,0.0145437,0.126792,0.544391,0.544596,0.000205,-0.000376567577348,0.330667,1.24644,1,1
Corridor01,R6_0108,W2_5.590_6.5,PHASE1,5.74871,ONLINE_BASELINE,0.0129928,0.293832,0.553039,0.554225,0.001186,-0.00214451422052,0.408233,1.26399,1,1
Corridor01,R6_0108,W2_5.590_6.5,PHASE1,5.74871,ORACLE_RELATIVE,0.0504443,1.31101,0,0.0504443,0.0504443,NA,0.307341,0.945014,2,1
Corridor01,R6_0108,W2_5.590_6.5,PHASE1,5.74871,PERFECT_INCREMENT,0.00978321,0.330127,0.558442,0.558461,1.9e-05,-3.40232289118e-05,0.404323,1.26475,1,1
Corridor01,R6_0109,W2_5.590_6.5,PHASE1,5.84951,ONLINE_BASELINE,0.0184963,0.173473,0.560032,0.570642,0.01061,-0.0189453459802,0.297347,1.26042,1,1
Corridor01,R6_0109,W2_5.590_6.5,PHASE1,5.84951,ORACLE_RELATIVE,0.0782684,1.08756,0,0.0782684,0.0782684,NA,0.282785,0.910198,2,1
Corridor01,R6_0109,W2_5.590_6.5,PHASE1,5.84951,PERFECT_INCREMENT,0.012314,0.159508,0.56363,0.573068,0.009438,-0.0167450277664,0.297173,1.259,1,1
Corridor01,R6_0110,W2_5.590_6.5,PHASE1,5.95037,ONLINE_BASELINE,0.020672,0.0501019,0.593568,0.586259,-0.007309,0.0123136692005,0.315632,1.25746,1,1
Corridor01,R6_0110,W2_5.590_6.5,PHASE1,5.95037,ORACLE_RELATIVE,0.0570877,1.16049,0,0.0570877,0.0570877,NA,0.285911,0.911616,2,1
Corridor01,R6_0110,W2_5.590_6.5,PHASE1,5.95037,PERFECT_INCREMENT,0.00834184,0.10638,0.578954,0.58206,0.003106,-0.00536484763902,0.315533,1.25921,1,1
Corridor01,R6_0111,W2_5.590_6.5,PHASE1,6.05123,ONLINE_BASELINE,0.0205447,0.452651,0.60277,0.603021,0.000251,-0.000416410902998,0.378883,1.27667,1,1
Corridor01,R6_0111,W2_5.590_6.5,PHASE1,6.05123,ORACLE_RELATIVE,0.0756172,1.21475,0,0.0756172,0.0756172,NA,0.311429,0.917819,2,1
Corridor01,R6_0111,W2_5.590_6.5,PHASE1,6.05123,PERFECT_INCREMENT,0.022807,0.480811,0.594335,0.597326,0.002991,-0.00503251533226,0.38258,1.27515,1,1
Corridor01,R6_0112,W2_5.590_6.5,PHASE1,6.15209,ONLINE_BASELINE,0.0203032,0.738045,0.620841,0.62843,0.007589,-0.0122237416665,0.355983,1.28483,1,1
Corridor01,R6_0112,W2_5.590_6.5,PHASE1,6.15209,ORACLE_RELATIVE,0.0979671,1.5103,0,0.0979671,0.0979671,NA,0.307167,0.929253,2,1
Corridor01,R6_0112,W2_5.590_6.5,PHASE1,6.15209,PERFECT_INCREMENT,0.378013,3.47375,0.611132,0.986928,0.375796,-0.614917890079,0.139994,1.43963,6,1
Corridor01,R6_0113,W2_5.590_6.5,PHASE1,6.25295,ONLINE_BASELINE,0.0088746,0.692049,0.651157,0.651566,0.000409,-0.000628112728574,0.291718,1.31876,1,1
Corridor01,R6_0113,W2_5.590_6.5,PHASE1,6.25295,ORACLE_RELATIVE,0.0971347,2.04022,0,0.0971347,0.0971347,NA,0.28854,0.956317,2,1
Corridor01,R6_0113,W2_5.590_6.5,PHASE1,6.25295,PERFECT_INCREMENT,0.0239117,1.28647,0.63849,0.619984,-0.018506,0.0289840091466,0.327491,1.31548,2,1
Corridor01,R6_0114,W2_5.590_6.5,PHASE1,6.35381,ONLINE_BASELINE,0.0297304,0.379373,0.682778,0.695261,0.012483,-0.018282662886,0.251048,1.28872,1,1
Corridor01,R6_0114,W2_5.590_6.5,PHASE1,6.35381,ORACLE_RELATIVE,0.624308,2.61607,0,0.624308,0.624308,NA,0.299447,1.28512,11,1
Corridor01,R6_0114,W2_5.590_6.5,PHASE1,6.35381,PERFECT_INCREMENT,0.0199229,0.169946,0.658578,0.659071,0.000493,-0.000748582552105,0.284955,1.28273,1,1
Corridor01,R6_0115,W2_5.590_6.5,PHASE1,6.45467,ONLINE_BASELINE,0.243507,3.62217,0.732849,0.968539,0.23569,-0.32160786192,0.135742,1.46238,4,1
Corridor01,R6_0115,W2_5.590_6.5,PHASE1,6.45467,ORACLE_RELATIVE,0.637882,2.87551,0,0.637882,0.637882,NA,0.189312,1.30625,11,1
Corridor01,R6_0115,W2_5.590_6.5,PHASE1,6.45467,PERFECT_INCREMENT,0.271074,3.73579,0.700755,0.967659,0.266904,-0.380880621615,0.136002,1.46071,5,1
Floor01,F01_NDT_0156,W0_PRE,PHASE0,15.0273,ONLINE_BASELINE,0.0158157,0.175628,0.1012,0.102831,0.001631,-0.0161166007905,0.319326,1.57371,1,1
Floor01,F01_NDT_0156,W0_PRE,PHASE0,15.0273,ORACLE_RELATIVE,0.00850604,0.149314,0,0.00850604,0.00850604,NA,0.324822,1.55958,1,1
Floor01,F01_NDT_0156,W0_PRE,PHASE0,15.0273,PERFECT_INCREMENT,0.0122648,0.183301,0.0995881,0.101981,0.0023929,-0.0240279712134,0.319485,1.57591,1,1
Floor01,F01_NDT_0157,W0_PRE,PHASE0,15.1282,ONLINE_BASELINE,0.0132548,0.190657,0.107016,0.103769,-0.003247,0.0303412573821,0.316425,1.5694,1,1
Floor01,F01_NDT_0157,W0_PRE,PHASE0,15.1282,ORACLE_RELATIVE,0.015106,0.205637,0,0.015106,0.015106,NA,0.321809,1.56215,1,1
Floor01,F01_NDT_0157,W0_PRE,PHASE0,15.1282,PERFECT_INCREMENT,0.00552024,0.155935,0.102831,0.0996202,-0.0032108,0.0312240472231,0.31662,1.56781,1,1
Floor01,F01_NDT_0158,W0_PRE,PHASE0,15.229,ONLINE_BASELINE,0.00927575,0.0386954,0.109437,0.10278,-0.006657,0.060829518353,0.325914,1.56117,1,1
Floor01,F01_NDT_0158,W0_PRE,PHASE0,15.229,ORACLE_RELATIVE,0.0104923,0.125962,0,0.0104923,0.0104923,NA,0.331939,1.55429,1,1
Floor01,F01_NDT_0158,W0_PRE,PHASE0,15.229,PERFECT_INCREMENT,0.00557819,0.063243,0.103773,0.0993916,-0.0043814,0.0422210016093,0.326062,1.56169,1,1
Floor01,F01_NDT_0159,W0_PRE,PHASE0,15.3299,ONLINE_BASELINE,0.00660649,0.13595,0.101909,0.100883,-0.001026,0.0100678055913,0.31854,1.55812,1,1
Floor01,F01_NDT_0159,W0_PRE,PHASE0,15.3299,ORACLE_RELATIVE,0.0143649,0.121306,0,0.0143649,0.0143649,NA,0.323671,1.55719,1,1
Floor01,F01_NDT_0159,W0_PRE,PHASE0,15.3299,PERFECT_INCREMENT,0.00549192,0.143881,0.102782,0.101435,-0.001347,0.0131054075616,0.31851,1.55807,1,1
Floor01,F01_NDT_0160,W0_PRE,PHASE0,15.4307,ONLINE_BASELINE,0.00437885,0.0728379,0.094184,0.095722,0.001538,-0.016329737535,0.324511,1.55714,1,1
Floor01,F01_NDT_0160,W0_PRE,PHASE0,15.4307,ORACLE_RELATIVE,0.0100372,0.1471,0,0.0100372,0.0100372,NA,0.329462,1.55583,1,1
Floor01,F01_NDT_0160,W0_PRE,PHASE0,15.4307,PERFECT_INCREMENT,0.00253728,0.149398,0.100885,0.101682,0.000797,-0.00790008425435,0.324189,1.55572,1,1
Floor01,F01_NDT_0161,W0_PRE,PHASE0,15.5316,ONLINE_BASELINE,0.00598649,0.145996,0.090621,0.0869225,-0.0036985,0.0408128358769,0.307552,1.57099,1,1
Floor01,F01_NDT_0161,W0_PRE,PHASE0,15.5316,ORACLE_RELATIVE,0.00985952,0.183334,0,0.00985952,0.00985952,NA,0.312311,1.56727,1,1
Floor01,F01_NDT_0161,W0_PRE,PHASE0,15.5316,PERFECT_INCREMENT,0.00533012,0.111994,0.0957239,0.0916011,-0.0041228,0.0430697035954,0.307236,1.57214,1,1
Floor01,F01_NDT_0162,W0_PRE,PHASE0,15.6325,ONLINE_BASELINE,0.00410882,0.104371,0.080576,0.0795714,-0.0010046,0.0124677323272,0.335571,1.5586,1,1
Floor01,F01_NDT_0162,W0_PRE,PHASE0,15.6325,ORACLE_RELATIVE,0.0106268,0.163056,0,0.0106268,0.0106268,NA,0.33964,1.55561,1,1
Floor01,F01_NDT_0162,W0_PRE,PHASE0,15.6325,PERFECT_INCREMENT,0.0024627,0.0855432,0.0869194,0.087352,0.0004326,-0.00497702469184,0.335304,1.56131,1,1
Floor01,F01_NDT_0163,W0_PRE,PHASE0,15.7333,ONLINE_BASELINE,0.00779694,0.158176,0.0722603,0.0771942,0.0049339,-0.0682795393875,0.306362,1.58173,1,1
Floor01,F01_NDT_0163,W0_PRE,PHASE0,15.7333,ORACLE_RELATIVE,0.0144708,0.219083,0,0.0144708,0.0144708,NA,0.31019,1.57594,1,1
Floor01,F01_NDT_0163,W0_PRE,PHASE0,15.7333,PERFECT_INCREMENT,0.00727294,0.184365,0.0795682,0.0843328,0.0047646,-0.0598807061112,0.306146,1.58301,1,1
Floor01,F01_NDT_0164,W0_PRE,PHASE0,15.8341,ONLINE_BASELINE,0.0111275,0.101723,0.0765849,0.0752405,-0.0013444,0.0175543742957,0.318321,1.56421,1,1
Floor01,F01_NDT_0164,W0_PRE,PHASE0,15.8341,ORACLE_RELATIVE,0.0103784,0.118271,0,0.0103784,0.0103784,NA,0.323041,1.56762,1,1
Floor01,F01_NDT_0164,W0_PRE,PHASE0,15.8341,PERFECT_INCREMENT,0.00681024,0.0690429,0.0771911,0.0774374,0.0002463,-0.00319078235703,0.318241,1.56659,1,1
Floor01,F01_NDT_0165,W0_PRE,PHASE0,15.935,ONLINE_BASELINE,0.0101089,0.0245668,0.0736515,0.0775028,0.0038513,-0.0522908562623,0.313755,1.56984,1,1
Floor01,F01_NDT_0165,W0_PRE,PHASE0,15.935,ORACLE_RELATIVE,0.011759,0.183126,0,0.011759,0.011759,NA,0.317818,1.56078,1,1
Floor01,F01_NDT_0165,W0_PRE,PHASE0,15.935,PERFECT_INCREMENT,0.00513859,0.0271857,0.0752387,0.0785403,0.0033016,-0.0438816725967,0.313765,1.57163,1,1
Floor01,F01_NDT_0166,W0_PRE,PHASE0,16.0358,ONLINE_BASELINE,0.00939426,0.104391,0.0809326,0.0753222,-0.0056104,0.0693218801818,0.312519,1.58124,1,1
Floor01,F01_NDT_0166,W0_PRE,PHASE0,16.0358,ORACLE_RELATIVE,0.00637348,0.196372,0,0.00637348,0.00637348,NA,0.316364,1.57853,1,1
Floor01,F01_NDT_0166,W0_PRE,PHASE0,16.0358,PERFECT_INCREMENT,0.00494282,0.125425,0.0775055,0.0748651,-0.0026404,0.0340672597429,0.312525,1.58276,1,1
Floor01,F01_NDT_0167,W0_PRE,PHASE0,16.1367,ONLINE_BASELINE,0.00950706,0.0492693,0.0733995,0.0791574,0.0057579,-0.0784460384608,0.31554,1.56267,1,1
Floor01,F01_NDT_0167,W0_PRE,PHASE0,16.1367,ORACLE_RELATIVE,0.0147016,0.151932,0,0.0147016,0.0147016,NA,0.319667,1.56017,1,1
Floor01,F01_NDT_0167,W0_PRE,PHASE0,16.1367,PERFECT_INCREMENT,0.00833659,0.0578099,0.0753242,0.0822945,0.0069703,-0.0925373253217,0.315346,1.56333,1,1
Floor01,F01_NDT_0168,W0_PRE,PHASE0,16.2376,ONLINE_BASELINE,0.00319385,0.246733,0.0811115,0.0831626,0.0020511,-0.0252874130056,0.325196,1.57828,1,1
Floor01,F01_NDT_0168,W0_PRE,PHASE0,16.2376,ORACLE_RELATIVE,0.0173154,0.310043,0,0.0173154,0.0173154,NA,0.329106,1.57413,1,1
Floor01,F01_NDT_0168,W0_PRE,PHASE0,16.2376,PERFECT_INCREMENT,0.00397842,0.237172,0.0791585,0.0830905,0.003932,-0.0496724925308,0.325171,1.57733,1,1
Floor01,F01_NDT_0169,W0_PRE,PHASE0,16.3384,ONLINE_BASELINE,0.00403302,0.0507039,0.0871907,0.0846938,-0.0024969,0.0286372285118,0.323054,1.57747,1,1
Floor01,F01_NDT_0169,W0_PRE,PHASE0,16.3384,ORACLE_RELATIVE,0.00593408,0.169049,0,0.00593408,0.00593408,NA,0.328308,1.5616,1,1
Floor01,F01_NDT_0169,W0_PRE,PHASE0,16.3384,PERFECT_INCREMENT,0.0045122,0.0439783,0.0831646,0.0795247,-0.0036399,0.0437674202726,0.323271,1.57442,1,1
Floor01,F01_NDT_0170,W0_PRE,PHASE0,16.4393,ONLINE_BASELINE,0.00317323,0.107628,0.0850498,0.0860129,0.0009631,-0.0113239537306,0.311934,1.56806,1,1
Floor01,F01_NDT_0170,W0_PRE,PHASE0,16.4393,ORACLE_RELATIVE,0.0119438,0.264661,0,0.0119438,0.0119438,NA,0.317421,1.56645,1,1
Floor01,F01_NDT_0170,W0_PRE,PHASE0,16.4393,PERFECT_INCREMENT,0.00285136,0.144623,0.084688,0.0847887,0.0001007,-0.00118907047043,0.312024,1.56923,1,1
Floor01,F01_NDT_0171,W0_PRE,PHASE0,16.5401,ONLINE_BASELINE,0.00625576,0.128269,0.0874717,0.0814797,-0.005992,0.0685021555543,0.328549,1.55233,1,1
Floor01,F01_NDT_0171,W0_PRE,PHASE0,16.5401,ORACLE_RELATIVE,0.00593093,0.147649,0,0.00593093,0.00593093,NA,0.332848,1.55802,1,1
Floor01,F01_NDT_0171,W0_PRE,PHASE0,16.5401,PERFECT_INCREMENT,0.00559705,0.117331,0.0860046,0.0804926,-0.005512,0.0640895952077,0.328633,1.55234,1,1
Floor01,F01_NDT_0172,W0_PRE,PHASE0,16.641,ONLINE_BASELINE,0.00210849,0.12517,0.0776841,0.0769982,-0.0006859,0.00882934860544,0.322891,1.55686,1,1
Floor01,F01_NDT_0172,W0_PRE,PHASE0,16.641,ORACLE_RELATIVE,0.0155602,0.150934,0,0.0155602,0.0155602,NA,0.326897,1.55622,1,1
Floor01,F01_NDT_0172,W0_PRE,PHASE0,16.641,PERFECT_INCREMENT,0.00254036,0.13161,0.0814853,0.0818554,0.0003701,-0.00454192351258,0.322663,1.55728,1,1
Floor01,F01_NDT_0173,W0_PRE,PHASE0,16.7419,ONLINE_BASELINE,0.0100848,0.0979912,0.0728957,0.0800271,0.0071314,-0.0978301875145,0.321208,1.57252,1,1
Floor01,F01_NDT_0173,W0_PRE,PHASE0,16.7419,ORACLE_RELATIVE,0.0164796,0.149805,0,0.0164796,0.0164796,NA,0.325695,1.55997,1,1
Floor01,F01_NDT_0173,W0_PRE,PHASE0,16.7419,PERFECT_INCREMENT,0.00779151,0.0562022,0.0770027,0.0839525,0.0069498,-0.0902539781073,0.321056,1.57308,1,1
Floor01,F01_NDT_0174,W0_PRE,PHASE0,16.8427,ONLINE_BASELINE,0.00445773,0.0441328,0.0886078,0.0842087,-0.0043991,0.0496468708172,0.318444,1.56788,1,1
Floor01,F01_NDT_0174,W0_PRE,PHASE0,16.8427,ORACLE_RELATIVE,0.010712,0.251042,0,0.010712,0.010712,NA,0.323436,1.56079,1,1
Floor01,F01_NDT_0174,W0_PRE,PHASE0,16.8427,PERFECT_INCREMENT,0.00493622,0.0363444,0.08003,0.0753468,-0.0046832,0.0585180557291,0.318839,1.56881,1,1
Floor01,F01_NDT_0175,W0_PRE,PHASE0,16.9435,ONLINE_BASELINE,0.00544066,0.0395264,0.0885865,0.0839234,-0.0046631,0.0526389461148,0.31455,1.56094,1,1
Floor01,F01_NDT_0175,W0_PRE,PHASE0,16.9435,ORACLE_RELATIVE,0.0117788,0.249399,0,0.0117788,0.0117788,NA,0.318746,1.55916,1,1
Floor01,F01_NDT_0175,W0_PRE,PHASE0,16.9435,PERFECT_INCREMENT,0.00476008,0.0685653,0.0842119,0.0798015,-0.0044104,0.0523726456712,0.314658,1.5607,1,1
Floor01,F01_NDT_0176,W0_PRE,PHASE0,17.0444,ONLINE_BASELINE,0.00238388,0.127384,0.0739085,0.0730917,-0.0008168,0.0110515028718,0.326985,1.55298,1,1
Floor01,F01_NDT_0176,W0_PRE,PHASE0,17.0444,ORACLE_RELATIVE,0.00600349,0.151702,0,0.00600349,0.00600349,NA,0.331361,1.55398,1,1
Floor01,F01_NDT_0176,W0_PRE,PHASE0,17.0444,PERFECT_INCREMENT,0.00377342,0.0791228,0.083924,0.0836059,-0.0003181,0.00379033411182,0.326494,1.55417,1,1
Floor01,F01_NDT_0177,W0_PRE,PHASE0,17.1452,ONLINE_BASELINE,0.00873716,0.19873,0.0624109,0.0670689,0.004658,-0.0746343987989,0.312696,1.56648,1,1
Floor01,F01_NDT_0177,W0_PRE,PHASE0,17.1452,ORACLE_RELATIVE,0.0119918,0.154921,0,0.0119918,0.0119918,NA,0.315793,1.56788,1,1
Floor01,F01_NDT_0177,W0_PRE,PHASE0,17.1452,PERFECT_INCREMENT,0.0066015,0.169372,0.0730926,0.0746652,0.0015726,-0.0215151739027,0.312335,1.56809,1,1
Floor01,F01_NDT_0178,W0_PRE,PHASE0,17.2461,ONLINE_BASELINE,0.00784148,0.120571,0.06832,0.0744946,0.0061746,-0.0903776346604,0.324569,1.5581,1,1
Floor01,F01_NDT_0178,W0_PRE,PHASE0,17.2461,ORACLE_RELATIVE,0.0139889,0.148623,0,0.0139889,0.0139889,NA,0.328621,1.5579,1,1
Floor01,F01_NDT_0178,W0_PRE,PHASE0,17.2461,PERFECT_INCREMENT,0.00634583,0.0943832,0.0670645,0.0732695,0.006205,-0.0925228697746,0.324681,1.56023,1,1
Floor01,F01_NDT_0179,W0_PRE,PHASE0,17.347,ONLINE_BASELINE,0.00503737,0.069083,0.0819451,0.0787384,-0.0032067,0.0391322971111,0.326628,1.56517,1,1
Floor01,F01_NDT_0179,W0_PRE,PHASE0,17.347,ORACLE_RELATIVE,0.010464,0.216611,0,0.010464,0.010464,NA,0.330831,1.56477,1,1
Floor01,F01_NDT_0179,W0_PRE,PHASE0,17.347,PERFECT_INCREMENT,0.0044557,0.116397,0.0744901,0.0731446,-0.0013455,0.0180628029765,0.326828,1.56507,1,1
Floor01,F01_NDT_0180,W0_PRE,PHASE0,17.4478,ONLINE_BASELINE,0.00484975,0.0905881,0.0793085,0.0801692,0.0008607,-0.0108525567877,0.320884,1.55439,1,1
Floor01,F01_NDT_0180,W0_PRE,PHASE0,17.4478,ORACLE_RELATIVE,0.0146016,0.176133,0,0.0146016,0.0146016,NA,0.325509,1.54799,1,1
Floor01,F01_NDT_0180,W0_PRE,PHASE0,17.4478,PERFECT_INCREMENT,0.00514217,0.0775298,0.0787425,0.0794718,0.0007293,-0.00926183446042,0.32088,1.55245,1,1
Floor01,F01_NDT_0181,W0_PRE,PHASE0,17.5487,ONLINE_BASELINE,0.00716847,0.01733,0.0817538,0.0868336,0.0050798,-0.0621353380516,0.318717,1.56061,1,1
Floor01,F01_NDT_0181,W0_PRE,PHASE0,17.5487,ORACLE_RELATIVE,0.0112084,0.11572,0,0.0112084,0.0112084,NA,0.323357,1.55242,1,1
Floor01,F01_NDT_0181,W0_PRE,PHASE0,17.5487,PERFECT_INCREMENT,0.00512588,0.0235724,0.080174,0.0848736,0.0046996,-0.0586175069224,0.318777,1.56037,1,1
Floor01,F01_NDT_0182,W0_PRE,PHASE0,17.6495,ONLINE_BASELINE,0.00722409,0.145513,0.100789,0.0941625,-0.0066265,0.0657462619929,0.326182,1.5632,1,1
Floor01,F01_NDT_0182,W0_PRE,PHASE0,17.6495,ORACLE_RELATIVE,0.00501603,0.171118,0,0.00501603,0.00501603,NA,0.332556,1.55394,1,1
Floor01,F01_NDT_0182,W0_PRE,PHASE0,17.6495,PERFECT_INCREMENT,0.00881862,0.126403,0.0868326,0.0781789,-0.0086537,0.0996595748601,0.32712,1.5584,1,1
Floor01,F01_NDT_0183,W0_PRE,PHASE0,17.7504,ONLINE_BASELINE,0.00614875,0.0216775,0.101734,0.105081,0.003347,-0.0328995222836,0.320165,1.57001,1,1
Floor01,F01_NDT_0183,W0_PRE,PHASE0,17.7504,ORACLE_RELATIVE,0.0168158,0.198216,0,0.0168158,0.0168158,NA,0.326144,1.56539,1,1
Floor01,F01_NDT_0183,W0_PRE,PHASE0,17.7504,PERFECT_INCREMENT,0.00556196,0.0832583,0.0941617,0.0982079,0.0040462,-0.0429707619977,0.320496,1.56828,1,1
Floor01,F01_NDT_0184,W0_PRE,PHASE0,17.8512,ONLINE_BASELINE,0.00528797,0.0468805,0.107114,0.108595,0.001481,-0.0138263905745,0.330306,1.54837,1,1
Floor01,F01_NDT_0184,W0_PRE,PHASE0,17.8512,ORACLE_RELATIVE,0.0162767,0.157287,0,0.0162767,0.0162767,NA,0.336096,1.5477,1,1
Floor01,F01_NDT_0184,W0_PRE,PHASE0,17.8512,PERFECT_INCREMENT,0.00303603,0.0343893,0.105082,0.106505,0.001423,-0.0135418054472,0.3303,1.55014,1,1
Floor01,F01_NDT_0185,W0_PRE,PHASE0,17.9521,ONLINE_BASELINE,0.00824187,0.175806,0.112133,0.104308,-0.007825,0.069783203874,0.328185,1.57348,1,1
Floor01,F01_NDT_0185,W0_PRE,PHASE0,17.9521,ORACLE_RELATIVE,0.00798404,0.297053,0,0.00798404,0.00798404,NA,0.333149,1.56498,1,1
Floor01,F01_NDT_0185,W0_PRE,PHASE0,17.9521,PERFECT_INCREMENT,0.0090971,0.164142,0.108595,0.100432,-0.008163,0.0751692066854,0.328251,1.57301,1,1
Floor01,F01_NDT_0186,W0_PRE,PHASE0,18.0529,ONLINE_BASELINE,0.00983155,0.159523,0.100758,0.0936309,-0.0071271,0.0707348299887,0.322285,1.57451,1,1
Floor01,F01_NDT_0186,W0_PRE,PHASE0,18.0529,ORACLE_RELATIVE,0.00706071,0.146935,0,0.00706071,0.00706071,NA,0.327306,1.57105,1,1
Floor01,F01_NDT_0186,W0_PRE,PHASE0,18.0529,PERFECT_INCREMENT,0.00732712,0.0777698,0.104304,0.0977604,-0.0065436,0.0627358490566,0.322117,1.57498,1,1
Floor01,F01_NDT_0187,W0_PRE,PHASE0,18.1538,ONLINE_BASELINE,0.00855022,0.0939319,0.0830142,0.0897808,0.0067666,-0.0815113558885,0.324071,1.58039,1,1
Floor01,F01_NDT_0187,W0_PRE,PHASE0,18.1538,ORACLE_RELATIVE,0.0180321,0.183925,0,0.0180321,0.0180321,NA,0.32864,1.57408,1,1
Floor01,F01_NDT_0187,W0_PRE,PHASE0,18.1538,PERFECT_INCREMENT,0.00721877,0.0852844,0.093627,0.100159,0.006532,-0.069766199921,0.323698,1.58017,1,1
Floor01,F01_NDT_0188,W0_PRE,PHASE0,18.2547,ONLINE_BASELINE,0.00516417,0.0727704,0.089376,0.0888405,-0.0005355,0.00599154135338,0.342985,1.56232,1,1
Floor01,F01_NDT_0188,W0_PRE,PHASE0,18.2547,ORACLE_RELATIVE,0.00637724,0.223633,0,0.00637724,0.00637724,NA,0.347979,1.55719,1,1
