sequence,record_scope,frame,window,phase,relative_time_s,actual_timestamp,init_type,initial_translation_error_m,initial_rotation_error_deg,raw_endpoint_translation_error_m,raw_endpoint_rotation_error_deg,translation_error_change_m,rotation_error_change_deg,correction_ratio_translation,ndt_displacement_translation_m,ndt_displacement_rotation_deg,fitness,transformation_probability,iterations,converged,translation_limited,rotation_limited,baseline_oracle_endpoint_separation_m,baseline_oracle_endpoint_separation_deg,window_stats_inclusion,source,observation_conditioning
Corridor01,registration_counterfactual,R6_0071,W0_0_3.068,PHASE0,2.01708,1517157226.25,PERFECT_INCREMENT,0.115333,1.99473,0.121866,1.99521,0.006533,0.00048,-0.0566446723834,0.025108,0.248131,0.333783,1.31694,1,1,,,0.134506,2.32417,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0072,W0_0_3.068,PHASE0,2.11794,1517157226.35,ONLINE_BASELINE,0.23351,1.49183,0.166456,1.47586,-0.067054,-0.01597,0.287156866944,0.0747353,0.263565,0.507924,1.30949,2,1,,,0.0198253,0.145746,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0072,W0_0_3.068,PHASE0,2.11794,1517157226.35,ORACLE_RELATIVE,0,6.04708e-16,0.147528,1.50302,0.147528,1.50302,-147528000,0.147528,1.50302,0.534268,1.31154,3,1,,,0.0198253,0.145746,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0072,W0_0_3.068,PHASE0,2.11794,1517157226.35,PERFECT_INCREMENT,0.164787,2.84124,0.148421,1.82626,-0.016366,-1.01498,0.0993160868272,0.0267394,2.06588,0.523852,1.3118,2,1,,,0.0198253,0.145746,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0073,W0_0_3.068,PHASE0,2.2188,1517157226.45,ONLINE_BASELINE,0.178686,2.23214,0.176127,2.63598,-0.002559,0.40384,0.0143212115107,0.00741586,0.65542,0.513581,1.33044,1,1,,,0.015255,0.523302,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0073,W0_0_3.068,PHASE0,2.2188,1517157226.45,ORACLE_RELATIVE,0,8.07077e-17,0.165198,2.84112,0.165198,2.84112,-165198000,0.165198,2.84112,0.520647,1.32979,5,1,,,0.015255,0.523302,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0073,W0_0_3.068,PHASE0,2.2188,1517157226.45,PERFECT_INCREMENT,0.169518,1.47587,0.155435,2.67301,-0.014083,1.19714,0.0830767234158,0.0158965,1.69027,0.478908,1.32666,2,1,,,0.015255,0.523302,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0074,W0_0_3.068,PHASE0,2.31966,1517157226.55,ONLINE_BASELINE,0.156001,4.82366,0.166667,4.62187,0.010666,-0.20179,-0.0683713565939,0.0144153,0.433002,0.439532,1.34371,1,1,,,0.181822,2.28079,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0074,W0_0_3.068,PHASE0,2.31966,1517157226.55,ORACLE_RELATIVE,0,2.21357e-16,0.0845124,2.41051,0.0845124,2.41051,-84512400,0.0845124,2.41051,0.225962,1.2965,3,1,,,0.181822,2.28079,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0074,W0_0_3.068,PHASE0,2.31966,1517157226.55,PERFECT_INCREMENT,0.185022,2.63598,0.170732,4.7025,-0.01429,2.06652,0.0772340586525,0.0244135,2.32798,0.452433,1.34005,3,1,,,0.181822,2.28079,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0075,W0_0_3.068,PHASE0,2.42052,1517157226.65,ONLINE_BASELINE,0.173866,1.51085,0.15315,2.34915,-0.020716,0.8383,0.119149229867,0.0262722,1.34783,0.360429,1.33688,2,1,,,0.011829,0.210486,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0075,W0_0_3.068,PHASE0,2.42052,1517157226.65,ORACLE_RELATIVE,0,1.94613e-16,0.154808,2.54731,0.154808,2.54731,-154808000,0.154808,2.54731,0.386623,1.34228,5,1,,,0.011829,0.210486,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0075,W0_0_3.068,PHASE0,2.42052,1517157226.65,PERFECT_INCREMENT,0.173904,2.18942,0.175162,2.43166,0.001258,0.24224,-0.00723387616156,0.0128953,0.700412,0.396399,1.34497,1,1,,,0.011829,0.210486,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0076,W0_0_3.068,PHASE0,2.52138,1517157226.75,ONLINE_BASELINE,0.156834,2.84831,0.22568,3.62981,0.068846,0.7815,-0.438973691929,0.0712617,0.834274,0.453879,1.35116,2,1,,,0.167027,1.80573,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0076,W0_0_3.068,PHASE0,2.52138,1517157226.75,ORACLE_RELATIVE,0,1.11124e-16,0.0957623,1.84349,0.0957623,1.84349,-95762300,0.0957623,1.84349,0.248281,1.27373,4,1,,,0.167027,1.80573,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0076,W0_0_3.068,PHASE0,2.52138,1517157226.75,PERFECT_INCREMENT,0.158682,2.02456,0.237899,3.50596,0.079217,1.4814,-0.499218562912,0.0903096,1.66944,0.430969,1.35068,2,1,,,0.167027,1.80573,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0077,W0_0_3.068,PHASE0,2.62224,1517157226.85,ONLINE_BASELINE,0.302685,3.14688,0.220757,2.90152,-0.081928,-0.24536,0.27067082941,0.0834465,0.501953,0.429727,1.33925,2,1,,,0.253753,2.49116,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0077,W0_0_3.068,PHASE0,2.62224,1517157226.85,ORACLE_RELATIVE,0,8.42731e-16,0.0659926,0.419383,0.0659926,0.419383,-65992600,0.0659926,0.419383,0.213884,1.2326,2,1,,,0.253753,2.49116,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0077,W0_0_3.068,PHASE0,2.62224,1517157226.85,PERFECT_INCREMENT,0.237176,3.62981,0.217408,3.07603,-0.019768,-0.55378,0.083347387594,0.0207378,0.658126,0.452045,1.33559,1,1,,,0.253753,2.49116,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0078,W0_0_3.068,PHASE0,2.7231,1517157226.95,ONLINE_BASELINE,0.230201,1.2525,0.263855,1.66379,0.033654,0.41129,-0.146193978306,0.038098,0.458442,0.455972,1.33862,2,1,,,0.0121385,0.142909,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0078,W0_0_3.068,PHASE0,2.7231,1517157226.95,ORACLE_RELATIVE,0,6.13049e-16,0.255188,1.74965,0.255188,1.74965,-255188000,0.255188,1.74965,0.463338,1.34,4,1,,,0.0121385,0.142909,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0078,W0_0_3.068,PHASE0,2.7231,1517157226.95,PERFECT_INCREMENT,0.230242,2.90152,0.244026,2.17384,0.013784,-0.72768,-0.05986744382,0.0200174,1.2183,0.514176,1.33673,1,1,,,0.0121385,0.142909,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0079,W0_0_3.068,PHASE0,2.8239,1517157227.06,ONLINE_BASELINE,0.299462,2.91094,0.268675,3.04687,-0.030787,0.13593,0.102807701812,0.0418504,0.242996,0.444205,1.37164,2,1,,,0.270244,2.67874,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0079,W0_0_3.068,PHASE0,2.8239,1517157227.06,ORACLE_RELATIVE,0,7.71892e-16,0.0523701,0.571467,0.0523701,0.571467,-52370100,0.0523701,0.571467,0.250652,1.21663,2,1,,,0.270244,2.67874,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0079,W0_0_3.068,PHASE0,2.8239,1517157227.06,PERFECT_INCREMENT,0.268987,1.66378,0.29019,2.62981,0.021203,0.96603,-0.0788253707428,0.0311711,1.38647,0.383348,1.35895,1,1,,,0.270244,2.67874,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0080,W0_0_3.068,PHASE0,2.92476,1517157227.16,ONLINE_BASELINE,0.270791,3.26684,0.289107,3.24531,0.018316,-0.02153,-0.0676388801696,0.0216468,0.0491988,0.496919,1.31987,1,1,,,0.316411,2.91605,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0080,W0_0_3.068,PHASE0,2.92476,1517157227.16,ORACLE_RELATIVE,0,1.62446e-15,0.0823845,0.447911,0.0823845,0.447911,-82384500,0.0823845,0.447911,0.259621,1.20798,2,1,,,0.316411,2.91605,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0080,W0_0_3.068,PHASE0,2.92476,1517157227.16,PERFECT_INCREMENT,0.279025,3.04687,0.293092,3.15942,0.014067,0.11255,-0.0504148373802,0.0148924,0.191041,0.480892,1.31829,1,1,,,0.316411,2.91605,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0081,W0_0_3.068,PHASE0,3.02562,1517157227.26,ONLINE_BASELINE,0.311656,3.14346,0.305658,3.14388,-0.005998,0.00042,0.0192455784583,0.0110577,0.0344151,0.521614,1.29552,1,1,,,0.33052,2.90181,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0081,W0_0_3.068,PHASE0,3.02562,1517157227.26,ORACLE_RELATIVE,0,1.66853e-15,0.0912585,0.246789,0.0912585,0.246789,-91258500,0.0912585,0.246789,0.269703,1.1705,2,1,,,0.33052,2.90181,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0081,W0_0_3.068,PHASE0,3.02562,1517157227.26,PERFECT_INCREMENT,0.300123,3.24531,0.300668,3.15938,0.000545,-0.08593,-0.00181592213859,0.00972684,0.239093,0.527871,1.2988,1,1,,,0.33052,2.90181,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0082,W1_3.068_5.590,PHASE1,3.12648,1517157227.36,ONLINE_BASELINE,0.309373,2.17813,0.304159,2.23174,-0.005214,0.05361,0.0168534422849,0.00772038,0.445061,0.463302,1.30404,1,1,,,0.0135428,0.0816895,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0082,W1_3.068_5.590,PHASE1,3.12648,1517157227.36,ORACLE_RELATIVE,0,2.29088e-16,0.293297,2.2106,0.293297,2.2106,-293297000,0.293297,2.2106,0.46237,1.30673,6,1,,,0.0135428,0.0816895,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0082,W1_3.068_5.590,PHASE1,3.12648,1517157227.36,PERFECT_INCREMENT,0.316067,3.14387,0.296635,2.44357,-0.019432,-0.7003,0.0614806354349,0.0206464,0.71654,0.49964,1.29974,1,1,,,0.0135428,0.0816895,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0083,W1_3.068_5.590,PHASE1,3.22734,1517157227.46,ONLINE_BASELINE,0.305217,2.95667,0.314958,2.99497,0.009741,0.0383,-0.0319149981816,0.0270157,0.465145,0.455189,1.30432,1,1,,,0.350699,2.98355,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0083,W1_3.068_5.590,PHASE1,3.22734,1517157227.46,ORACLE_RELATIVE,0,1.70982e-17,0.0728674,0.334154,0.0728674,0.334154,-72867400,0.0728674,0.334154,0.260987,1.18576,2,1,,,0.350699,2.98355,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0083,W1_3.068_5.590,PHASE1,3.22734,1517157227.46,PERFECT_INCREMENT,0.311616,2.23174,0.326899,2.86617,0.015283,0.63443,-0.0490443366194,0.0297534,0.677129,0.432427,1.30506,1,1,,,0.350699,2.98355,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0084,W1_3.068_5.590,PHASE1,3.3282,1517157227.56,ONLINE_BASELINE,0.327361,5.53195,0.319982,5.32813,-0.007379,-0.20382,0.0225408646723,0.0137927,0.209345,0.47506,1.31709,1,1,,,0.414142,3.79798,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0084,W1_3.068_5.590,PHASE1,3.3282,1517157227.56,ORACLE_RELATIVE,0,2.02249e-16,0.10658,1.93539,0.10658,1.93539,-106580000,0.10658,1.93539,0.256866,1.13358,2,1,,,0.414142,3.79798,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0084,W1_3.068_5.590,PHASE1,3.3282,1517157227.56,PERFECT_INCREMENT,0.324744,2.99498,0.319484,5.02903,-0.00526,2.03405,0.0161973739315,0.0211393,2.16471,0.428841,1.31375,5,1,,,0.414142,3.79798,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0085,W1_3.068_5.590,PHASE1,3.42906,1517157227.66,ONLINE_BASELINE,0.335269,3.51397,0.335243,3.2518,-2.6e-05,-0.26217,7.75496690716e-05,0.0178618,0.311272,0.510532,1.28594,1,1,,,0.365913,3.12843,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0085,W1_3.068_5.590,PHASE1,3.42906,1517157227.66,ORACLE_RELATIVE,0,1.5931e-15,0.0846106,0.330013,0.0846106,0.330013,-84610600,0.0846106,0.330013,0.295924,1.13753,2,1,,,0.365913,3.12843,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0085,W1_3.068_5.590,PHASE1,3.42906,1517157227.66,PERFECT_INCREMENT,0.33698,5.32811,0.32786,3.11586,-0.00912,-2.21225,0.0270639207075,0.0174295,2.64821,0.481906,1.28318,3,1,,,0.365913,3.12843,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0086,W1_3.068_5.590,PHASE1,3.52992,1517157227.76,ONLINE_BASELINE,0.376895,3.4919,0.371642,3.2519,-0.005253,-0.24,0.0139375688189,0.0108124,0.479611,0.373057,1.29237,1,1,,,0.416204,3.08629,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0086,W1_3.068_5.590,PHASE1,3.52992,1517157227.76,ORACLE_RELATIVE,0,8.9038e-16,0.085618,0.671305,0.085618,0.671305,-85618000,0.085618,0.671305,0.252015,1.14154,2,1,,,0.416204,3.08629,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0086,W1_3.068_5.590,PHASE1,3.52992,1517157227.76,PERFECT_INCREMENT,0.34675,3.25181,0.363481,3.1968,0.016731,-0.05501,-0.0482509012257,0.0194348,0.265207,0.367599,1.29287,1,1,,,0.416204,3.08629,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0087,W1_3.068_5.590,PHASE1,3.63078,1517157227.86,ONLINE_BASELINE,0.392837,3.11591,0.365071,3.07819,-0.027766,-0.03772,0.0706807149021,0.0283431,0.0795973,0.622618,1.28648,1,1,,,0.407466,2.83419,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0087,W1_3.068_5.590,PHASE1,3.63078,1517157227.86,ORACLE_RELATIVE,0,4.34841e-17,0.0924898,0.323526,0.0924898,0.323526,-92489800,0.0924898,0.323526,0.35745,1.13971,2,1,,,0.407466,2.83419,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0087,W1_3.068_5.590,PHASE1,3.63078,1517157227.86,PERFECT_INCREMENT,0.383189,3.2519,0.358104,3.11363,-0.025085,-0.13827,0.0654637789707,0.0260133,0.148568,0.631042,1.28798,1,1,,,0.407466,2.83419,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0088,W1_3.068_5.590,PHASE1,3.73164,1517157227.96,ONLINE_BASELINE,0.384039,3.50394,0.385251,3.4486,0.001212,-0.05534,-0.00315592947591,0.0116742,0.369846,0.373394,1.31435,1,1,,,0.421862,3.01999,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0088,W1_3.068_5.590,PHASE1,3.73164,1517157227.96,ORACLE_RELATIVE,0,4.03016e-16,0.120397,1.00899,0.120397,1.00899,-120397000,0.120397,1.00899,0.254456,1.13184,3,1,,,0.421862,3.01999,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0088,W1_3.068_5.590,PHASE1,3.73164,1517157227.96,PERFECT_INCREMENT,0.375119,3.2197,0.382883,3.3695,0.007764,0.1498,-0.0206974320149,0.010882,0.519331,0.363328,1.31394,1,1,,,0.421862,3.01999,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0089,W1_3.068_5.590,PHASE1,3.83243,1517157228.06,ONLINE_BASELINE,0.391596,3.03709,0.37435,3.11887,-0.017246,0.08178,0.0440402864176,0.018529,0.124262,0.408882,1.27469,1,1,,,0.33923,2.34598,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0089,W1_3.068_5.590,PHASE1,3.83243,1517157228.06,ORACLE_RELATIVE,0,1.59134e-15,0.0840861,1.04863,0.0840861,1.04863,-84086100,0.0840861,1.04863,0.31841,1.13982,3,1,,,0.33923,2.34598,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0089,W1_3.068_5.590,PHASE1,3.83243,1517157228.06,PERFECT_INCREMENT,0.395858,3.4486,0.375605,3.23705,-0.020253,-0.21155,0.051162285466,0.0207965,0.269238,0.426981,1.27102,1,1,,,0.33923,2.34598,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0090,W1_3.068_5.590,PHASE1,3.9333,1517157228.16,ONLINE_BASELINE,0.357696,2.017,0.374242,2.16209,0.016546,0.14509,-0.0462571569154,0.0170097,0.390975,0.338203,1.28632,1,1,,,0.0272609,0.449565,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0090,W1_3.068_5.590,PHASE1,3.9333,1517157228.16,ORACLE_RELATIVE,0,2.04903e-16,0.369391,2.45436,0.369391,2.45436,-369391000,0.369391,2.45436,0.338791,1.28981,6,1,,,0.0272609,0.449565,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0090,W1_3.068_5.590,PHASE1,3.9333,1517157228.16,PERFECT_INCREMENT,0.382851,3.42295,0.36319,2.43084,-0.019661,-0.99211,0.0513541821753,0.0211299,2.04023,0.332816,1.28601,1,1,,,0.0272609,0.449565,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0091,W1_3.068_5.590,PHASE1,4.03415,1517157228.27,ONLINE_BASELINE,0.362644,3.27284,0.369438,3.48617,0.006794,0.21333,-0.0187346267965,0.00741574,0.218963,0.403526,1.23911,1,1,,,0.397529,3.26287,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0091,W1_3.068_5.590,PHASE1,4.03415,1517157228.27,ORACLE_RELATIVE,0,9.10946e-16,0.0626194,0.633285,0.0626194,0.633285,-62619400,0.0626194,0.633285,0.248106,1.08543,2,1,,,0.397529,3.26287,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0091,W1_3.068_5.590,PHASE1,4.03415,1517157228.27,PERFECT_INCREMENT,0.378893,2.16209,0.394124,3.15555,0.015231,0.99346,-0.0401986840612,0.0283968,1.35145,0.382895,1.23735,2,1,,,0.397529,3.26287,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0092,W1_3.068_5.590,PHASE1,4.13502,1517157228.37,ONLINE_BASELINE,0.358211,3.09739,0.403228,3.15673,0.045017,0.05934,-0.125671740957,0.0507106,0.0771123,0.418534,1.22471,2,1,,,0.429141,3.32615,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0092,W1_3.068_5.590,PHASE1,4.13502,1517157228.37,ORACLE_RELATIVE,0,2.16164e-15,0.0614519,0.362638,0.0614519,0.362638,-61451900,0.0614519,0.362638,0.273406,1.0695,2,1,,,0.429141,3.32615,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0092,W1_3.068_5.590,PHASE1,4.13502,1517157228.37,PERFECT_INCREMENT,0.377901,3.48616,0.395218,3.30746,0.017317,-0.1787,-0.0458241708807,0.0207659,0.212935,0.428406,1.22531,1,1,,,0.429141,3.32615,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0093,W1_3.068_5.590,PHASE1,4.23587,1517157228.47,ONLINE_BASELINE,0.437304,3.51046,0.409711,3.33038,-0.027593,-0.18008,0.0630979821817,0.029447,0.395473,0.375081,1.19946,1,1,,,0.487036,3.35191,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0093,W1_3.068_5.590,PHASE1,4.23587,1517157228.47,ORACLE_RELATIVE,0,6.69055e-17,0.0859584,0.80836,0.0859584,0.80836,-85958400,0.0859584,0.80836,0.237941,1.05799,2,1,,,0.487036,3.35191,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
