sequence,record_scope,frame,window,phase,relative_time_s,actual_timestamp,init_type,initial_translation_error_m,initial_rotation_error_deg,raw_endpoint_translation_error_m,raw_endpoint_rotation_error_deg,translation_error_change_m,rotation_error_change_deg,correction_ratio_translation,ndt_displacement_translation_m,ndt_displacement_rotation_deg,fitness,transformation_probability,iterations,converged,translation_limited,rotation_limited,baseline_oracle_endpoint_separation_m,baseline_oracle_endpoint_separation_deg,window_stats_inclusion,source,observation_conditioning
Floor01,registration_counterfactual,F01_NDT_0196,W0_PRE,PHASE0,19.0615,1660857412.26,ORACLE_RELATIVE,0,1.19886e-17,0.00805736,0.329799,0.00805736,0.329799,NA,0.00805736,0.329799,0.319761,1.5824,1,1,0,0,0.139743,0.296775,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0196,W0_PRE,PHASE0,19.0615,1660857412.26,PERFECT_INCREMENT,0.108715,0.524988,0.106053,0.750667,-0.002662,0.225679,0.0244860414846,0.0145759,0.233703,0.314693,1.58887,1,1,0,0,0.139743,0.296775,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0197,W0_PRE,PHASE0,19.1623,1660857412.36,ONLINE_BASELINE,0.187393,0.191762,0.175696,0.204862,-0.011697,0.0131,0.0624196207969,0.0253206,0.0722404,0.32185,1.57646,1,1,0,0,0.161505,0.144797,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0197,W0_PRE,PHASE0,19.1623,1660857412.36,ORACLE_RELATIVE,0,1.06284e-17,0.0183471,0.24704,0.0183471,0.24704,NA,0.0183471,0.24704,0.32913,1.56812,1,1,0,0,0.161505,0.144797,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0197,W0_PRE,PHASE0,19.1623,1660857412.36,PERFECT_INCREMENT,0.145916,0.419542,0.141892,0.243882,-0.004024,-0.17566,0.0275775103484,0.0118476,0.191654,0.322193,1.57635,1,1,0,0,0.161505,0.144797,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0198,W0_PRE,PHASE0,19.2632,1660857412.46,ONLINE_BASELINE,0.196062,1.07603,0.194455,1.29966,-0.001607,0.22363,0.00819638685722,0.024011,0.226879,0.311373,1.58957,1,1,0,0,0.175832,0.706544,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0198,W0_PRE,PHASE0,19.2632,1660857412.46,ORACLE_RELATIVE,0,5.70525e-16,0.0212445,0.600142,0.0212445,0.600142,NA,0.0212445,0.600142,0.317918,1.59171,1,1,0,0,0.175832,0.706544,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0198,W0_PRE,PHASE0,19.2632,1660857412.46,PERFECT_INCREMENT,0.175643,0.204863,0.177777,0.558177,0.002134,0.353314,-0.0121496444493,0.0101385,0.412154,0.312288,1.59357,1,1,0,0,0.175832,0.706544,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0199,W0_PRE,PHASE0,19.3641,1660857412.56,ONLINE_BASELINE,0.212982,0.918332,0.202279,1.13421,-0.010703,0.215878,0.0502530730296,0.0128012,0.23061,0.330299,1.56995,1,1,0,0,0.189385,0.853677,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0199,W0_PRE,PHASE0,19.3641,1660857412.56,ORACLE_RELATIVE,0,7.14382e-17,0.0143509,0.302924,0.0143509,0.302924,NA,0.0143509,0.302924,0.338752,1.55879,1,1,0,0,0.189385,0.853677,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0199,W0_PRE,PHASE0,19.3641,1660857412.56,PERFECT_INCREMENT,0.194096,1.29966,0.187727,1.42945,-0.006369,0.12979,0.0328136592202,0.00684411,0.136459,0.330087,1.56972,1,1,0,0,0.189385,0.853677,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0200,W0_PRE,PHASE0,19.4649,1660857412.66,ONLINE_BASELINE,0.202687,1.08232,0.182783,1.12168,-0.019904,0.03936,0.0982006739455,0.0232515,0.0444032,0.327325,1.58433,1,1,0,0,0.161241,0.819367,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0200,W0_PRE,PHASE0,19.4649,1660857412.66,ORACLE_RELATIVE,0,1.80978e-16,0.021637,0.31331,0.021637,0.31331,NA,0.021637,0.31331,0.335155,1.5772,1,1,0,0,0.161241,0.819367,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0200,W0_PRE,PHASE0,19.4649,1660857412.66,PERFECT_INCREMENT,0.202133,1.1342,0.185517,1.15396,-0.016616,0.01976,0.0822033017864,0.0175679,0.0557887,0.32765,1.58701,1,1,0,0,0.161241,0.819367,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0201,W0_PRE,PHASE0,19.5658,1660857412.76,ONLINE_BASELINE,0.167545,1.02604,0.155748,0.891641,-0.011797,-0.134399,0.0704109343758,0.0277167,0.140104,0.357407,1.54885,1,1,0,0,0.13414,0.925588,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0201,W0_PRE,PHASE0,19.5658,1660857412.76,ORACLE_RELATIVE,0,2.03832e-17,0.0230199,0.149726,0.0230199,0.149726,NA,0.0230199,0.149726,0.365488,1.55015,1,1,0,0,0.13414,0.925588,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0201,W0_PRE,PHASE0,19.5658,1660857412.76,PERFECT_INCREMENT,0.182661,1.12168,0.170716,1.07544,-0.011945,-0.04624,0.0653943644237,0.0185655,0.050304,0.356783,1.55042,1,1,0,0,0.13414,0.925588,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0202,W0_PRE,PHASE0,19.6666,1660857412.86,ONLINE_BASELINE,0.146729,0.976043,0.13882,1.02049,-0.007909,0.044447,0.0539020916111,0.0254226,0.0571044,0.339564,1.5709,1,1,0,0,0.129298,0.871109,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0202,W0_PRE,PHASE0,19.6666,1660857412.86,ORACLE_RELATIVE,0,3.62163e-17,0.0106617,0.191041,0.0106617,0.191041,NA,0.0106617,0.191041,0.347576,1.57242,1,1,0,0,0.129298,0.871109,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0202,W0_PRE,PHASE0,19.6666,1660857412.86,PERFECT_INCREMENT,0.155709,0.891641,0.152907,1.0804,-0.002802,0.188759,0.0179951062559,0.0139754,0.199163,0.339143,1.57279,1,1,0,0,0.129298,0.871109,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0203,W0_PRE,PHASE0,19.7675,1660857412.97,ONLINE_BASELINE,0.122351,1.25701,0.121549,1.30314,-0.000802,0.04613,0.0065549116885,0.0114083,0.0833706,0.354221,1.56975,1,1,0,0,0.101621,1.05689,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0203,W0_PRE,PHASE0,19.7675,1660857412.97,ORACLE_RELATIVE,0,7.06671e-17,0.0200961,0.255736,0.0200961,0.255736,NA,0.0200961,0.255736,0.361307,1.5635,1,1,0,0,0.101621,1.05689,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0203,W0_PRE,PHASE0,19.7675,1660857412.97,PERFECT_INCREMENT,0.138774,1.02049,0.136356,1.13377,-0.002418,0.11328,0.0174240131437,0.00802386,0.139302,0.354072,1.56824,1,1,0,0,0.101621,1.05689,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0204,W0_PRE,PHASE0,19.8683,1660857413.07,ONLINE_BASELINE,0.0985443,1.14183,0.104754,1.12882,0.0062097,-0.01301,-0.0630142991528,0.0124022,0.049452,0.357243,1.56416,1,1,0,0,0.081202,0.714844,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0204,W0_PRE,PHASE0,19.8683,1660857413.07,ORACLE_RELATIVE,0,6.35238e-16,0.024226,0.425718,0.024226,0.425718,NA,0.024226,0.425718,0.363486,1.56494,1,1,0,0,0.081202,0.714844,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0204,W0_PRE,PHASE0,19.8683,1660857413.07,PERFECT_INCREMENT,0.121535,1.30314,0.126799,1.20922,0.005264,-0.09392,-0.0433126259925,0.0107883,0.11485,0.356245,1.56704,1,1,0,0,0.081202,0.714844,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0205,W0_PRE,PHASE0,19.9692,1660857413.17,ONLINE_BASELINE,0.0883084,1.06231,0.0927842,0.885169,0.0044758,-0.177141,-0.0506837401651,0.0063356,0.193801,0.348353,1.56979,1,1,0,0,0.0771936,0.860593,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0205,W0_PRE,PHASE0,19.9692,1660857413.17,ORACLE_RELATIVE,0,1.78583e-15,0.0173066,0.161019,0.0173066,0.161019,NA,0.0173066,0.161019,0.354088,1.56907,1,1,0,0,0.0771936,0.860593,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0205,W0_PRE,PHASE0,19.9692,1660857413.17,PERFECT_INCREMENT,0.10474,1.1288,0.107314,0.988529,0.002574,-0.140271,-0.024575138438,0.00305671,0.161695,0.347405,1.57414,1,1,0,0,0.0771936,0.860593,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0305,W1_TRANSIENT,PHASE1,30.0546,1660857423.25,ONLINE_BASELINE,0.207294,1.8995,0.1916,1.83497,-0.015694,-0.06453,0.0757088965431,0.0426628,0.0775828,0.0295565,1.78766,2,1,0,0,0.0320308,0.47661,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0305,W1_TRANSIENT,PHASE1,30.0546,1660857423.25,ORACLE_RELATIVE,0,3.9767e-16,0.162217,1.36438,0.162217,1.36438,NA,0.162217,1.36438,0.0302389,1.78244,3,1,0,0,0.0320308,0.47661,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0305,W1_TRANSIENT,PHASE1,30.0546,1660857423.25,PERFECT_INCREMENT,0.196246,1.75759,0.193527,1.79441,-0.002719,0.03682,0.0138550594662,0.0147336,0.369923,0.0294161,1.78288,1,1,0,0,0.0320308,0.47661,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0306,W1_TRANSIENT,PHASE1,30.1555,1660857423.35,ONLINE_BASELINE,0.202951,1.83619,0.205307,1.81403,0.002356,-0.02216,-0.0116087134333,0.0194976,0.0312046,0.0264749,1.83108,1,1,0,0,0.0321635,0.231432,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0306,W1_TRANSIENT,PHASE1,30.1555,1660857423.35,ORACLE_RELATIVE,0,9.73946e-17,0.179807,1.58346,0.179807,1.58346,NA,0.179807,1.58346,0.0267562,1.82788,3,1,0,0,0.0321635,0.231432,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0306,W1_TRANSIENT,PHASE1,30.1555,1660857423.35,PERFECT_INCREMENT,0.191659,1.83497,0.199952,1.79103,0.008293,-0.04394,-0.0432695568692,0.0115263,0.168924,0.0267809,1.82793,1,1,0,0,0.0321635,0.231432,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0307,W1_TRANSIENT,PHASE1,30.2563,1660857423.45,ONLINE_BASELINE,0.218925,1.95581,0.20536,1.79313,-0.013565,-0.16268,0.0619618590842,0.0230161,0.195447,0.0260872,1.80629,1,1,0,0,0.0339592,0.353931,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0307,W1_TRANSIENT,PHASE1,30.2563,1660857423.45,ORACLE_RELATIVE,0,3.03881e-16,0.173348,1.44572,0.173348,1.44572,NA,0.173348,1.44572,0.026762,1.79949,3,1,0,0,0.0339592,0.353931,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0307,W1_TRANSIENT,PHASE1,30.2563,1660857423.45,PERFECT_INCREMENT,0.20532,1.81403,0.198931,1.71779,-0.006389,-0.09624,0.0311172803429,0.0180628,0.168596,0.0262431,1.80175,1,1,0,0,0.0339592,0.353931,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0308,W1_TRANSIENT,PHASE1,30.3572,1660857423.55,ONLINE_BASELINE,0.198429,2.36494,0.197831,2.28767,-0.000598,-0.07727,0.00301367239668,0.0224427,0.121252,0.0215613,1.80796,1,1,0,0,0.0291313,0.442026,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0308,W1_TRANSIENT,PHASE1,30.3572,1660857423.55,ORACLE_RELATIVE,0,2.84833e-15,0.177755,1.84816,0.177755,1.84816,NA,0.177755,1.84816,0.0219682,1.81369,3,1,0,0,0.0291313,0.442026,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0308,W1_TRANSIENT,PHASE1,30.3572,1660857423.55,PERFECT_INCREMENT,0.205162,1.79313,0.203869,2.01259,-0.001293,0.21946,0.00630233669003,0.0173707,0.345729,0.0222832,1.81289,1,1,0,0,0.0291313,0.442026,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0309,W1_TRANSIENT,PHASE1,30.458,1660857423.66,ONLINE_BASELINE,0.190234,1.57475,0.188924,1.5818,-0.00131,0.00705,0.00688625587434,0.0225704,0.100656,0.0220132,1.82964,1,1,0,0,0.0208947,0.167784,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0309,W1_TRANSIENT,PHASE1,30.458,1660857423.66,ORACLE_RELATIVE,0,7.22147e-17,0.172252,1.42268,0.172252,1.42268,NA,0.172252,1.42268,0.0221528,1.83197,3,1,0,0,0.0208947,0.167784,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0309,W1_TRANSIENT,PHASE1,30.458,1660857423.66,PERFECT_INCREMENT,0.197861,2.28767,0.193601,1.93058,-0.00426,-0.35709,0.021530266197,0.0142294,0.521525,0.0220658,1.82814,1,1,0,0,0.0208947,0.167784,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0310,W1_TRANSIENT,PHASE1,30.5589,1660857423.76,ONLINE_BASELINE,0.173852,1.80764,0.183401,1.96137,0.009549,0.15373,-0.0549260290362,0.0162147,0.270806,0.0207917,1.82362,1,1,0,0,0.0194845,0.36954,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0310,W1_TRANSIENT,PHASE1,30.5589,1660857423.76,ORACLE_RELATIVE,0,1.14308e-15,0.169663,1.61292,0.169663,1.61292,NA,0.169663,1.61292,0.0214563,1.81932,3,1,0,0,0.0194845,0.36954,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0310,W1_TRANSIENT,PHASE1,30.5589,1660857423.76,PERFECT_INCREMENT,0.188656,1.5818,0.191269,1.90001,0.002613,0.31821,-0.0138506063947,0.00650526,0.740893,0.0231411,1.82158,1,1,0,0,0.0194845,0.36954,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0311,W1_TRANSIENT,PHASE1,30.6598,1660857423.86,ONLINE_BASELINE,0.176288,1.90764,0.181,1.93572,0.004712,0.02808,-0.0267289889272,0.00613114,0.150924,0.0218176,1.80762,1,1,0,1,0.0198644,0.119436,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0311,W1_TRANSIENT,PHASE1,30.6598,1660857423.86,ORACLE_RELATIVE,0,1.99173e-16,0.163491,1.83622,0.163491,1.83622,NA,0.163491,1.83622,0.0221499,1.81191,3,1,0,1,0.0198644,0.119436,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0311,W1_TRANSIENT,PHASE1,30.6598,1660857423.86,PERFECT_INCREMENT,0.183979,1.96137,0.185317,1.90376,0.001338,-0.05761,-0.00727256915191,0.00976563,0.846372,0.0219124,1.80413,1,1,0,1,0.0198644,0.119436,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0312,W1_TRANSIENT,PHASE1,30.7606,1660857423.96,ONLINE_BASELINE,0.192047,0.868429,0.175672,0.949871,-0.016375,0.081442,0.0852655860284,0.0247225,0.249211,0.0250979,1.81252,1,1,0,1,0.0298455,0.0556453,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0312,W1_TRANSIENT,PHASE1,30.7606,1660857423.96,ORACLE_RELATIVE,0,8.20363e-16,0.151359,0.949962,0.151359,0.949962,NA,0.151359,0.949962,0.0255619,1.81857,3,1,0,1,0.0298455,0.0556453,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0312,W1_TRANSIENT,PHASE1,30.7606,1660857423.96,PERFECT_INCREMENT,0.180621,1.9754,0.168877,1.52558,-0.011744,-0.44982,0.0650201250131,0.0176861,0.48796,0.0262076,1.80883,1,1,0,1,0.0298455,0.0556453,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0313,W1_TRANSIENT,PHASE1,30.8614,1660857424.06,ONLINE_BASELINE,0.169537,2.36762,0.190823,2.14856,0.021286,-0.21906,-0.125553713939,0.057975,0.975786,0.0233338,1.79286,2,1,0,1,0.0174087,0.455588,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0313,W1_TRANSIENT,PHASE1,30.8614,1660857424.06,ORACLE_RELATIVE,0,1.79182e-16,0.178431,1.69502,0.178431,1.69502,NA,0.178431,1.69502,0.0233798,1.78761,3,1,0,1,0.0174087,0.455588,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0313,W1_TRANSIENT,PHASE1,30.8614,1660857424.06,PERFECT_INCREMENT,0.175759,1.69607,0.191072,1.89443,0.015313,0.19836,-0.0871249836424,0.0362622,1.18634,0.0229998,1.79263,2,1,0,1,0.0174087,0.455588,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0314,W1_TRANSIENT,PHASE1,30.9623,1660857424.16,ONLINE_BASELINE,0.169985,2.53803,0.20365,1.78709,0.033665,-0.75094,-0.19804688649,0.0483218,1.64573,0.024883,1.79921,2,1,0,1,0.017735,0.543988,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0314,W1_TRANSIENT,PHASE1,30.9623,1660857424.16,ORACLE_RELATIVE,0,1.61647e-15,0.186507,1.26478,0.186507,1.26478,NA,0.186507,1.26478,0.0257716,1.8022,3,1,0,1,0.017735,0.543988,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0314,W1_TRANSIENT,PHASE1,30.9623,1660857424.16,PERFECT_INCREMENT,0.191287,2.82921,0.20912,1.88512,0.017833,-0.94409,-0.0932264084857,0.0195914,1.85935,0.0245893,1.79999,2,1,0,1,0.017735,0.543988,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0315,W1_TRANSIENT,PHASE1,31.0631,1660857424.26,ONLINE_BASELINE,0.213742,3.29811,0.225438,1.74274,0.011696,-1.55537,-0.0547201766616,0.0176724,2.65181,0.0251063,1.78855,2,1,0,1,0.014934,0.377291,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0315,W1_TRANSIENT,PHASE1,31.0631,1660857424.26,ORACLE_RELATIVE,0,4.58176e-16,0.212162,1.40388,0.212162,1.40388,NA,0.212162,1.40388,0.024973,1.78602,4,1,0,1,0.014934,0.377291,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0315,W1_TRANSIENT,PHASE1,31.0631,1660857424.26,PERFECT_INCREMENT,0.204628,3.13961,0.231387,1.69224,0.026759,-1.44737,-0.130769005219,0.029013,2.38891,0.0262161,1.77906,2,1,0,1,0.014934,0.377291,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0316,W1_TRANSIENT,PHASE1,31.164,1660857424.36,ONLINE_BASELINE,0.170027,4.23725,0.225649,2.32886,0.055622,-1.90839,-0.327136278356,0.0575079,3.20019,0.0267452,1.76082,2,1,0,1,0.0406461,0.697733,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0316,W1_TRANSIENT,PHASE1,31.164,1660857424.36,ORACLE_RELATIVE,0,4.81668e-15,0.18709,1.8124,0.18709,1.8124,NA,0.18709,1.8124,0.0259043,1.78803,3,1,0,1,0.0406461,0.697733,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
