sequence,record_scope,frame,window,phase,relative_time_s,actual_timestamp,init_type,initial_translation_error_m,initial_rotation_error_deg,raw_endpoint_translation_error_m,raw_endpoint_rotation_error_deg,translation_error_change_m,rotation_error_change_deg,correction_ratio_translation,ndt_displacement_translation_m,ndt_displacement_rotation_deg,fitness,transformation_probability,iterations,converged,translation_limited,rotation_limited,baseline_oracle_endpoint_separation_m,baseline_oracle_endpoint_separation_deg,window_stats_inclusion,source,observation_conditioning
Floor01,registration_counterfactual,F01_NDT_0402,W2_P025,PHASE1_TO_PHASE2_TRANSITION,39.8375,1660857433.04,PERFECT_INCREMENT,0.312413,4.99967,0.331681,2.85878,0.019268,-2.14089,-0.061674770256,0.0628596,4.09788,0.0233801,1.83092,3,1,0,1,0.0569443,0.673487,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0403,W2_P025,PHASE1_TO_PHASE2_TRANSITION,39.9383,1660857433.14,ONLINE_BASELINE,0.322096,3.81328,0.301278,2.83391,-0.020818,-0.97937,0.0646329044757,0.0520486,2.17354,0.0217405,1.83145,3,1,0,0,0.0652994,0.572531,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0403,W2_P025,PHASE1_TO_PHASE2_TRANSITION,39.9383,1660857433.14,ORACLE_RELATIVE,0,0,0.236024,2.30159,0.236024,2.30159,NA,0.236024,2.30159,0.0209318,1.82834,4,1,0,0,0.0652994,0.572531,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0403,W2_P025,PHASE1_TO_PHASE2_TRANSITION,39.9383,1660857433.14,PERFECT_INCREMENT,0.314761,3.49104,0.30405,2.82278,-0.010711,-0.66826,0.0340289934268,0.0206992,1.73571,0.0218726,1.83003,2,1,0,0,0.0652994,0.572531,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0404,W2_P025,PHASE1_TO_PHASE2_TRANSITION,40.0392,1660857433.24,ONLINE_BASELINE,0.288037,2.8288,0.293142,2.73,0.005105,-0.0988,-0.0177234174776,0.0408579,0.1003,0.0245199,1.82743,2,1,0,0,0.0591926,0.96652,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0404,W2_P025,PHASE1_TO_PHASE2_TRANSITION,40.0392,1660857433.24,ORACLE_RELATIVE,0,3.51405e-17,0.235974,2.05753,0.235974,2.05753,NA,0.235974,2.05753,0.0215334,1.83319,4,1,0,0,0.0591926,0.96652,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0404,W2_P025,PHASE1_TO_PHASE2_TRANSITION,40.0392,1660857433.24,PERFECT_INCREMENT,0.30139,2.83391,0.302264,2.69733,0.000874,-0.13658,-0.00289989714324,0.0155695,0.337198,0.0237653,1.83283,1,1,0,0,0.0591926,0.96652,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0405,W2_P025,PHASE1_TO_PHASE2_TRANSITION,40.14,1660857433.34,ONLINE_BASELINE,0.285706,2.74147,0.276613,2.66587,-0.009093,-0.0756,0.0318264229663,0.0223914,0.0803212,0.0246871,1.82248,1,1,0,0,0.0559959,0.924891,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0405,W2_P025,PHASE1_TO_PHASE2_TRANSITION,40.14,1660857433.34,ORACLE_RELATIVE,0,7.02813e-17,0.222474,2.01785,0.222474,2.01785,NA,0.222474,2.01785,0.0222398,1.82563,4,1,0,0,0.0559959,0.924891,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0405,W2_P025,PHASE1_TO_PHASE2_TRANSITION,40.14,1660857433.34,PERFECT_INCREMENT,0.293255,2.73,0.282428,2.67973,-0.010827,-0.05027,0.036920086614,0.0142692,0.26174,0.0250444,1.82107,1,1,0,0,0.0559959,0.924891,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0406,W2_P025,PHASE1_TO_PHASE2_TRANSITION,40.2409,1660857433.44,ONLINE_BASELINE,0.259401,2.6923,0.271173,2.67195,0.011772,-0.02035,-0.0453814750136,0.0135469,0.0317648,0.0260336,1.82484,1,1,0,0,0.0404383,0.751658,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0406,W2_P025,PHASE1_TO_PHASE2_TRANSITION,40.2409,1660857433.44,ORACLE_RELATIVE,0,1.05604e-16,0.23123,2.1783,0.23123,2.1783,NA,0.23123,2.1783,0.023772,1.83001,4,1,0,0,0.0404383,0.751658,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0406,W2_P025,PHASE1_TO_PHASE2_TRANSITION,40.2409,1660857433.44,PERFECT_INCREMENT,0.276484,2.66587,0.28016,2.68528,0.003676,0.01941,-0.0132955252384,0.00515789,0.067686,0.0262426,1.82266,1,1,0,0,0.0404383,0.751658,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0407,W2_P025,PHASE1_TO_PHASE2_TRANSITION,40.3418,1660857433.54,ONLINE_BASELINE,0.26598,2.59278,0.281172,2.70356,0.015192,0.11078,-0.0571170764719,0.0181536,0.116246,0.0263021,1.81411,1,1,0,0,0.059442,0.913039,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0407,W2_P025,PHASE1_TO_PHASE2_TRANSITION,40.3418,1660857433.54,ORACLE_RELATIVE,0,1.98785e-16,0.222713,2.00488,0.222713,2.00488,NA,0.222713,2.00488,0.0238554,1.80761,4,1,0,0,0.059442,0.913039,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0407,W2_P025,PHASE1_TO_PHASE2_TRANSITION,40.3418,1660857433.54,PERFECT_INCREMENT,0.271029,2.67194,0.288729,2.79592,0.0177,0.12398,-0.0653066646005,0.0218247,0.144435,0.0264119,1.81754,1,1,0,0,0.059442,0.913039,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0408,W2_P025,PHASE1_TO_PHASE2_TRANSITION,40.4426,1660857433.64,ONLINE_BASELINE,0.298726,2.99805,0.294241,2.97666,-0.004485,-0.02139,0.0150137584275,0.00788228,0.0345994,0.0276399,1.81729,1,1,0,0,0.0623641,1.02501,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0408,W2_P025,PHASE1_TO_PHASE2_TRANSITION,40.4426,1660857433.64,ORACLE_RELATIVE,0,1.20616e-15,0.234961,2.32559,0.234961,2.32559,NA,0.234961,2.32559,0.0241608,1.82444,4,1,0,0,0.0623641,1.02501,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0408,W2_P025,PHASE1_TO_PHASE2_TRANSITION,40.4426,1660857433.64,PERFECT_INCREMENT,0.28123,2.70357,0.281801,2.77511,0.000571,0.07154,-0.00203036660385,0.00621119,0.0991234,0.026944,1.81679,1,1,0,0,0.0623641,1.02501,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0409,W2_P025,PHASE1_TO_PHASE2_TRANSITION,40.5435,1660857433.74,ONLINE_BASELINE,0.307408,2.87348,0.302004,2.83932,-0.005404,-0.03416,0.0175792432207,0.0132783,0.0611841,0.022154,1.82776,1,1,0,0,0.0666028,0.99368,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0409,W2_P025,PHASE1_TO_PHASE2_TRANSITION,40.5435,1660857433.74,ORACLE_RELATIVE,0,4.58176e-16,0.240334,2.20077,0.240334,2.20077,NA,0.240334,2.20077,0.020178,1.83867,4,1,0,0,0.0666028,0.99368,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0409,W2_P025,PHASE1_TO_PHASE2_TRANSITION,40.5435,1660857433.74,PERFECT_INCREMENT,0.294308,2.97666,0.296425,2.89367,0.002117,-0.08299,-0.00719314459682,0.00998431,0.103634,0.0218948,1.83068,1,1,0,0,0.0666028,0.99368,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0410,W2_P025,PHASE1_TO_PHASE2_TRANSITION,40.6443,1660857433.84,ONLINE_BASELINE,0.301764,2.72885,0.296451,2.68488,-0.005313,-0.04397,0.0176064739333,0.0103787,0.0726203,0.0235022,1.82305,1,1,0,0,0.0716259,1.10553,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0410,W2_P025,PHASE1_TO_PHASE2_TRANSITION,40.6443,1660857433.84,ORACLE_RELATIVE,0,7.45443e-17,0.225545,1.92548,0.225545,1.92548,NA,0.225545,1.92548,0.0206087,1.82643,4,1,0,0,0.0716259,1.10553,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0410,W2_P025,PHASE1_TO_PHASE2_TRANSITION,40.6443,1660857433.84,PERFECT_INCREMENT,0.30195,2.83932,0.299027,2.75921,-0.002923,-0.08011,0.00968041066402,0.00664063,0.105499,0.0233458,1.82694,1,1,0,0,0.0716259,1.10553,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0411,W2_P025,PHASE1_TO_PHASE2_TRANSITION,40.7452,1660857433.94,ONLINE_BASELINE,0.29095,2.75779,0.292803,2.72266,0.001853,-0.03513,-0.00636879188864,0.00872685,0.0577666,0.0231524,1.83105,1,1,0,0,0.0571567,0.766798,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0411,W2_P025,PHASE1_TO_PHASE2_TRANSITION,40.7452,1660857433.94,ORACLE_RELATIVE,0,5.00251e-16,0.235829,2.15151,0.235829,2.15151,NA,0.235829,2.15151,0.0211838,1.83784,4,1,0,0,0.0571567,0.766798,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0411,W2_P025,PHASE1_TO_PHASE2_TRANSITION,40.7452,1660857433.94,PERFECT_INCREMENT,0.296406,2.68488,0.293287,2.68642,-0.003119,0.00154,0.0105227289596,0.00849312,0.110462,0.0232819,1.83022,1,1,0,0,0.0571567,0.766798,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0412,W2_P025,PHASE1_TO_PHASE2_TRANSITION,40.846,1660857434.04,ONLINE_BASELINE,0.293004,2.45999,0.28807,2.44036,-0.004934,-0.01963,0.0168393605548,0.00955592,0.078615,0.0219697,1.83797,1,1,0,0,0.0497157,0.692261,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0412,W2_P025,PHASE1_TO_PHASE2_TRANSITION,40.846,1660857434.04,ORACLE_RELATIVE,0,9.84414e-17,0.239137,1.98131,0.239137,1.98131,NA,0.239137,1.98131,0.019844,1.83685,4,1,0,0,0.0497157,0.692261,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0412,W2_P025,PHASE1_TO_PHASE2_TRANSITION,40.846,1660857434.04,PERFECT_INCREMENT,0.293088,2.72265,0.291104,2.56659,-0.001984,-0.15606,0.00676929795829,0.00730891,0.156276,0.0218773,1.83902,1,1,0,0,0.0497157,0.692261,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0413,W2_P025,PHASE1_TO_PHASE2_TRANSITION,40.9469,1660857434.14,ONLINE_BASELINE,0.283704,2.67136,0.288051,2.65077,0.004347,-0.02059,-0.0153223077574,0.00628885,0.0478785,0.0220227,1.84603,1,1,0,0,0.0353626,1.01865,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0413,W2_P025,PHASE1_TO_PHASE2_TRANSITION,40.9469,1660857434.14,ORACLE_RELATIVE,0,1.61676e-15,0.253272,2.2477,0.253272,2.2477,NA,0.253272,2.2477,0.019683,1.8432,5,1,0,0,0.0353626,1.01865,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0413,W2_P025,PHASE1_TO_PHASE2_TRANSITION,40.9469,1660857434.14,PERFECT_INCREMENT,0.288326,2.44036,0.298053,2.69441,0.009727,0.25405,-0.033736118144,0.0103694,0.289322,0.0226308,1.84267,1,1,0,0,0.0353626,1.01865,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0414,W2_P025,PHASE1_TO_PHASE2_TRANSITION,41.0477,1660857434.25,ONLINE_BASELINE,0.286601,2.62272,0.288024,2.5384,0.001423,-0.08432,-0.00496509084058,0.00326714,0.111521,0.0229267,1.82415,1,1,0,0,0.0444147,0.597712,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0414,W2_P025,PHASE1_TO_PHASE2_TRANSITION,41.0477,1660857434.25,ORACLE_RELATIVE,0,5.01791e-17,0.24408,2.11421,0.24408,2.11421,NA,0.24408,2.11421,0.0213961,1.83056,4,1,0,0,0.0444147,0.597712,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0414,W2_P025,PHASE1_TO_PHASE2_TRANSITION,41.0477,1660857434.25,PERFECT_INCREMENT,0.287791,2.65077,0.289883,2.58539,0.002092,-0.06538,-0.00726916408088,0.00422563,0.0779753,0.0230718,1.82412,1,1,0,0,0.0444147,0.597712,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0415,W2_P025,PHASE1_TO_PHASE2_TRANSITION,41.1486,1660857434.35,ONLINE_BASELINE,0.288185,2.65571,0.285577,2.65204,-0.002608,-0.00367,0.009049742353,0.0076913,0.14047,0.0249166,1.8121,1,1,0,0,0.0494093,0.786293,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0415,W2_P025,PHASE1_TO_PHASE2_TRANSITION,41.1486,1660857434.35,ORACLE_RELATIVE,0,9.31803e-18,0.236222,2.15804,0.236222,2.15804,NA,0.236222,2.15804,0.0225887,1.8249,4,1,0,0,0.0494093,0.786293,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0415,W2_P025,PHASE1_TO_PHASE2_TRANSITION,41.1486,1660857434.35,PERFECT_INCREMENT,0.287774,2.5384,0.282532,2.49903,-0.005242,-0.03937,0.0182156831402,0.00531524,0.0790233,0.0240082,1.81603,1,1,0,0,0.0494093,0.786293,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0416,W2_P025,PHASE1_TO_PHASE2_TRANSITION,41.2494,1660857434.45,ONLINE_BASELINE,0.286425,3.65047,0.29153,3.4957,0.005105,-0.15477,-0.0178231648774,0.0174349,0.302993,0.0207379,1.81369,1,1,0,0,0.0641827,1.01058,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0416,W2_P025,PHASE1_TO_PHASE2_TRANSITION,41.2494,1660857434.45,ORACLE_RELATIVE,0,4.77478e-15,0.228546,2.85299,0.228546,2.85299,NA,0.228546,2.85299,0.0201067,1.81238,4,1,0,0,0.0641827,1.01058,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0416,W2_P025,PHASE1_TO_PHASE2_TRANSITION,41.2494,1660857434.45,PERFECT_INCREMENT,0.285173,2.65204,0.274403,3.22768,-0.01077,0.57564,0.0377665487266,0.0219464,1.86399,0.0205882,1.81245,1,1,0,0,0.0641827,1.01058,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0417,W2_P025,PHASE1_TO_PHASE2_TRANSITION,41.3503,1660857434.55,ONLINE_BASELINE,0.298135,2.7501,0.30184,2.86305,0.003705,0.11295,-0.0124272561088,0.0123529,0.304014,0.0208191,1.82954,1,1,0,0,0.0726907,0.842253,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0417,W2_P025,PHASE1_TO_PHASE2_TRANSITION,41.3503,1660857434.55,ORACLE_RELATIVE,0,1.02451e-16,0.229173,2.17425,0.229173,2.17425,NA,0.229173,2.17425,0.0208697,1.82109,4,1,0,0,0.0726907,0.842253,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0417,W2_P025,PHASE1_TO_PHASE2_TRANSITION,41.3503,1660857434.55,PERFECT_INCREMENT,0.291009,3.49571,0.317554,3.08582,0.026545,-0.40989,-0.0912171101237,0.0368553,2.29256,0.0208032,1.82523,2,1,0,0,0.0726907,0.842253,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0418,W2_P025,PHASE1_TO_PHASE2_TRANSITION,41.4512,1660857434.65,ONLINE_BASELINE,0.31091,3.01647,0.313951,3.03164,0.003041,0.01517,-0.00978096555273,0.00614971,0.167409,0.0218791,1.84629,1,1,0,0,0.0876754,0.904988,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0418,W2_P025,PHASE1_TO_PHASE2_TRANSITION,41.4512,1660857434.65,ORACLE_RELATIVE,0,1.8354e-15,0.229884,2.36677,0.229884,2.36677,NA,0.229884,2.36677,0.0211479,1.83492,4,1,0,0,0.0876754,0.904988,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0418,W2_P025,PHASE1_TO_PHASE2_TRANSITION,41.4512,1660857434.65,PERFECT_INCREMENT,0.301586,2.86305,0.318187,3.20301,0.016601,0.33996,-0.0550456586181,0.021505,1.39542,0.0218452,1.84169,1,1,0,0,0.0876754,0.904988,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0419,W2_P025,PHASE1_TO_PHASE2_TRANSITION,41.552,1660857434.75,ONLINE_BASELINE,0.326682,2.84883,0.326703,2.93896,2.1e-05,0.09013,-6.42826969348e-05,0.00649015,0.112986,0.0236279,1.83465,1,1,0,0,0.0638936,0.735758,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0419,W2_P025,PHASE1_TO_PHASE2_TRANSITION,41.552,1660857434.75,ORACLE_RELATIVE,0,2.48481e-17,0.264519,2.35699,0.264519,2.35699,NA,0.264519,2.35699,0.0223419,1.83621,5,1,0,0,0.0638936,0.735758,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0419,W2_P025,PHASE1_TO_PHASE2_TRANSITION,41.552,1660857434.75,PERFECT_INCREMENT,0.313758,3.03166,0.309792,2.84263,-0.003966,-0.18903,0.0126403151473,0.0122795,0.966244,0.0240519,1.82856,1,1,0,0,0.0638936,0.735758,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0420,W2_P025,PHASE1_TO_PHASE2_TRANSITION,41.6529,1660857434.85,ONLINE_BASELINE,0.340527,2.95675,0.335087,2.9991,-0.00544,0.04235,0.0159752383805,0.0112651,0.111145,0.0229225,1.84039,1,1,0,0,0.0935862,0.746712,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0420,W2_P025,PHASE1_TO_PHASE2_TRANSITION,41.6529,1660857434.85,ORACLE_RELATIVE,0,4.22463e-17,0.244256,2.31468,0.244256,2.31468,NA,0.244256,2.31468,0.021498,1.83542,4,1,0,0,0.0935862,0.746712,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0420,W2_P025,PHASE1_TO_PHASE2_TRANSITION,41.6529,1660857434.85,PERFECT_INCREMENT,0.326549,2.93897,0.332286,3.05158,0.005737,0.11261,-0.0175685731697,0.00865851,0.297311,0.0228283,1.83832,1,1,0,0,0.0935862,0.746712,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0421,W2_P025,PHASE1_TO_PHASE2_TRANSITION,41.7537,1660857434.95,ONLINE_BASELINE,0.343819,2.91857,0.343721,2.98229,-9.8e-05,0.06372,0.000285033695055,0.00685732,0.128757,0.0246567,1.83082,1,1,0,0,0.112938,0.911946,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0421,W2_P025,PHASE1_TO_PHASE2_TRANSITION,41.7537,1660857434.95,ORACLE_RELATIVE,0,5.35244e-16,0.236605,2.11584,0.236605,2.11584,NA,0.236605,2.11584,0.0226577,1.82265,4,1,0,0,0.112938,0.911946,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0421,W2_P025,PHASE1_TO_PHASE2_TRANSITION,41.7537,1660857434.95,PERFECT_INCREMENT,0.334937,2.9991,0.342427,3.07692,0.00749,0.07782,-0.0223624144242,0.00980312,0.34715,0.0248192,1.82655,1,1,0,0,0.112938,0.911946,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0422,W2_P025,PHASE1_TO_PHASE2_TRANSITION,41.8545,1660857435.05,ONLINE_BASELINE,0.354861,2.90512,0.343096,2.92424,-0.011765,0.01912,0.0331538264278,0.0165183,0.0493381,0.0246502,1.81975,1,1,0,0,0.12191,0.802229,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
Floor01,registration_counterfactual,F01_NDT_0422,W2_P025,PHASE1_TO_PHASE2_TRANSITION,41.8545,1660857435.05,ORACLE_RELATIVE,0,7.95329e-15,0.230187,2.12618,0.230187,2.12618,NA,0.230187,2.12618,0.0229284,1.81484,4,1,0,0,0.12191,0.802229,YES,P3-R7I floor01_r7i_initialization_comparison.csv,baseline-conditioned closed-loop full-SE3 deskew cloud; counterfactual NDT does not regenerate cloud history
