record_type,sequence,frame,window,phase,relative_time_s,oracle_initial_translation_error_m,oracle_initial_rotation_error_deg,oracle_raw_endpoint_translation_error_m,oracle_raw_endpoint_rotation_error_deg,oracle_push_away_translation_m,push_away_gt_015m,push_away_gt_05m,push_away_gt_10m,strong_retention_le_015m_and_2deg,translation_limited,rotation_limited
FRAME,Floor01,F01_NDT_1145,W3_P050,PHASE2,114.873,0,5.00829e-17,0.519004,0.844752,0.519004,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1146,W3_P050,PHASE2,114.974,0,1.2424e-16,0.54781,0.582205,0.54781,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1147,W3_P050,PHASE2,115.075,0,8.50661e-16,0.555978,1.17133,0.555978,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1148,W3_P050,PHASE2,115.176,0,8.55005e-16,0.575271,0.844416,0.575271,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1149,W3_P050,PHASE2,115.277,0,1.99591e-15,0.651247,0.780812,0.651247,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1150,W3_P050,PHASE2,115.377,0,3.18211e-15,0.631276,0.821467,0.631276,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1151,W3_P050,PHASE2,115.478,0,2.82275e-15,0.61003,0.492259,0.61003,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1152,W3_P050,PHASE2,115.579,0,4.96962e-17,0.568099,0.960555,0.568099,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1153,W3_P050,PHASE2,115.68,0,0,0.583283,0.849273,0.583283,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1154,W3_P050,PHASE2,115.781,0,9.00379e-16,0.617253,0.618028,0.617253,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1155,W3_P050,PHASE2,115.882,0,2.48481e-17,0.621721,0.816444,0.621721,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1156,W3_P050,PHASE2,115.982,0,1.85156e-15,0.586522,0.551575,0.586522,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1365,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,137.061,0,6.84264e-16,0.843281,0.581471,0.843281,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1366,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,137.162,0,1.79182e-16,0.795855,0.352126,0.795855,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1367,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,137.263,0,3.11442e-16,0.857391,0.720644,0.857391,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1368,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,137.364,0,4.86236e-16,0.843855,0.587173,0.843855,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1369,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,137.464,0,4.69784e-17,0.852134,0.42853,0.852134,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1370,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,137.565,0,1.59029e-15,0.80646,0.377991,0.80646,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1371,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,137.666,0,1.28064e-17,0.843699,0.519162,0.843699,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1372,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,137.767,0,8.03635e-16,0.914522,0.401341,0.914522,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1373,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,137.868,0,4.52242e-17,0.906281,0.768657,0.906281,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1374,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,137.969,0,8.18196e-16,0.955324,0.367323,0.955324,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1375,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,138.07,0,3.51405e-17,0.881641,0.917268,0.881641,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1376,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,138.17,0,0,0.830085,0.577775,0.830085,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1377,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,138.271,0,7.41712e-17,0.798818,1.85846,0.798818,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1378,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,138.372,0,5.96354e-16,0.856195,0.374691,0.856195,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1379,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,138.473,0,2.50034e-16,0.814101,1.23973,0.814101,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1380,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,138.574,0,3.98345e-16,0.793667,0.794294,0.793667,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1381,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,138.675,0,2.25089e-16,0.865894,1.17833,0.865894,1,1,0,0,0,1
FRAME,Floor01,F01_NDT_1382,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,138.776,0,9.01492e-16,0.926174,0.76334,0.926174,1,1,0,0,0,1
FRAME,Floor01,F01_NDT_1383,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,138.876,0,9.73842e-16,0.771997,1.76866,0.771997,1,1,0,0,0,1
FRAME,Floor01,F01_NDT_1384,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,138.977,0,9.70428e-16,0.893689,2.06509,0.893689,1,1,0,0,0,1
FRAME,Floor01,F01_NDT_1385,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,139.078,0,4.44496e-16,0.939608,1.5526,0.939608,1,1,0,0,0,1
FRAME,Floor01,F01_NDT_1386,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,139.179,0,8.1961e-16,0.85993,1.84409,0.85993,1,1,0,0,0,1
FRAME,Floor01,F01_NDT_1387,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,139.28,0,9.93923e-16,0.836241,1.4929,0.836241,1,1,0,0,0,1
FRAME,Floor01,F01_NDT_1388,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,139.381,0,0,0.739079,0.881941,0.739079,1,1,0,0,0,1
FRAME,Floor01,F01_NDT_1389,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,139.482,0,1.11124e-16,0.848096,0.965348,0.848096,1,1,0,0,0,1
FRAME,Floor01,F01_NDT_1390,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,139.582,0,1.98785e-16,0.798895,1.22769,0.798895,1,1,0,0,0,1
FRAME,Floor01,F01_NDT_1391,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,139.683,0,7.11649e-16,0.76897,1.12419,0.76897,1,1,0,0,0,1
FRAME,Floor01,F01_NDT_1392,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,139.784,0,3.22068e-15,0.615444,0.613193,0.615444,1,1,0,0,0,1
FRAME,Floor01,F01_NDT_1393,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,139.885,0,3.16508e-16,0.665949,2.35688,0.665949,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1394,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,139.986,0,3.58364e-16,0.885873,1.12374,0.885873,1,1,0,0,0,1
FRAME,Floor01,F01_NDT_1395,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,140.087,0,7.92033e-17,0.773578,0.828548,0.773578,1,1,0,0,0,1
FRAME,Floor01,F01_NDT_1396,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,140.188,0,1.02525e-16,0.79294,0.334905,0.79294,1,1,0,0,0,1
FRAME,Floor01,F01_NDT_1397,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,140.288,0,8.02868e-16,0.808053,1.55512,0.808053,1,1,0,0,0,1
FRAME,Floor01,F01_NDT_1398,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,140.389,0,2.98924e-16,0.719689,1.16296,0.719689,1,1,0,0,0,1
FRAME,Floor01,F01_NDT_1399,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,140.49,0,1.49089e-16,0.757018,0.982083,0.757018,1,1,0,0,0,1
FRAME,Floor01,F01_NDT_1400,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,140.591,0,6.5526e-17,0.725265,0.840055,0.725265,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1401,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,140.692,0,7.95163e-16,0.802021,1.56429,0.802021,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1402,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,140.793,0,1.79182e-16,0.803056,1.21729,0.803056,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1403,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,140.893,0,2.99247e-16,0.824354,1.71237,0.824354,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1404,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,140.994,0,8.82069e-16,0.798949,1.31185,0.798949,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1405,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,141.095,0,3.18233e-15,0.775065,0.785061,0.775065,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1406,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,141.196,0,1.98785e-16,0.762105,0.657478,0.762105,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1407,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,141.297,0,4.89613e-15,0.745346,0.851049,0.745346,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1408,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,141.398,0,1.60265e-15,0.760098,0.463705,0.760098,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1409,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,141.499,0,1.2617e-15,0.757877,0.374707,0.757877,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1410,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,141.6,0,8.59417e-16,0.737194,0.726628,0.737194,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1411,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,141.7,0,3.51405e-17,0.768227,0.825459,0.768227,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1412,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,141.801,0,1.9903e-16,0.733336,0.59598,0.733336,1,1,0,0,0,0
FRAME,Floor01,F01_NDT_1413,W4_RAPID,PHASE2_TO_PHASE3_TRANSITION,141.902,0,8.49572e-16,0.717578,1.41255,0.717578,1,1,0,0,0,0
SUMMARY,Floor01,,W0_PRE,GROUP,,0,1.53943373e-16,0.0131256162,0.21628082,0.0131256162,0,0,0,50/50 (1.000000),,
SUMMARY,Floor01,,W1_TRANSIENT,GROUP,,0,9.476761196e-16,0.148105496,1.72883504,0.148105496,0.5,0,0,21/50 (0.420000),,
SUMMARY,Floor01,,W2_P025,GROUP,,0,9.106432805e-16,0.222614116667,2.13369066667,0.222614116667,1,0,0,0/60 (0.000000),,
SUMMARY,Floor01,,W1_W2_TRANSITION_UNION,GROUP,,0,9.27476389182e-16,0.188746561818,1.94966538182,0.188746561818,0.772727272727,0,0,21/110 (0.190909),,
SUMMARY,Floor01,,W3_P050,GROUP,,0,1.03747040871e-15,0.531218257143,1.03382538571,0.531218257143,1,0.757142857143,0,0/70 (0.000000),,
SUMMARY,Floor01,,W4_RAPID,GROUP,,0,6.799355e-16,0.807569326531,0.980137061224,0.807569326531,1,1,0,0/49 (0.000000),,
SUMMARY,Floor01,,W3_W4_PERSISTENT_UNION,GROUP,,0,8.90250152185e-16,0.64500987395,1.01171842857,0.64500987395,1,0.857142857143,0,0/119 (0.000000),,
SUMMARY,Floor01,,ALL_279_SELECTED,GROUP,,0,7.72972543262e-16,0.351880206487,1.23896675986,0.351880206487,0.731182795699,0.365591397849,0,71/279 (0.254480),,
