mode,ref_ns,stamp_ns,measurement_x,measurement_y,measurement_z,innovation_x,innovation_y,innovation_z,innovation_norm,measured_innovation_norm,position_correction,velocity_correction,rotation_correction_deg,sigma,pnp_inliers,inlier_ratio,reprojection_rmse_px,update_ms
VISUAL_XYZ_005,1660857395212127838,1660857395334336774,0.051105438436925381,-0.011221086617781767,-0.05466226879129505,-0.035733105387337573,-0.0057421542926205521,-0.00075850618635731754,0.036199481877197862,0.036199481877197862,0.01518884402938437,0.040240533602505853,0.1780249254547383,0.050000000000000003,30,0.81081081081081086,0.11489674270798253,0.014527
VISUAL_XYZ_005,1660857395334336774,1660857395415807742,0.071220935905933522,-0.0071425980831092582,-0.054789064553216291,-0.016999788815762709,-0.0025678760366022761,-0.0013304486737833257,0.017244039572949808,0.017244039572949808,0.0067594354894640902,0.01775976899839108,0.077039247757750284,0.050000000000000003,32,0.91428571428571426,0.14779499684526187,0.014318000000000001
VISUAL_XYZ_005,1660857395619490966,1660857395700967678,0.13842126211913661,0.0055080063055519225,-0.051351682784215473,-0.018412217884654691,-0.0015035471915147459,-0.0010328443015279465,0.018502356307787089,0.018502356307787089,0.010862534636904279,0.024706082376442531,0.094782778585504615,0.050000000000000003,32,0.91428571428571426,0.73773508438122926,0.014736000000000001
VISUAL_XYZ_005,1660857395700967678,1660857395823180446,0.14562298322619766,0.0059294776964520261,-0.048566649239119554,-0.042644875454501907,-0.005854860253065996,0.0013768699524558531,0.043066931188313,0.043066931188313,0.02062357462163544,0.045931398361513262,0.16935985354590469,0.050000000000000003,32,0.91428571428571426,0.51992613346593219,0.020185000000000002
VISUAL_XYZ_005,1660857395823180446,1660857395904671646,0.16930916168666701,0.0095004282400009965,-0.049697093783031929,-0.018989953783847852,-0.0036741904826710671,-0.0013365256257593036,0.019388252143087557,0.019388252143087557,0.0079294839163059662,0.018146620896554864,0.067885747671934796,0.050000000000000003,33,0.97058823529411764,0.38033299517176888,0.014178
VISUAL_XYZ_005,1660857396026882678,1660857396108396710,0.21269001375104307,0.01637910639175608,-0.04829435357640692,-0.023861844476429944,-0.0048660594936658468,-0.0014946253884987187,0.024398771728617215,0.024398771728617215,0.012136444051829374,0.028039137014644763,0.10414138468974957,0.050000000000000003,30,0.967741935483871,0.31808494571163526,0.014388
VISUAL_XYZ_005,1660857396108396710,1660857396230573766,0.22522942357159101,0.019225705078773234,-0.047153698570183693,-0.02531966944527983,-0.0035213748139273984,-0.0015293583208664877,0.025609074139296854,0.025609074139296854,0.011406429046159679,0.026355433780340824,0.096374149229135037,0.050000000000000003,31,0.96875,0.12688397949246727,0.014317
VISUAL_XYZ_005,1660857396230573766,1660857396312038766,0.24011885563497382,0.020517316562043527,-0.045731912703307266,-0.018574341349633983,-0.0048054017375584283,-0.00045363205719551464,0.019191243432236688,0.019191243432236688,0.0075870636942399258,0.018020892908314746,0.067610940850014664,0.050000000000000003,35,1,0.33715962880417993,0.014456999999999999
VISUAL_XYZ_005,1660857396312038766,1660857396434254902,0.25136643886206017,0.023475413075027859,-0.045350323762440012,-0.021176157851094224,-0.0035962743368490556,-0.00081223358222509701,0.021494710368656585,0.021494710368656585,0.0085926465433732897,0.020944982593954106,0.078107302414586854,0.050000000000000003,29,0.90625,0.058223048088419792,0.014038999999999999
VISUAL_XYZ_005,1660857396434254902,1660857396515720870,0.26530077553823483,0.023421152872181831,-0.045473695154233169,-0.015853332621016458,-0.0060660067283921128,-0.001551593804552949,0.017045000327245818,0.017045000327245818,0.0063748439969215582,0.015859434104723482,0.06033053331684593,0.050000000000000003,37,0.88095238095238093,0.29479475146009065,0.014177
VISUAL_XYZ_005,1660857396515720870,1660857396637936350,0.27584453227685574,0.026301102462556659,-0.044799138407441021,-0.015805034563050546,-0.0039946948360629619,-0.00063934631425291433,0.01631457839118251,0.01631457839118251,0.0064106590276870341,0.016103327207857589,0.060571122611230092,0.050000000000000003,37,0.97368421052631582,0.1664011740685751,0.013689
VISUAL_XYZ_005,1660857396637936350,1660857396719405734,0.28556619579939335,0.028628301119628923,-0.044574132387088565,-0.014516901545273853,-0.0034401725812940771,-0.00095237963804813142,0.014949322554525026,0.014949322554525026,0.0055669880041410201,0.014097859124218685,0.053924569546629338,0.050000000000000003,35,0.92105263157894735,0.048551083930582842,0.013828
VISUAL_XYZ_005,1660857396719405734,1660857396841649614,0.29473520071043774,0.030979848277324484,-0.043991922904735539,-0.011003875331070834,-0.0018808058289834402,-8.6771791874197535e-05,0.011163791121834571,0.011163791121834571,0.0043908788733739322,0.011059782075641317,0.041688573931452054,0.050000000000000003,35,1,0.058046218604664156,0.013898000000000001
VISUAL_XYZ_005,1660857396841649614,1660857396923118062,0.30131338342359665,0.032312002615163475,-0.044058377285952958,-0.011945889920803088,-0.0028788057804667311,-0.0008036606262473503,0.012314125187108248,0.012314125187108248,0.0045869135013909381,0.011584623053736229,0.044294320584491197,0.050000000000000003,39,1,0.057601288958565269,0.014178
VISUAL_XYZ_005,1660857396923118062,1660857397045303838,0.30868659818112332,0.033881501572909846,-0.043656458988366828,-0.0055706945078648484,-0.0017312267053023953,0.00053042858114819152,0.0058575709713845252,0.0058575709713845252,0.0022993613837220491,0.0057576570891507079,0.02162236027670756,0.050000000000000003,46,1,0.077573049002218383,0.014108000000000001
VISUAL_XYZ_005,1660857397045303838,1660857397126780454,0.31396349356677372,0.034738448071911773,-0.043937617806910217,-0.0071216201261515844,-0.0029687294010166121,-0.00046065042458245248,0.0077293613119931038,0.0077293613119931038,0.0028736737175140293,0.0072265477943403,0.027513456287145074,0.050000000000000003,41,1,0.32928615751837004,0.013828
VISUAL_XYZ_005,1660857397126780454,1660857397249019254,0.318184756643827,0.036688465986689976,-0.043796969739815256,-0.0013251470357415474,-0.00078250886679807896,-1.5147439311961886e-05,0.0015390140473270323,0.0015390140473270323,0.00060350267076383001,0.0015084861407126144,0.0056306065515639584,0.050000000000000003,39,1,0.11552776106260063,0.014038999999999999
VISUAL_XYZ_005,1660857397249019254,1660857397330480062,0.31915986107159239,0.036792864283237553,-0.043703602567751736,-0.006180291780953695,-0.0027270553622934235,-0.00039080329700485333,0.0067665031340927474,0.0067665031340927474,0.0025111628237217496,0.0062959600504098124,0.023775931281065407,0.050000000000000003,42,1,0.062691793459472983,0.013828999999999999
VISUAL_XYZ_005,1660857397330480062,1660857397452681742,0.3228812219404702,0.038768669776814778,-0.043652279688449591,0.0037489026259341918,0.00026578951417321334,5.5189348134171423e-05,0.0037587179767479477,0.0037587179767479477,0.0014712561626136151,0.0036669542510442163,0.013569601355862495,0.050000000000000003,42,1,0.053443418423456159,0.014666999999999999
VISUAL_XYZ_005,1660857397452681742,1660857397534155606,0.32028039095112482,0.038754683716809207,-0.043827235776342802,-0.003970820058593727,-0.0017758432262970497,-0.00058160398383516609,0.0043885412492226088,0.0043885412492226088,0.0016231283064550494,0.0040510585327958384,0.015096272456707201,0.050000000000000003,41,1,0.089258306041988048,0.013898000000000001
VISUAL_XYZ_005,1660857397534155606,1660857397615633838,0.32264873404858985,0.039856566946856319,-0.043385658066722441,0.0018455005113789391,-0.00045853708610388288,0.00024750713692980875,0.0019176517357601085,0.0019176517357601085,0.0006751815677329163,0.0017032269828117907,0.0063200545280317202,0.050000000000000003,35,1,0.038162372795254806,0.015854
VISUAL_XYZ_005,1660857397615633838,1660857397737842934,0.3214406649152669,0.040046642982126138,-0.043706542470914184,0.010565896012700637,0.00076808657730618318,0.00065332932670793264,0.010613903841215907,0.010613903841215907,0.0040335883077835958,0.010150893677889595,0.036908081720449529,0.050000000000000003,38,1,0.046051901249055012,0.014178
VISUAL_XYZ_005,1660857397737842934,1660857397819318838,0.31508595441689907,0.039396823684576303,-0.043896928636990101,0.00023214743491839496,-0.0014803154035509733,-3.6635737828145942e-05,0.0014988556644372679,0.0014988556644372679,0.0005466461079830662,0.0013790977983294079,0.005067095791604569,0.050000000000000003,37,1,0.048487045953381595,0.013969000000000001
VISUAL_XYZ_005,1660857397819318838,1660857397941528478,0.31597404975746057,0.0393806747474129,-0.043267702898496227,0.015945522118275934,0.00080380373702736152,0.0018481581497728078,0.016072382045566793,0.016072382045566793,0.0062093809203564677,0.015462620210864265,0.055248248918702142,0.050000000000000003,38,1,0.31694325524683731,0.013968
VISUAL_XYZ_005,1660857397941528478,1660857398023000998,0.30665739957381505,0.038532861878703493,-0.043946682835606224,0.0028428193280189973,-0.0011503229044477412,0.00032158602231984607,0.0030835502405517851,0.0030835502405517851,0.0011328565025408072,0.0028243235974669836,0.010202978053706509,0.050000000000000003,39,1,0.14668492926306767,0.014178
