stamp,relative_common_s,relative_r7i_s,gt_bracket_width_s,gt_nearest_dt_s,legacy_raw_translation_error_m,legacy_raw_rotation_error_deg,legacy_final_translation_error_m,legacy_final_rotation_error_deg,mature_imu_raw_translation_error_m,mature_imu_raw_rotation_error_deg,mature_imu_final_translation_error_m,mature_imu_final_rotation_error_deg,legacy_raw_to_final_translation_delta_m,legacy_raw_to_final_rotation_delta_deg,mature_imu_raw_to_final_translation_delta_m,mature_imu_raw_to_final_rotation_delta_deg,delta_raw_translation_legacy_minus_mature_m,delta_final_translation_legacy_minus_mature_m,delta_raw_rotation_legacy_minus_mature_deg,delta_final_rotation_legacy_minus_mature_deg,legacy_fitness,mature_fitness,legacy_iterations,mature_iterations,legacy_converged,mature_converged,legacy_limited,mature_limited,legacy_cloud_hash,mature_cloud_hash,legacy_source_points,mature_source_points,hq_gt_bracket_le_0p25
1660857395.820055,2.21880793571,2.622247926,0.201663970947,0,0.0563252017044,1.30822112134,0.0563252017044,1.30822112134,0.0724958286468,0.43739310718,0.0724958286468,0.43739310718,0,1.20741826973e-06,0,0,-0.0161706269424,-0.0161706269424,0.870828014161,0.870828014161,0.2798942014466281,0.27499100454648995,1,1,1,1,0,0,f8b1f96f7934e28e,500cb1e6eb03aba8,1400,1400,1
1660857395.9209149,2.31966781616,2.723107826,0.201663970947,0.1008040905,0.0506825304629,1.15335443107,0.0506825304629,1.15335443107,0.0826162571238,0.31600760478,0.0826162571238,0.31600760478,0,0,0,0,-0.0319337266609,-0.0319337266609,0.83734682629,0.83734682629,0.2781191649572637,0.2612335379879447,1,1,1,1,0,0,4ab211cc2e3992fc,d2a40a5a0ae95395,1400,1400,1
1660857396.021719,2.42047190666,2.823911926,0.201720237732,0,0.0452902642205,0.996632355668,0.0452902642205,0.996632355668,0.0849875783992,0.118612614422,0.0849875783992,0.118612614422,0,1.20741826973e-06,0,0,-0.0396973141787,-0.0396973141787,0.878019741246,0.878019741246,0.29084635013871385,0.2902702923669962,1,1,1,1,0,0,16761e27b39f75a8,5e51dacf76213289,1400,1400,1
1660857396.1225791,2.52133202553,2.924772026,0.201720237732,0.100860118866,0.0491462334836,1.10244880684,0.0491462334836,1.10244880684,0.0790480290275,0.15414827062,0.0790480290275,0.15414827062,0,0,0,0,-0.0299017955439,-0.0299017955439,0.948300536219,0.948300536219,0.2769018115027679,0.2789473147624189,1,1,1,1,0,0,45121bee89007c80,4c579e52ecca6940,1400,1400,1
1660857396.223439,2.62219190598,3.025631926,0.201720237732,2.38418579102e-07,0.045292973523,1.13625312392,0.045292973523,1.13625312392,0.074317921836,0.384554116177,0.074317921836,0.384554116177,0,0,0,0,-0.029024948313,-0.029024948313,0.75169900774,0.75169900774,0.2821092427589558,0.275927919001806,1,1,1,1,0,0,43d5e69f5420ad16,b2f8db7253da3f13,1400,1400,1
1660857396.3242991,2.72305202484,3.126492026,0.201719760895,0.100859880447,0.0437132751392,1.23945340446,0.0437132751392,1.23945340446,0.0625845698934,0.262082318212,0.0625845698934,0.262082318212,0,0,0,0,-0.0188712947542,-0.0188712947542,0.977371086253,0.977371086253,0.2825638050060661,0.2807748387092267,1,1,1,1,0,0,7ce99c2b78c02827,7db68de20fcfe4ba,1400,1400,1
1660857396.425159,2.82391190529,3.227351926,0.201719999313,0,0.039642056488,1.10675960229,0.039642056488,1.10675960229,0.0542802179015,0.174946845702,0.0542802179015,0.174946845702,0,0,0,0,-0.0146381614135,-0.0146381614135,0.931812756592,0.931812756592,0.29378930768226774,0.2872216341026147,1,1,1,1,0,0,38fe47a7257f199f,16250965791302e3,1400,1400,1
1660857396.5260191,2.92477202415,3.328212026,0.201719999313,0.100859880447,0.0235164998543,1.00571299889,0.0235164998543,1.00571299889,0.0523007558098,0.192362804077,0.0523007558098,0.192362804077,0,0,0,0,-0.0287842559556,-0.0287842559556,0.813350194814,0.813350194814,0.2826879043512054,0.27788183417789175,1,1,1,1,0,0,a0abc14017779d60,036bdd46e1a95d3b,1400,1400,1
1660857396.626879,3.0256319046,3.429071926,0.201719999313,0,0.0164402351197,0.799839044597,0.0164402351197,0.799839044597,0.0562794045458,0.483845275138,0.0562794045458,0.483845275138,0,0,0,0,-0.0398391694261,-0.0398391694261,0.315993769459,0.315993769459,0.28619999869017715,0.2897339974742967,1,1,1,1,0,0,1e6b5279a98e18f5,bf1eb475830991a9,1400,1400,1
1660857396.7277391,3.12649202347,3.529932026,0.201719999313,0.100859880447,0.013859411089,0.743203541108,0.013859411089,0.743203541108,0.0590532937062,0.438919960573,0.0590532937062,0.438919960573,0,0,0,0,-0.0451938826172,-0.0451938826172,0.304283580535,0.304283580535,0.28477027044331665,0.2825270992363455,1,1,1,1,0,0,39f6f9f0df61d748,9bcafeb316b2c915,1400,1400,1
1660857396.828599,3.22735190392,3.630791926,0.201663970947,0,0.0149735732887,0.565103310563,0.0149735732887,0.565103310563,0.0615965546512,0.48263443604,0.0615965546512,0.48263443604,0,0,0,0,-0.0466229813624,-0.0466229813624,0.0824688745225,0.0824688745225,0.31186202607851427,0.3166795918331627,1,1,1,1,0,0,6244e5c49da9f4af,e8700a02fc37e916,1400,1400,1
1660857396.9294579,3.32821083069,3.731650826,0.201663970947,0.100805044174,0.0155535760227,0.369740793743,0.0155535760227,0.369740793743,0.0680122178796,0.680453652426,0.0680122178796,0.680453652426,0,0,0,0,-0.0524586418568,-0.0524586418568,-0.310712858684,-0.310712858684,0.3317526390429495,0.32582351984361596,1,1,1,1,0,0,2f8521da189f5403,71012e84cd66f92f,1400,1400,1
1660857397.0302629,3.42901587486,3.832455826,0.201719999313,0,0.0191295343323,0.406868208514,0.0191295343323,0.406868208514,0.0759668442751,0.876673454354,0.0759668442751,0.876673454354,0,0,0,0,-0.0568373099429,-0.0568373099429,-0.46980524584,-0.46980524584,0.3181242130323309,0.3260535655998995,1,1,1,1,0,0,6c69db9df64813c6,6777fc46d3963dc4,1400,1400,1
1660857397.1311231,3.52987599373,3.933316026,0.201719999313,0.100859880447,0.0229299364014,0.41895767602,0.0229299364014,0.41895767602,0.0758309342879,0.740235800667,0.0758309342879,0.740235800667,0,0,0,0,-0.0529009978866,-0.0529009978866,-0.321278124647,-0.321278124647,0.3057771534105892,0.30599425552395587,1,1,1,1,0,0,90d3d261e3f32cac,20f324edff18e7d6,1400,1400,1
1660857397.2319829,3.63073587418,4.034175826,0.201719999313,0,0.0324588941621,0.471494040428,0.0324588941621,0.471494040428,0.0707984979462,0.651695706045,0.0707984979462,0.651695706045,0,0,0,0,-0.0383396037841,-0.0383396037841,-0.180201665618,-0.180201665618,0.3218698865193697,0.3262009033425056,1,1,1,1,0,0,8487759b96fc0953,0d68e7311bbfc4a0,1400,1400,1
