pipeline,stamp,stamp_float,relative_common_s,relative_r7i_s,gt_supported,gt_bracket_width_s,raw_translation_error_m,raw_rotation_error_deg,final_translation_error_m,final_rotation_error_deg,raw_to_final_translation_delta_m,raw_to_final_rotation_delta_deg,fitness,iterations,converged,translation_limited,rotation_limited,cloud_hash,point_count_raw,point_count_source,initial_guess_source,local_imu_prior_used
legacy,1660857729.647784,1660857729.647784,336.04653692245483,336.449976926,1,0.201719999313,65.1673339425,135.16766936,65.1673339425,135.16766936,0,0,0.0687998781316864,1,1,0,0,9ce80ed417f94cc7,21843,338,local_imu_rotation_prior,1
legacy,1660857729.7486441,1660857729.748644,336.1473970413208,336.550837026,1,0.201719999313,65.1134602244,135.266204758,65.1134602244,135.266204758,0,0,0.07560852903156712,1,1,0,0,47b1c96460ebcd5a,21220,372,local_imu_rotation_prior,1
legacy,1660857729.849504,1660857729.849504,336.2482569217682,336.651696926,1,0.201719999313,65.0590805186,134.150240355,65.0578452956,133.251164925,0,1.19694515834,0.08865764455368676,1,1,0,1,cb3573d9fc4a1f7d,20651,394,local_imu_rotation_prior,1
legacy,1660857729.9503641,1660857729.950364,336.34911704063416,336.752557026,1,0.201662778854,65.0012754584,128.983592,65.0012754584,128.983592,0,0,0.08242050541499678,1,1,0,0,ce976d50fc9a956e,20417,386,local_imu_rotation_prior,1
legacy,1660857730.051167,1660857730.051167,336.44991993904114,336.853359926,1,0.201662778854,64.963941538,126.853033355,64.963941538,126.853033355,0,0,0.07732122799035968,1,1,0,0,38f2955a4983df23,20307,388,local_imu_rotation_prior,1
legacy,1660857730.1520269,1660857730.152027,336.5507798194885,336.954219826,1,0.201719999313,64.9492662679,123.744602349,64.9492662679,123.744602349,0,0,0.07224431206122972,1,1,0,0,f0901b61f5368bd6,20250,392,local_imu_rotation_prior,1
legacy,1660857730.252887,1660857730.252887,336.6516399383545,337.055079926,1,0.201719999313,64.9318402672,122.450872158,64.9318402672,122.450872158,0,0,0.06978009120760924,1,1,0,0,eb1d492dc9542972,20217,387,local_imu_rotation_prior,1
legacy,1660857730.3537469,1660857730.353747,336.7524998188019,337.155939826,1,0.201719999313,64.9197231244,121.340604177,64.9197231244,121.340604177,0,0,0.06870872979391665,1,1,0,0,cb9483ecdd32064d,20226,398,local_imu_rotation_prior,1
legacy,1660857730.454607,1660857730.454607,336.85335993766785,337.256799926,1,0.201719999313,64.9114803734,120.651709642,64.9114803734,120.651709642,0,0,0.06706783675326733,1,1,0,0,d494cfefa6860c09,20254,388,local_imu_rotation_prior,1
legacy,1660857730.5554669,1660857730.555467,336.95421981811523,337.357659826,1,0.201719999313,64.8986835757,120.23618621,64.8986835757,120.23618621,0,0,0.06561322004148437,1,1,0,0,8b8db6c91fe747c4,20149,391,local_imu_rotation_prior,1
legacy,1660857730.656327,1660857730.656327,337.0550799369812,337.458519926,1,0.201719999313,64.8950788798,120.846243566,64.8950788798,120.846243566,0,0,0.06771410521364604,1,1,0,0,b5053df11aa4b92e,20127,390,local_imu_rotation_prior,1
legacy,1660857730.7571869,1660857730.757187,337.1559398174286,337.559379826,1,0.201719999313,64.9309693213,121.81630186,64.9309693213,121.81630186,0,0,0.07144220316555955,2,1,0,0,54dcd7d9fb5faac8,20228,376,local_imu_rotation_prior,1
legacy,1660857730.858047,1660857730.858047,337.25679993629456,337.660239926,1,0.201719999313,64.9310471083,123.431371844,64.9310471083,123.431371844,0,0,0.07410034216776723,1,1,0,0,13fa094be3b59849,20440,367,local_imu_rotation_prior,1
legacy,1660857730.9589069,1660857730.958907,337.35765981674194,337.761099826,1,0.201664209366,64.9402897,125.76925304,64.9402897,125.76925304,0,0,0.07466526477652591,1,1,0,0,e9cc609a2d3ecfca,20619,356,local_imu_rotation_prior,1
legacy,1660857731.059711,1660857731.059711,337.4584639072418,337.861903926,1,0.201664209366,64.9520079166,126.787699992,64.9520079166,126.787699992,0,0,0.07339948714744034,1,1,0,0,02c6c3948d95f92c,20885,350,local_imu_rotation_prior,1
legacy,1660857731.1605711,1660857731.160571,337.5593240261078,337.962764026,1,0.20171880722,64.9753412043,128.459979153,64.9753412043,128.459979153,0,0,0.07124069561903242,1,1,0,0,f4e1ab1026d66ff4,21149,346,local_imu_rotation_prior,1
legacy,1660857731.26143,1660857731.26143,337.66018295288086,338.063622926,1,0.20171880722,65.0309225769,130.758212583,65.0309225769,130.758212583,0,0,0.06625516509448721,1,1,0,0,bb2f5a7df71f2ace,21424,331,local_imu_rotation_prior,1
legacy,1660857731.3622899,1660857731.36229,337.76104283332825,338.164482826,1,0.201719999313,65.0779899603,132.647634347,65.0779899603,132.647634347,0,0,0.0678369601763978,1,1,0,0,0415d4f3d331bc93,21667,328,local_imu_rotation_prior,1
legacy,1660857731.46315,1660857731.46315,337.8619029521942,338.265342926,1,0.201719999313,65.1303504614,133.65195136,65.1303504614,133.65195136,0,0,0.06660425269937682,1,1,0,0,df23008612225a27,21848,338,local_imu_rotation_prior,1
legacy,1660857731.5640099,1660857731.56401,337.9627628326416,338.366202826,1,0.201719999313,65.1403141699,134.07761317,65.1403141699,134.07761317,0,0,0.06907395256785762,2,1,0,0,03dd55b16b1855c8,21917,327,local_imu_rotation_prior,1
legacy,1660857731.66487,1660857731.66487,338.06362295150757,338.467062926,1,0.201719999313,65.1555621235,132.921452338,65.1555621235,132.921452338,0,1.20741826973e-06,0.06929837314999618,1,1,0,0,195066216854ae08,21970,336,local_imu_rotation_prior,1
legacy,1660857731.7657299,1660857731.76573,338.16448283195496,338.567922826,1,0.201719999313,65.1616548724,133.295142551,65.1616548724,133.295142551,0,1.20741826973e-06,0.06970923947327963,1,1,0,0,a043c1f5233cc22d,21660,328,local_imu_rotation_prior,1
legacy,1660857731.86659,1660857731.86659,338.2653429508209,338.668782926,1,0.201719999313,65.0997187514,130.967007659,65.0997187514,130.967007659,0,0,0.07309164329613077,1,1,0,0,63dc10ff10d93e77,20943,367,local_imu_rotation_prior,1
legacy,1660857731.9674499,1660857731.96745,338.3662028312683,338.769642826,1,0.201663017273,65.0356257439,128.69756463,65.0356257439,128.69756463,0,0,0.07425068649279375,1,1,0,0,52a672f57660c8ac,20324,367,local_imu_rotation_prior,1
legacy,1660857732.068253,1660857732.068253,338.4670059680939,338.870445926,1,0.201663017273,64.9957106407,126.060144758,64.9957106407,126.060144758,0,1.20741826973e-06,0.06886546213748564,1,1,0,0,2faf16577e483c6c,20141,384,local_imu_rotation_prior,1
legacy,1660857732.1691129,1660857732.169113,338.56786584854126,338.971305826,1,0.201719999313,64.9635830637,122.160439427,64.9635830637,122.160439427,0,0,0.06761976676172764,1,1,0,0,94e75f9a9a92f8f2,20156,388,local_imu_rotation_prior,1
legacy,1660857732.269973,1660857732.269973,338.6687259674072,339.072165926,1,0.201719999313,64.9516855067,120.221044863,64.9516855067,120.221044863,0,0,0.06611893253719564,1,1,0,0,7af62c0e1b27a4a9,20164,388,local_imu_rotation_prior,1
legacy,1660857732.3708329,1660857732.370833,338.7695858478546,339.173025826,1,0.201719999313,64.9685115316,119.376784262,64.9685115316,119.376784262,0,0,0.0650314968904319,1,1,0,0,f169d3e16525fd50,20210,381,local_imu_rotation_prior,1
legacy,1660857732.471693,1660857732.471693,338.8704459667206,339.273885926,1,0.201719999313,64.9840336036,118.109607813,64.9840336036,118.109607813,0,0,0.06442045071878685,1,1,0,0,8447e75dcd5a7526,20281,390,local_imu_rotation_prior,1
legacy,1660857732.5725529,1660857732.572553,338.97130584716797,339.374745826,1,0.201719999313,64.9915251182,117.580620015,64.9915251182,117.580620015,0,0,0.0635375307854241,1,1,0,0,28bc61b15021b555,20282,387,local_imu_rotation_prior,1
legacy,1660857732.673413,1660857732.673413,339.07216596603394,339.475605926,1,0.201719999313,64.9906192706,117.416221535,64.9906192706,117.416221535,0,0,0.06301024116648037,1,1,0,0,b11decb8f3507827,20149,396,local_imu_rotation_prior,1
legacy,1660857732.7742729,1660857732.774273,339.1730258464813,339.576465826,1,0.201719999313,64.9902652882,116.421756027,64.9902652882,116.421756027,0,0,0.06294282753431196,1,1,0,0,793112730b41f534,20021,398,local_imu_rotation_prior,1
legacy,1660857732.875133,1660857732.875133,339.2738859653473,339.677325926,1,0.201719999313,65.0034505124,117.966730164,65.0034505124,117.966730164,0,0,0.0634945387515249,1,1,0,0,95397758684d5b87,19985,391,local_imu_rotation_prior,1
legacy,1660857732.9759929,1660857732.975993,339.3747458457947,339.778185826,1,0.201662778854,65.0080277969,116.257544917,65.0070661171,116.872956432,0,0.876611796156,0.06471354632943688,1,1,0,1,8cdab78cf29bdc93,19929,392,local_imu_rotation_prior,1
legacy,1660857733.076797,1660857733.076797,339.47554993629456,339.878989926,1,0.201662778854,64.9873483677,118.373501006,64.9863591096,118.72796754,0,0.745187753544,0.06555463844246423,1,1,0,1,c2f94706bccf3c9b,19710,383,local_imu_rotation_prior,1
legacy,1660857733.1776559,1660857733.177656,339.5764088630676,339.979848826,1,0.201720237732,64.9639614429,119.68338333,64.9624312669,120.341882441,0,1.1664411357,0.06423130043778627,1,1,0,1,6606e343177d7bcf,19345,381,local_imu_rotation_prior,1
