pipeline,stamp,gt_supported,exclude_reason,gt_left_stamp,gt_right_stamp,gt_bracket_width_s,nearest_gt_dt_s
legacy,1660857447.054018,1,,1660857447.054018,1660857447.255738,0.201719999313,0
legacy,1660857447.1548779,1,,1660857447.054018,1660857447.255738,0.201719999313,0.100859880447
legacy,1660857447.255738,1,,1660857447.255738,1660857447.457458,0.201719999313,0
legacy,1660857447.3565979,1,,1660857447.255738,1660857447.457458,0.201719999313,0.100859880447
legacy,1660857447.457458,1,,1660857447.457458,1660857447.659177,0.201719045639,0
legacy,1660857447.5583179,1,,1660857447.457458,1660857447.659177,0.201719045639,0.100859165192
legacy,1660857447.6591771,1,,1660857447.659177,1660857447.860897,0.201719999313,0
legacy,1660857447.7600369,1,,1660857447.659177,1660857447.860897,0.201719999313,0.100859880447
legacy,1660857447.8608971,1,,1660857447.860897,1660857448.062561,0.201663970947,0
legacy,1660857447.9617569,1,,1660857447.860897,1660857448.062561,0.201663970947,0.1008040905
legacy,1660857448.062561,1,,1660857448.062561,1660857448.264281,0.201719999313,0
legacy,1660857448.1634209,1,,1660857448.062561,1660857448.264281,0.201719999313,0.100859880447
legacy,1660857448.264281,1,,1660857448.264281,1660857448.466001,0.201719999313,0
legacy,1660857448.3651409,1,,1660857448.264281,1660857448.466001,0.201719999313,0.100859880447
legacy,1660857448.466001,1,,1660857448.466001,1660857448.667721,0.201719999313,0
legacy,1660857448.5668609,1,,1660857448.466001,1660857448.667721,0.201719999313,0.100859880447
legacy,1660857448.667721,1,,1660857448.667721,1660857448.869441,0.201719999313,0
legacy,1660857448.7685809,1,,1660857448.667721,1660857448.869441,0.201719999313,0.100859880447
legacy,1660857448.869441,1,,1660857448.869441,1660857449.071105,0.201663970947,0
legacy,1660857448.9703009,1,,1660857448.869441,1660857449.071105,0.201663970947,0.1008040905
legacy,1660857449.071105,1,,1660857449.071105,1660857449.272825,0.201719999313,0
legacy,1660857449.1719649,1,,1660857449.071105,1660857449.272825,0.201719999313,0.100859880447
legacy,1660857449.272825,1,,1660857449.272825,1660857449.474544,0.201719045639,0
legacy,1660857449.3736849,1,,1660857449.272825,1660857449.474544,0.201719045639,0.100859165192
legacy,1660857449.474544,1,,1660857449.474544,1660857449.676264,0.201719999313,0
legacy,1660857449.5754039,1,,1660857449.474544,1660857449.676264,0.201719999313,0.100859880447
legacy,1660857449.676264,1,,1660857449.676264,1660857449.877984,0.201719999313,0
legacy,1660857449.7771239,1,,1660857449.676264,1660857449.877984,0.201719999313,0.100859880447
legacy,1660857449.877984,1,,1660857449.877984,1660857450.079649,0.201664924622,0
legacy,1660857449.9788439,1,,1660857449.877984,1660857450.079649,0.201664924622,0.100805044174
legacy,1660857450.079649,1,,1660857450.079649,1660857450.281369,0.201719999313,0
legacy,1660857450.1805091,1,,1660857450.079649,1660857450.281369,0.201719999313,0.100859880447
legacy,1660857450.281369,1,,1660857450.281369,1660857450.483089,0.201719999313,0
legacy,1660857450.3822291,1,,1660857450.281369,1660857450.483089,0.201719999313,0.100859880447
legacy,1660857450.483089,1,,1660857450.483089,1660857450.684809,0.201719999313,0
legacy,1660857450.5839491,1,,1660857450.483089,1660857450.684809,0.201719999313,0.100859880447
legacy,1660857450.684809,1,,1660857450.684809,1660857450.886529,0.201719999313,0
legacy,1660857450.7856691,1,,1660857450.684809,1660857450.886529,0.201719999313,0.100859880447
legacy,1660857450.886529,1,,1660857450.886529,1660857451.088193,0.201663970947,0
legacy,1660857450.9873891,1,,1660857450.886529,1660857451.088193,0.201663970947,0.100803852081
legacy,1660857451.0881929,1,,1660857451.088193,1660857451.289912,0.201719045639,0
legacy,1660857451.1890531,1,,1660857451.088193,1660857451.289912,0.201719045639,0.100858926773
legacy,1660857451.289912,1,,1660857451.289912,1660857451.491632,0.201719999313,0
legacy,1660857451.3907721,1,,1660857451.289912,1660857451.491632,0.201719999313,0.100859880447
legacy,1660857451.491632,1,,1660857451.491632,1660857451.693352,0.201719999313,0
legacy,1660857451.5924921,1,,1660857451.491632,1660857451.693352,0.201719999313,0.100859880447
legacy,1660857451.693352,1,,1660857451.693352,1660857451.895072,0.201719999313,0
legacy,1660857451.7942121,1,,1660857451.693352,1660857451.895072,0.201719999313,0.100859880447
legacy,1660857451.895072,1,,1660857451.895072,1660857452.096736,0.201663970947,0
legacy,1660857451.9959321,1,,1660857451.895072,1660857452.096736,0.201663970947,0.100803852081
legacy,1660857452.096736,1,,1660857452.096736,1660857452.298456,0.201719999313,0
legacy,1660857452.1975961,1,,1660857452.096736,1660857452.298456,0.201719999313,0.100859880447
legacy,1660857452.298456,1,,1660857452.298456,1660857452.500176,0.201719999313,0
legacy,1660857452.3993161,1,,1660857452.298456,1660857452.500176,0.201719999313,0.100859880447
legacy,1660857452.500176,1,,1660857452.500176,1660857452.701896,0.201719999313,0
legacy,1660857452.6010361,1,,1660857452.500176,1660857452.701896,0.201719999313,0.100859880447
legacy,1660857452.701896,1,,1660857452.701896,1660857452.903616,0.201719999313,0
legacy,1660857452.8027561,1,,1660857452.701896,1660857452.903616,0.201719999313,0.100859880447
legacy,1660857452.903616,1,,1660857452.903616,1660857453.105281,0.20166516304,0
legacy,1660857453.004421,1,,1660857452.903616,1660857453.105281,0.20166516304,0.100805044174
legacy,1660857453.1052811,1,,1660857453.105281,1660857453.307001,0.201719999313,0
legacy,1660857453.206141,1,,1660857453.105281,1660857453.307001,0.201719999313,0.100859880447
legacy,1660857453.3070011,1,,1660857453.307001,1660857453.50872,0.20171880722,0
legacy,1660857453.40786,1,,1660857453.307001,1660857453.50872,0.20171880722,0.100858926773
legacy,1660857453.5087199,1,,1660857453.50872,1660857453.71044,0.201719999313,0
legacy,1660857453.60958,1,,1660857453.50872,1660857453.71044,0.201719999313,0.100859880447
legacy,1660857453.7104399,1,,1660857453.71044,1660857453.91216,0.201719999313,0
legacy,1660857453.8113,1,,1660857453.71044,1660857453.91216,0.201719999313,0.100859880447
legacy,1660857453.9121599,1,,1660857453.91216,1660857454.113837,0.201677083969,0
legacy,1660857454.0129769,1,,1660857453.91216,1660857454.113837,0.201677083969,0.100816965103
legacy,1660857454.113837,1,,1660857454.113837,1660857454.315557,0.201719999313,0
legacy,1660857454.2146969,1,,1660857454.113837,1660857454.315557,0.201719999313,0.100859880447
legacy,1660857454.315557,1,,1660857454.315557,1660857454.517277,0.201719999313,0
legacy,1660857454.4164169,1,,1660857454.315557,1660857454.517277,0.201719999313,0.100859880447
legacy,1660857454.517277,1,,1660857454.517277,1660857454.718997,0.201719999313,0
legacy,1660857454.6181369,1,,1660857454.517277,1660857454.718997,0.201719999313,0.100859880447
legacy,1660857454.718997,1,,1660857454.718997,1660857454.920717,0.201719999313,0
legacy,1660857454.8198569,1,,1660857454.718997,1660857454.920717,0.201719999313,0.100859880447
legacy,1660857454.920717,1,,1660857454.920717,1660857455.122368,0.201651096344,0
legacy,1660857455.021508,1,,1660857454.920717,1660857455.122368,0.201651096344,0.100790977478
legacy,1660857455.1223681,1,,1660857455.122368,1660857455.3240867,0.201718568802,0
legacy,1660857455.223227,1,,1660857455.122368,1660857455.3240867,0.201718568802,0.100858926773
legacy,1660857455.3240869,1,,1660857455.3240867,1660857455.525807,0.201720237732,2.38418579102e-07
legacy,1660857455.424947,1,,1660857455.3240867,1660857455.525807,0.201720237732,0.100859880447
legacy,1660857455.5258069,1,,1660857455.525807,1660857455.727527,0.201719999313,0
legacy,1660857455.626667,1,,1660857455.525807,1660857455.727527,0.201719999313,0.100859880447
legacy,1660857455.7275269,1,,1660857455.727527,1660857455.929247,0.201719999313,0
legacy,1660857455.828387,1,,1660857455.727527,1660857455.929247,0.201719999313,0.100859880447
legacy,1660857455.9292469,1,,1660857455.929247,1660857456.130912,0.20166516304,0
legacy,1660857456.0300519,1,,1660857455.929247,1660857456.130912,0.20166516304,0.100805044174
legacy,1660857456.1309121,1,,1660857456.130912,1660857456.332632,0.201719999313,0
legacy,1660857456.2317719,1,,1660857456.130912,1660857456.332632,0.201719999313,0.100859880447
legacy,1660857456.3326321,1,,1660857456.332632,1660857456.534352,0.201719999313,0
legacy,1660857456.4334919,1,,1660857456.332632,1660857456.534352,0.201719999313,0.100859880447
legacy,1660857456.5343521,1,,1660857456.534352,1660857456.7360718,0.201719760895,0
legacy,1660857456.6352119,1,,1660857456.534352,1660857456.7360718,0.201719760895,0.100859880447
legacy,1660857456.7360721,1,,1660857456.7360718,1660857456.937792,0.201720237732,2.38418579102e-07
legacy,1660857456.8369319,1,,1660857456.7360718,1660857456.937792,0.201720237732,0.100860118866
legacy,1660857456.9377921,1,,1660857456.937792,1660857457.139455,0.201663017273,0
legacy,1660857457.038595,1,,1660857456.937792,1660857457.139455,0.201663017273,0.100802898407
legacy,1660857457.1394551,1,,1660857457.139455,1660857457.341175,0.201719999313,0
legacy,1660857457.240315,1,,1660857457.139455,1660857457.341175,0.201719999313,0.100859880447
legacy,1660857457.3411751,1,,1660857457.341175,1660857457.542895,0.201719999313,0
legacy,1660857457.442035,1,,1660857457.341175,1660857457.542895,0.201719999313,0.100859880447
legacy,1660857457.5428951,1,,1660857457.542895,1660857457.744615,0.201719999313,0
legacy,1660857457.643755,1,,1660857457.542895,1660857457.744615,0.201719999313,0.100859880447
legacy,1660857457.7446151,1,,1660857457.744615,1660857457.946335,0.201719999313,0
legacy,1660857457.845475,1,,1660857457.744615,1660857457.946335,0.201719999313,0.100859880447
legacy,1660857457.9463351,1,,1660857457.946335,1660857458.148,0.201664924622,0
legacy,1660857458.0471399,1,,1660857457.946335,1660857458.148,0.201664924622,0.100804805756
legacy,1660857458.148,1,,1660857458.148,1660857458.34972,0.201719999313,0
legacy,1660857458.2488599,1,,1660857458.148,1660857458.34972,0.201719999313,0.100859880447
legacy,1660857458.34972,1,,1660857458.34972,1660857458.5514402,0.201720237732,0
legacy,1660857458.4505799,1,,1660857458.34972,1660857458.5514402,0.201720237732,0.100859880447
legacy,1660857458.55144,1,,1660857458.34972,1660857458.5514402,0.201720237732,2.38418579102e-07
legacy,1660857458.6522999,1,,1660857458.5514402,1660857458.75316,0.201719760895,0.100859642029
legacy,1660857458.75316,1,,1660857458.75316,1660857458.954879,0.201719045639,0
legacy,1660857458.8540201,1,,1660857458.75316,1660857458.954879,0.201719045639,0.100858926773
legacy,1660857458.954879,1,,1660857458.954879,1660857459.156543,0.201663970947,0
legacy,1660857459.0556829,1,,1660857458.954879,1660857459.156543,0.201663970947,0.100803852081
legacy,1660857459.156543,1,,1660857459.156543,1660857459.358263,0.201719999313,0
legacy,1660857459.2574029,1,,1660857459.156543,1660857459.358263,0.201719999313,0.100859880447
legacy,1660857459.358263,1,,1660857459.358263,1660857459.559983,0.201719999313,0
legacy,1660857459.4591229,1,,1660857459.358263,1660857459.559983,0.201719999313,0.100859880447
legacy,1660857459.559983,1,,1660857459.559983,1660857459.761703,0.201719999313,0
legacy,1660857459.6608429,1,,1660857459.559983,1660857459.761703,0.201719999313,0.100859880447
legacy,1660857459.761703,1,,1660857459.761703,1660857459.963423,0.201719999313,0
legacy,1660857459.8625629,1,,1660857459.761703,1660857459.963423,0.201719999313,0.100859880447
legacy,1660857459.963423,1,,1660857459.963423,1660857460.165087,0.201663970947,0
legacy,1660857460.0642271,1,,1660857459.963423,1660857460.165087,0.201663970947,0.1008040905
legacy,1660857460.165087,1,,1660857460.165087,1660857460.366807,0.201719999313,0
legacy,1660857460.2659471,1,,1660857460.165087,1660857460.366807,0.201719999313,0.100859880447
legacy,1660857460.366807,1,,1660857460.366807,1660857460.5685272,0.201720237732,0
legacy,1660857460.4676671,1,,1660857460.366807,1660857460.5685272,0.201720237732,0.100860118866
legacy,1660857460.568527,1,,1660857460.366807,1660857460.5685272,0.201720237732,2.38418579102e-07
legacy,1660857460.6693859,1,,1660857460.5685272,1660857460.770246,0.20171880722,0.100858688354
legacy,1660857460.770246,1,,1660857460.770246,1660857460.971966,0.201719999313,0
legacy,1660857460.8711059,1,,1660857460.770246,1660857460.971966,0.201719999313,0.100859880447
legacy,1660857460.971966,1,,1660857460.971966,1660857461.173631,0.201664924622,0
legacy,1660857461.0727711,1,,1660857460.971966,1660857461.173631,0.201664924622,0.100805044174
legacy,1660857461.173631,1,,1660857461.173631,1660857461.375351,0.201719999313,0
legacy,1660857461.2744911,1,,1660857461.173631,1660857461.375351,0.201719999313,0.100859880447
legacy,1660857461.375351,1,,1660857461.375351,1660857461.577071,0.201719999313,0
legacy,1660857461.4762111,1,,1660857461.375351,1660857461.577071,0.201719999313,0.100859880447
legacy,1660857461.577071,1,,1660857461.577071,1660857461.778791,0.201719999313,0
legacy,1660857461.6779311,1,,1660857461.577071,1660857461.778791,0.201719999313,0.100859880447
legacy,1660857461.778791,1,,1660857461.778791,1660857461.980511,0.201719999313,0
legacy,1660857461.8796511,1,,1660857461.778791,1660857461.980511,0.201719999313,0.100859880447
legacy,1660857461.980511,1,,1660857461.980511,1660857462.182166,0.20165514946,0
legacy,1660857462.081306,1,,1660857461.980511,1660857462.182166,0.20165514946,0.100795030594
legacy,1660857462.1821661,1,,1660857462.182166,1660857462.383886,0.201719999313,0
legacy,1660857462.283026,1,,1660857462.182166,1660857462.383886,0.201719999313,0.100859880447
legacy,1660857462.3838861,1,,1660857462.383886,1660857462.585606,0.201719999313,0
legacy,1660857462.484746,1,,1660857462.383886,1660857462.585606,0.201719999313,0.100859880447
legacy,1660857462.5856061,1,,1660857462.585606,1660857462.787325,0.20171880722,0
legacy,1660857462.686465,1,,1660857462.585606,1660857462.787325,0.20171880722,0.100858926773
legacy,1660857462.7873249,1,,1660857462.787325,1660857462.989045,0.201719999313,0
legacy,1660857462.888185,1,,1660857462.787325,1660857462.989045,0.201719999313,0.100859880447
legacy,1660857462.9890449,1,,1660857462.989045,1660857463.190719,0.201673984528,0
legacy,1660857463.089859,1,,1660857462.989045,1660857463.190719,0.201673984528,0.10081410408
legacy,1660857463.1907189,1,,1660857463.190719,1660857463.392439,0.201719999313,0
legacy,1660857463.291579,1,,1660857463.190719,1660857463.392439,0.201719999313,0.100859880447
legacy,1660857463.3924389,1,,1660857463.392439,1660857463.594159,0.201719999313,0
legacy,1660857463.493299,1,,1660857463.392439,1660857463.594159,0.201719999313,0.100859880447
legacy,1660857463.5941589,1,,1660857463.594159,1660857463.795879,0.201719999313,0
legacy,1660857463.695019,1,,1660857463.594159,1660857463.795879,0.201719999313,0.100859880447
legacy,1660857463.7958789,1,,1660857463.795879,1660857463.997599,0.201719999313,0
legacy,1660857463.896739,1,,1660857463.795879,1660857463.997599,0.201719999313,0.100859880447
legacy,1660857463.9975989,1,,1660857463.997599,1660857464.1992629,0.201663970947,0
legacy,1660857464.098403,1,,1660857463.997599,1660857464.1992629,0.201663970947,0.1008040905
legacy,1660857464.1992631,1,,1660857464.1992629,1660857464.400983,0.201720237732,2.38418579102e-07
legacy,1660857464.300123,1,,1660857464.1992629,1660857464.400983,0.201720237732,0.100860118866
legacy,1660857464.4009831,1,,1660857464.400983,1660857464.602702,0.20171880722,0
legacy,1660857464.501842,1,,1660857464.400983,1660857464.602702,0.20171880722,0.100858926773
legacy,1660857464.6027019,1,,1660857464.602702,1660857464.804422,0.201719999313,0
legacy,1660857464.703562,1,,1660857464.602702,1660857464.804422,0.201719999313,0.100859880447
legacy,1660857464.8044219,1,,1660857464.804422,1660857465.006086,0.201664209366,0
legacy,1660857464.905282,1,,1660857464.804422,1660857465.006086,0.201664209366,0.1008040905
legacy,1660857465.0060861,1,,1660857465.006086,1660857465.207806,0.201719999313,0
legacy,1660857465.106946,1,,1660857465.006086,1660857465.207806,0.201719999313,0.100859880447
legacy,1660857465.2078061,1,,1660857465.207806,1660857465.409526,0.201719999313,0
legacy,1660857465.308666,1,,1660857465.207806,1660857465.409526,0.201719999313,0.100859880447
legacy,1660857465.4095261,1,,1660857465.409526,1660857465.611246,0.201719999313,0
legacy,1660857465.510386,1,,1660857465.409526,1660857465.611246,0.201719999313,0.100859880447
legacy,1660857465.6112461,1,,1660857465.611246,1660857465.812966,0.201719999313,0
legacy,1660857465.712106,1,,1660857465.611246,1660857465.812966,0.201719999313,0.100859880447
legacy,1660857465.8129661,1,,1660857465.812966,1660857466.0146308,0.201664686203,0
legacy,1660857465.913826,1,,1660857465.812966,1660857466.0146308,0.201664686203,0.100804805756
legacy,1660857466.014631,1,,1660857466.0146308,1660857466.216351,0.201720237732,2.38418579102e-07
legacy,1660857466.1154909,1,,1660857466.0146308,1660857466.216351,0.201720237732,0.100860118866
legacy,1660857466.216351,1,,1660857466.216351,1660857466.41807,0.201719045639,0
legacy,1660857466.31721,1,,1660857466.216351,1660857466.41807,0.201719045639,0.100858926773
legacy,1660857466.4180701,1,,1660857466.41807,1660857466.61979,0.201719999313,0
legacy,1660857466.51893,1,,1660857466.41807,1660857466.61979,0.201719999313,0.100859880447
legacy,1660857466.6197901,1,,1660857466.61979,1660857466.82151,0.201719999313,0
legacy,1660857466.72065,1,,1660857466.61979,1660857466.82151,0.201719999313,0.100859880447
legacy,1660857466.8215101,1,,1660857466.82151,1660857467.023174,0.201663970947,0
legacy,1660857466.92237,1,,1660857466.82151,1660857467.023174,0.201663970947,0.1008040905
legacy,1660857467.023174,1,,1660857467.023174,1660857467.224894,0.201719999313,0
legacy,1660857467.1240339,1,,1660857467.023174,1660857467.224894,0.201719999313,0.100859880447
legacy,1660857467.224894,1,,1660857467.224894,1660857467.426614,0.201719999313,0
legacy,1660857467.3257539,1,,1660857467.224894,1660857467.426614,0.201719999313,0.100859880447
legacy,1660857467.426614,1,,1660857467.426614,1660857467.628334,0.201719999313,0
legacy,1660857467.5274739,1,,1660857467.426614,1660857467.628334,0.201719999313,0.100859880447
legacy,1660857467.628334,1,,1660857467.628334,1660857467.830054,0.201719999313,0
legacy,1660857467.7291939,1,,1660857467.628334,1660857467.830054,0.201719999313,0.100859880447
legacy,1660857467.830054,1,,1660857467.830054,1660857468.0317178,0.201663732529,0
legacy,1660857467.9309139,1,,1660857467.830054,1660857468.0317178,0.201663732529,0.100803852081
legacy,1660857468.031718,1,,1660857468.0317178,1660857468.2334373,0.201719522476,2.38418579102e-07
legacy,1660857468.1325769,1,,1660857468.0317178,1660857468.2334373,0.201719522476,0.100859165192
legacy,1660857468.2334371,1,,1660857468.0317178,1660857468.2334373,0.201719522476,2.38418579102e-07
legacy,1660857468.3342969,1,,1660857468.2334373,1660857468.435157,0.201719760895,0.100859642029
legacy,1660857468.4351571,1,,1660857468.435157,1660857468.636877,0.201719999313,0
legacy,1660857468.5360169,1,,1660857468.435157,1660857468.636877,0.201719999313,0.100859880447
legacy,1660857468.6368771,1,,1660857468.636877,1660857468.838597,0.201719999313,0
legacy,1660857468.7377369,1,,1660857468.636877,1660857468.838597,0.201719999313,0.100859880447
legacy,1660857468.8385971,1,,1660857468.838597,1660857469.040262,0.201664924622,0
legacy,1660857468.9394569,1,,1660857468.838597,1660857469.040262,0.201664924622,0.100805044174
legacy,1660857469.040262,1,,1660857469.040262,1660857469.241982,0.201719999313,0
legacy,1660857469.1411221,1,,1660857469.040262,1660857469.241982,0.201719999313,0.100859880447
legacy,1660857469.241982,1,,1660857469.241982,1660857469.443702,0.201719999313,0
legacy,1660857469.3428421,1,,1660857469.241982,1660857469.443702,0.201719999313,0.100859880447
legacy,1660857469.443702,1,,1660857469.443702,1660857469.645422,0.201719999313,0
legacy,1660857469.5445621,1,,1660857469.443702,1660857469.645422,0.201719999313,0.100859880447
legacy,1660857469.645422,1,,1660857469.645422,1660857469.847142,0.201719999313,0
legacy,1660857469.7462821,1,,1660857469.645422,1660857469.847142,0.201719999313,0.100859880447
legacy,1660857469.847142,1,,1660857469.847142,1660857470.048806,0.201663970947,0
legacy,1660857469.9480021,1,,1660857469.847142,1660857470.048806,0.201663970947,0.100803852081
legacy,1660857470.048806,1,,1660857470.048806,1660857470.250525,0.201719045639,0
legacy,1660857470.1496661,1,,1660857470.048806,1660857470.250525,0.201719045639,0.100858926773
legacy,1660857470.250525,1,,1660857470.250525,1660857470.452245,0.201719999313,0
legacy,1660857470.3513851,1,,1660857470.250525,1660857470.452245,0.201719999313,0.100859880447
legacy,1660857470.452245,1,,1660857470.452245,1660857470.653965,0.201719999313,0
legacy,1660857470.5531051,1,,1660857470.452245,1660857470.653965,0.201719999313,0.100859880447
legacy,1660857470.653965,1,,1660857470.653965,1660857470.8556852,0.201720237732,0
legacy,1660857470.7548251,1,,1660857470.653965,1660857470.8556852,0.201720237732,0.100860118866
legacy,1660857470.855685,1,,1660857470.653965,1660857470.8556852,0.201720237732,2.38418579102e-07
legacy,1660857470.9565451,1,,1660857470.8556852,1660857471.057349,0.201663732529,0.100803852081
legacy,1660857471.057349,1,,1660857471.057349,1660857471.259069,0.201719999313,0
legacy,1660857471.1582091,1,,1660857471.057349,1660857471.259069,0.201719999313,0.100859880447
legacy,1660857471.259069,1,,1660857471.259069,1660857471.460789,0.201719999313,0
legacy,1660857471.3599291,1,,1660857471.259069,1660857471.460789,0.201719999313,0.100859880447
legacy,1660857471.460789,1,,1660857471.460789,1660857471.662509,0.201719999313,0
legacy,1660857471.5616491,1,,1660857471.460789,1660857471.662509,0.201719999313,0.100859880447
legacy,1660857471.662509,1,,1660857471.662509,1660857471.864229,0.201719999313,0
legacy,1660857471.7633691,1,,1660857471.662509,1660857471.864229,0.201719999313,0.100859880447
legacy,1660857471.864229,1,,1660857471.864229,1660857472.065894,0.201664924622,0
legacy,1660857471.9650891,1,,1660857471.864229,1660857472.065894,0.201664924622,0.100804805756
legacy,1660857472.0658939,1,,1660857472.065894,1660857472.267613,0.201719045639,0
legacy,1660857472.166754,1,,1660857472.065894,1660857472.267613,0.201719045639,0.100858926773
legacy,1660857472.2676129,1,,1660857472.267613,1660857472.469333,0.201719999313,0
legacy,1660857472.3684731,1,,1660857472.267613,1660857472.469333,0.201719999313,0.100859880447
legacy,1660857472.4693329,1,,1660857472.469333,1660857472.6710532,0.201720237732,0
legacy,1660857472.5701931,1,,1660857472.469333,1660857472.6710532,0.201720237732,0.100860118866
legacy,1660857472.6710529,1,,1660857472.469333,1660857472.6710532,0.201720237732,2.38418579102e-07
legacy,1660857472.7719131,1,,1660857472.6710532,1660857472.872773,0.201719760895,0.100859880447
legacy,1660857472.8727729,1,,1660857472.872773,1660857473.074437,0.201663970947,0
legacy,1660857472.9736331,1,,1660857472.872773,1660857473.074437,0.201663970947,0.100803852081
legacy,1660857473.0744369,1,,1660857473.074437,1660857473.276157,0.201719999313,0
legacy,1660857473.175297,1,,1660857473.074437,1660857473.276157,0.201719999313,0.100859880447
legacy,1660857473.2761569,1,,1660857473.276157,1660857473.477877,0.201719999313,0
legacy,1660857473.377017,1,,1660857473.276157,1660857473.477877,0.201719999313,0.100859880447
legacy,1660857473.4778769,1,,1660857473.477877,1660857473.679597,0.201719999313,0
legacy,1660857473.578737,1,,1660857473.477877,1660857473.679597,0.201719999313,0.100859880447
legacy,1660857473.6795969,1,,1660857473.679597,1660857473.881317,0.201719999313,0
legacy,1660857473.780457,1,,1660857473.679597,1660857473.881317,0.201719999313,0.100859880447
legacy,1660857473.8813169,1,,1660857473.881317,1660857474.082981,0.201664209366,0
legacy,1660857473.982177,1,,1660857473.881317,1660857474.082981,0.201664209366,0.1008040905
legacy,1660857474.0829811,1,,1660857474.082981,1660857474.2847,0.20171880722,0
legacy,1660857474.183841,1,,1660857474.082981,1660857474.2847,0.20171880722,0.100858926773
legacy,1660857474.2846999,1,,1660857474.2847,1660857474.48642,0.201719999313,0
legacy,1660857474.38556,1,,1660857474.2847,1660857474.48642,0.201719999313,0.100859880447
legacy,1660857474.4864199,1,,1660857474.48642,1660857474.68814,0.201719999313,0
legacy,1660857474.58728,1,,1660857474.48642,1660857474.68814,0.201719999313,0.100859880447
legacy,1660857474.6881399,1,,1660857474.68814,1660857474.88986,0.201719999313,0
legacy,1660857474.789,1,,1660857474.68814,1660857474.88986,0.201719999313,0.100859880447
legacy,1660857474.8898599,1,,1660857474.88986,1660857475.091537,0.201677083969,0
legacy,1660857474.99072,1,,1660857474.88986,1660857475.091537,0.201677083969,0.100816965103
legacy,1660857475.091537,1,,1660857475.091537,1660857475.293257,0.201719999313,0
legacy,1660857475.1923971,1,,1660857475.091537,1660857475.293257,0.201719999313,0.100859880447
legacy,1660857475.293257,1,,1660857475.293257,1660857475.494977,0.201719999313,0
legacy,1660857475.3941171,1,,1660857475.293257,1660857475.494977,0.201719999313,0.100859880447
legacy,1660857475.494977,1,,1660857475.494977,1660857475.696697,0.201719999313,0
legacy,1660857475.5958371,1,,1660857475.494977,1660857475.696697,0.201719999313,0.100859880447
legacy,1660857475.696697,1,,1660857475.696697,1660857475.898417,0.201719999313,0
legacy,1660857475.7975571,1,,1660857475.696697,1660857475.898417,0.201719999313,0.100859880447
legacy,1660857475.898417,1,,1660857475.898417,1660857476.100072,0.201654911041,0
legacy,1660857475.9992771,1,,1660857475.898417,1660857476.100072,0.201654911041,0.100794792175
legacy,1660857476.1000719,1,,1660857476.100072,1660857476.301791,0.201719045639,0
legacy,1660857476.200932,1,,1660857476.100072,1660857476.301791,0.201719045639,0.100858926773
legacy,1660857476.301791,1,,1660857476.301791,1660857476.503511,0.201719999313,0
legacy,1660857476.4026511,1,,1660857476.301791,1660857476.503511,0.201719999313,0.100859880447
legacy,1660857476.503511,1,,1660857476.503511,1660857476.705231,0.201719999313,0
legacy,1660857476.6043711,1,,1660857476.503511,1660857476.705231,0.201719999313,0.100859880447
legacy,1660857476.705231,1,,1660857476.705231,1660857476.906951,0.201719999313,0
legacy,1660857476.8060911,1,,1660857476.705231,1660857476.906951,0.201719999313,0.100859880447
legacy,1660857476.906951,1,,1660857476.906951,1660857477.108615,0.201663970947,0
legacy,1660857477.007755,1,,1660857476.906951,1660857477.108615,0.201663970947,0.1008040905
legacy,1660857477.1086149,1,,1660857477.108615,1660857477.310335,0.201719999313,0
legacy,1660857477.209475,1,,1660857477.108615,1660857477.310335,0.201719999313,0.100859880447
legacy,1660857477.3103349,1,,1660857477.310335,1660857477.5120552,0.201720237732,0
legacy,1660857477.411195,1,,1660857477.310335,1660857477.5120552,0.201720237732,0.100860118866
legacy,1660857477.5120549,1,,1660857477.310335,1660857477.5120552,0.201720237732,2.38418579102e-07
legacy,1660857477.612915,1,,1660857477.5120552,1660857477.713775,0.201719760895,0.100859880447
legacy,1660857477.7137749,1,,1660857477.713775,1660857477.915495,0.201719999313,0
legacy,1660857477.814635,1,,1660857477.713775,1660857477.915495,0.201719999313,0.100859880447
legacy,1660857477.9154949,1,,1660857477.915495,1660857478.117157,0.201662063599,0
legacy,1660857478.0162971,1,,1660857477.915495,1660857478.117157,0.201662063599,0.100802183151
legacy,1660857478.117157,1,,1660857478.117157,1660857478.318877,0.201719999313,0
legacy,1660857478.2180171,1,,1660857478.117157,1660857478.318877,0.201719999313,0.100859880447
legacy,1660857478.318877,1,,1660857478.318877,1660857478.520596,0.201719045639,0
legacy,1660857478.4197359,1,,1660857478.318877,1660857478.520596,0.201719045639,0.100858926773
legacy,1660857478.520596,1,,1660857478.520596,1660857478.722316,0.201719999313,0
legacy,1660857478.6214559,1,,1660857478.520596,1660857478.722316,0.201719999313,0.100859880447
legacy,1660857478.722316,1,,1660857478.722316,1660857478.924036,0.201719999313,0
legacy,1660857478.8231759,1,,1660857478.722316,1660857478.924036,0.201719999313,0.100859880447
legacy,1660857478.924036,1,,1660857478.924036,1660857479.1257,0.201663970947,0
legacy,1660857479.0248401,1,,1660857478.924036,1660857479.1257,0.201663970947,0.1008040905
legacy,1660857479.1257,1,,1660857479.1257,1660857479.32742,0.201719999313,0
legacy,1660857479.2265601,1,,1660857479.1257,1660857479.32742,0.201719999313,0.100859880447
