pipeline,stamp,gt_supported,exclude_reason,gt_left_stamp,gt_right_stamp,gt_bracket_width_s,nearest_gt_dt_s
legacy,1660857399.34993,1,,1660857399.24907,1660857399.45079,0.201719999313,0.100859880447
legacy,1660857399.4507899,1,,1660857399.45079,1660857399.65251,0.201719999313,0
legacy,1660857399.55165,1,,1660857399.45079,1660857399.65251,0.201719999313,0.100859880447
legacy,1660857399.6525099,1,,1660857399.65251,1660857399.85423,0.201719999313,0
legacy,1660857399.75337,1,,1660857399.65251,1660857399.85423,0.201719999313,0.100859880447
legacy,1660857399.8542299,1,,1660857399.85423,1660857400.055885,0.20165514946,0
legacy,1660857399.95509,1,,1660857399.85423,1660857400.055885,0.20165514946,0.100795030594
legacy,1660857400.0558851,1,,1660857400.055885,1660857400.257605,0.201719999313,0
legacy,1660857400.156745,1,,1660857400.055885,1660857400.257605,0.201719999313,0.100859880447
legacy,1660857400.2576051,1,,1660857400.257605,1660857400.459325,0.201719999313,0
legacy,1660857400.358465,1,,1660857400.257605,1660857400.459325,0.201719999313,0.100859880447
legacy,1660857400.4593251,1,,1660857400.459325,1660857400.661045,0.201719999313,0
legacy,1660857400.560185,1,,1660857400.459325,1660857400.661045,0.201719999313,0.100859880447
legacy,1660857400.6610451,1,,1660857400.661045,1660857400.862764,0.20171880722,0
legacy,1660857400.761905,1,,1660857400.661045,1660857400.862764,0.20171880722,0.100858926773
legacy,1660857400.8627639,1,,1660857400.862764,1660857401.064438,0.201674222946,0
legacy,1660857400.963624,1,,1660857400.862764,1660857401.064438,0.201674222946,0.10081410408
legacy,1660857401.0644381,1,,1660857401.064438,1660857401.266158,0.201719999313,0
legacy,1660857401.165298,1,,1660857401.064438,1660857401.266158,0.201719999313,0.100859880447
legacy,1660857401.2661581,1,,1660857401.266158,1660857401.467878,0.201719999313,0
legacy,1660857401.367018,1,,1660857401.266158,1660857401.467878,0.201719999313,0.100859880447
legacy,1660857401.4678781,1,,1660857401.467878,1660857401.669598,0.201719999313,0
legacy,1660857401.568738,1,,1660857401.467878,1660857401.669598,0.201719999313,0.100859880447
legacy,1660857401.6695981,1,,1660857401.669598,1660857401.871318,0.201719999313,0
legacy,1660857401.770458,1,,1660857401.669598,1660857401.871318,0.201719999313,0.100859880447
legacy,1660857401.8713181,1,,1660857401.871318,1660857402.072983,0.201664924622,0
legacy,1660857401.972178,1,,1660857401.871318,1660857402.072983,0.201664924622,0.100805044174
legacy,1660857402.072983,1,,1660857402.072983,1660857402.274703,0.201719999313,0
legacy,1660857402.1738429,1,,1660857402.072983,1660857402.274703,0.201719999313,0.100859880447
legacy,1660857402.274703,1,,1660857402.274703,1660857402.476423,0.201719999313,0
legacy,1660857402.3755629,1,,1660857402.274703,1660857402.476423,0.201719999313,0.100859880447
legacy,1660857402.476423,1,,1660857402.476423,1660857402.678143,0.201719999313,0
legacy,1660857402.5772829,1,,1660857402.476423,1660857402.678143,0.201719999313,0.100859880447
legacy,1660857402.678143,1,,1660857402.678143,1660857402.879863,0.201719999313,0
legacy,1660857402.7790029,1,,1660857402.678143,1660857402.879863,0.201719999313,0.100859880447
legacy,1660857402.879863,1,,1660857402.879863,1660857403.081526,0.201663017273,0
legacy,1660857402.980722,1,,1660857402.879863,1660857403.081526,0.201663017273,0.1008040905
legacy,1660857403.081526,1,,1660857403.081526,1660857403.283246,0.201719999313,0
legacy,1660857403.1823859,1,,1660857403.081526,1660857403.283246,0.201719999313,0.100859880447
legacy,1660857403.283246,1,,1660857403.283246,1660857403.484966,0.201719999313,0
legacy,1660857403.3841059,1,,1660857403.283246,1660857403.484966,0.201719999313,0.100859880447
legacy,1660857403.484966,1,,1660857403.484966,1660857403.686686,0.201719999313,0
legacy,1660857403.5858259,1,,1660857403.484966,1660857403.686686,0.201719999313,0.100859880447
legacy,1660857403.686686,1,,1660857403.686686,1660857403.888406,0.201719999313,0
legacy,1660857403.7875459,1,,1660857403.686686,1660857403.888406,0.201719999313,0.100859880447
legacy,1660857403.888406,1,,1660857403.888406,1660857404.090071,0.201664924622,0
legacy,1660857403.9892659,1,,1660857403.888406,1660857404.090071,0.201664924622,0.100805044174
legacy,1660857404.090071,1,,1660857404.090071,1660857404.291791,0.201719999313,0
legacy,1660857404.1909311,1,,1660857404.090071,1660857404.291791,0.201719999313,0.100859880447
legacy,1660857404.291791,1,,1660857404.291791,1660857404.493511,0.201719999313,0
legacy,1660857404.3926511,1,,1660857404.291791,1660857404.493511,0.201719999313,0.100859880447
legacy,1660857404.493511,1,,1660857404.493511,1660857404.695231,0.201719999313,0
legacy,1660857404.5943711,1,,1660857404.493511,1660857404.695231,0.201719999313,0.100859880447
legacy,1660857404.695231,1,,1660857404.695231,1660857404.89695,0.201719045639,0
legacy,1660857404.7960911,1,,1660857404.695231,1660857404.89695,0.201719045639,0.100858926773
legacy,1660857404.89695,1,,1660857404.89695,1660857405.098614,0.201663970947,0
legacy,1660857404.9978099,1,,1660857404.89695,1660857405.098614,0.201663970947,0.1008040905
legacy,1660857405.098614,1,,1660857405.098614,1660857405.300334,0.201719999313,0
legacy,1660857405.1994741,1,,1660857405.098614,1660857405.300334,0.201719999313,0.100859880447
legacy,1660857405.300334,1,,1660857405.300334,1660857405.502054,0.201719999313,0
legacy,1660857405.4011941,1,,1660857405.300334,1660857405.502054,0.201719999313,0.100859880447
legacy,1660857405.502054,1,,1660857405.502054,1660857405.703774,0.201719999313,0
legacy,1660857405.6029141,1,,1660857405.502054,1660857405.703774,0.201719999313,0.100859880447
legacy,1660857405.703774,1,,1660857405.703774,1660857405.905494,0.201719999313,0
legacy,1660857405.8046341,1,,1660857405.703774,1660857405.905494,0.201719999313,0.100859880447
legacy,1660857405.905494,1,,1660857405.905494,1660857406.107159,0.201664924622,0
legacy,1660857406.006299,1,,1660857405.905494,1660857406.107159,0.201664924622,0.100805044174
legacy,1660857406.1071589,1,,1660857406.107159,1660857406.308879,0.201719999313,0
legacy,1660857406.208019,1,,1660857406.107159,1660857406.308879,0.201719999313,0.100859880447
legacy,1660857406.3088789,1,,1660857406.308879,1660857406.510599,0.201719999313,0
legacy,1660857406.409739,1,,1660857406.308879,1660857406.510599,0.201719999313,0.100859880447
legacy,1660857406.5105989,1,,1660857406.510599,1660857406.712319,0.201719999313,0
legacy,1660857406.611459,1,,1660857406.510599,1660857406.712319,0.201719999313,0.100859880447
legacy,1660857406.7123189,1,,1660857406.712319,1660857406.914038,0.201719045639,0
legacy,1660857406.813179,1,,1660857406.712319,1660857406.914038,0.201719045639,0.100858926773
legacy,1660857406.9140379,1,,1660857406.914038,1660857407.115702,0.201663970947,0
legacy,1660857407.014842,1,,1660857406.914038,1660857407.115702,0.201663970947,0.1008040905
legacy,1660857407.1157019,1,,1660857407.115702,1660857407.317422,0.201719999313,0
legacy,1660857407.216562,1,,1660857407.115702,1660857407.317422,0.201719999313,0.100859880447
legacy,1660857407.3174219,1,,1660857407.317422,1660857407.519142,0.201719999313,0
legacy,1660857407.418282,1,,1660857407.317422,1660857407.519142,0.201719999313,0.100859880447
legacy,1660857407.5191419,1,,1660857407.519142,1660857407.720862,0.201719999313,0
legacy,1660857407.620002,1,,1660857407.519142,1660857407.720862,0.201719999313,0.100859880447
legacy,1660857407.7208619,1,,1660857407.720862,1660857407.922582,0.201719999313,0
legacy,1660857407.821722,1,,1660857407.720862,1660857407.922582,0.201719999313,0.100859880447
legacy,1660857407.9225819,1,,1660857407.922582,1660857408.1242456,0.201663732529,0
legacy,1660857408.023386,1,,1660857407.922582,1660857408.1242456,0.201663732529,0.1008040905
legacy,1660857408.1242459,1,,1660857408.1242456,1660857408.325966,0.201720237732,2.38418579102e-07
legacy,1660857408.225106,1,,1660857408.1242456,1660857408.325966,0.201720237732,0.100859880447
legacy,1660857408.3259659,1,,1660857408.325966,1660857408.527686,0.201720237732,0
legacy,1660857408.426826,1,,1660857408.325966,1660857408.527686,0.201720237732,0.100860118866
legacy,1660857408.5276861,1,,1660857408.527686,1660857408.729406,0.201719999313,0
legacy,1660857408.628546,1,,1660857408.527686,1660857408.729406,0.201719999313,0.100859880447
legacy,1660857408.7294061,1,,1660857408.729406,1660857408.931125,0.20171880722,0
legacy,1660857408.830266,1,,1660857408.729406,1660857408.931125,0.20171880722,0.100858926773
legacy,1660857408.9311249,1,,1660857408.931125,1660857409.13279,0.20166516304,0
legacy,1660857409.03193,1,,1660857408.931125,1660857409.13279,0.20166516304,0.100805044174
legacy,1660857409.1327901,1,,1660857409.13279,1660857409.33451,0.201719999313,0
legacy,1660857409.23365,1,,1660857409.13279,1660857409.33451,0.201719999313,0.100859880447
legacy,1660857409.3345101,1,,1660857409.33451,1660857409.53623,0.201719999313,0
legacy,1660857409.43537,1,,1660857409.33451,1660857409.53623,0.201719999313,0.100859880447
legacy,1660857409.5362301,1,,1660857409.53623,1660857409.7379503,0.201720237732,0
legacy,1660857409.63709,1,,1660857409.53623,1660857409.7379503,0.201720237732,0.100859880447
legacy,1660857409.7379501,1,,1660857409.53623,1660857409.7379503,0.201720237732,2.38418579102e-07
legacy,1660857409.83881,1,,1660857409.7379503,1660857409.93967,0.201719760895,0.100859642029
legacy,1660857409.9396701,1,,1660857409.93967,1660857410.141334,0.201663970947,0
legacy,1660857410.0404739,1,,1660857409.93967,1660857410.141334,0.201663970947,0.100803852081
legacy,1660857410.1413341,1,,1660857410.141334,1660857410.343054,0.201719999313,0
legacy,1660857410.2421939,1,,1660857410.141334,1660857410.343054,0.201719999313,0.100859880447
legacy,1660857410.3430541,1,,1660857410.343054,1660857410.544774,0.201719999313,0
legacy,1660857410.4439139,1,,1660857410.343054,1660857410.544774,0.201719999313,0.100859880447
legacy,1660857410.5447741,1,,1660857410.544774,1660857410.746493,0.201719045639,0
legacy,1660857410.6456339,1,,1660857410.544774,1660857410.746493,0.201719045639,0.100859165192
legacy,1660857410.7464931,1,,1660857410.746493,1660857410.948213,0.201719999313,0
legacy,1660857410.847353,1,,1660857410.746493,1660857410.948213,0.201719999313,0.100859880447
legacy,1660857410.9482131,1,,1660857410.948213,1660857411.149878,0.201664924622,0
legacy,1660857411.0490179,1,,1660857410.948213,1660857411.149878,0.201664924622,0.100804805756
legacy,1660857411.149878,1,,1660857411.149878,1660857411.351598,0.201719999313,0
legacy,1660857411.2507379,1,,1660857411.149878,1660857411.351598,0.201719999313,0.100859880447
legacy,1660857411.351598,1,,1660857411.351598,1660857411.5533183,0.201720237732,0
legacy,1660857411.4524579,1,,1660857411.351598,1660857411.5533183,0.201720237732,0.100859880447
legacy,1660857411.553318,1,,1660857411.351598,1660857411.5533183,0.201720237732,2.38418579102e-07
legacy,1660857411.6541779,1,,1660857411.5533183,1660857411.755038,0.201719760895,0.100859642029
legacy,1660857411.755038,1,,1660857411.755038,1660857411.956758,0.201719999313,0
legacy,1660857411.8558979,1,,1660857411.755038,1660857411.956758,0.201719999313,0.100859880447
legacy,1660857411.956758,1,,1660857411.956758,1660857412.158429,0.201670885086,0
legacy,1660857412.057569,1,,1660857411.956758,1660857412.158429,0.201670885086,0.100811004639
legacy,1660857412.1584289,1,,1660857412.158429,1660857412.360149,0.201719999313,0
legacy,1660857412.259289,1,,1660857412.158429,1660857412.360149,0.201719999313,0.100859880447
legacy,1660857412.3601489,1,,1660857412.360149,1660857412.561869,0.201719999313,0
legacy,1660857412.461009,1,,1660857412.360149,1660857412.561869,0.201719999313,0.100859880447
legacy,1660857412.5618689,1,,1660857412.561869,1660857412.763588,0.201719045639,0
legacy,1660857412.6627281,1,,1660857412.561869,1660857412.763588,0.201719045639,0.100859165192
legacy,1660857412.763588,1,,1660857412.763588,1660857412.965308,0.201719999313,0
legacy,1660857412.8644481,1,,1660857412.763588,1660857412.965308,0.201719999313,0.100859880447
legacy,1660857412.965308,1,,1660857412.965308,1660857413.166966,0.201658010483,0
legacy,1660857413.0661061,1,,1660857412.965308,1660857413.166966,0.201658010483,0.100798130035
legacy,1660857413.166966,1,,1660857413.166966,1660857413.3686862,0.201720237732,0
legacy,1660857413.2678261,1,,1660857413.166966,1660857413.3686862,0.201720237732,0.100860118866
legacy,1660857413.368686,1,,1660857413.166966,1660857413.3686862,0.201720237732,2.38418579102e-07
legacy,1660857413.4695461,1,,1660857413.3686862,1660857413.570406,0.201719760895,0.100859880447
legacy,1660857413.570406,1,,1660857413.570406,1660857413.772126,0.201719999313,0
legacy,1660857413.6712661,1,,1660857413.570406,1660857413.772126,0.201719999313,0.100859880447
legacy,1660857413.772126,1,,1660857413.772126,1660857413.973846,0.201719999313,0
legacy,1660857413.8729861,1,,1660857413.772126,1660857413.973846,0.201719999313,0.100859880447
legacy,1660857413.973846,1,,1660857413.973846,1660857414.17551,0.201663970947,0
legacy,1660857414.07465,1,,1660857413.973846,1660857414.17551,0.201663970947,0.1008040905
legacy,1660857414.1755099,1,,1660857414.17551,1660857414.37723,0.201719999313,0
legacy,1660857414.27637,1,,1660857414.17551,1660857414.37723,0.201719999313,0.100859880447
legacy,1660857414.3772299,1,,1660857414.37723,1660857414.578949,0.201719045639,0
legacy,1660857414.4780891,1,,1660857414.37723,1660857414.578949,0.201719045639,0.100859165192
legacy,1660857414.578949,1,,1660857414.578949,1660857414.780669,0.201719999313,0
legacy,1660857414.6798091,1,,1660857414.578949,1660857414.780669,0.201719999313,0.100859880447
legacy,1660857414.780669,1,,1660857414.780669,1660857414.982389,0.201719999313,0
legacy,1660857414.8815291,1,,1660857414.780669,1660857414.982389,0.201719999313,0.100859880447
legacy,1660857414.982389,1,,1660857414.982389,1660857415.184053,0.201663970947,0
legacy,1660857415.0831931,1,,1660857414.982389,1660857415.184053,0.201663970947,0.1008040905
legacy,1660857415.1840529,1,,1660857415.184053,1660857415.385773,0.201719999313,0
legacy,1660857415.2849131,1,,1660857415.184053,1660857415.385773,0.201719999313,0.100859880447
legacy,1660857415.3857729,1,,1660857415.385773,1660857415.587493,0.201719999313,0
legacy,1660857415.4866331,1,,1660857415.385773,1660857415.587493,0.201719999313,0.100859880447
legacy,1660857415.5874929,1,,1660857415.587493,1660857415.789213,0.201719999313,0
legacy,1660857415.6883531,1,,1660857415.587493,1660857415.789213,0.201719999313,0.100859880447
legacy,1660857415.7892129,1,,1660857415.789213,1660857415.990933,0.201719999313,0
legacy,1660857415.8900731,1,,1660857415.789213,1660857415.990933,0.201719999313,0.100859880447
legacy,1660857415.9909329,1,,1660857415.990933,1660857416.192598,0.20166516304,0
legacy,1660857416.091738,1,,1660857415.990933,1660857416.192598,0.20166516304,0.100805044174
legacy,1660857416.1925981,1,,1660857416.192598,1660857416.394317,0.20171880722,0
legacy,1660857416.293458,1,,1660857416.192598,1660857416.394317,0.20171880722,0.100858926773
legacy,1660857416.3943169,1,,1660857416.394317,1660857416.596037,0.201719999313,0
legacy,1660857416.495177,1,,1660857416.394317,1660857416.596037,0.201719999313,0.100859880447
legacy,1660857416.5960369,1,,1660857416.596037,1660857416.797757,0.201719999313,0
legacy,1660857416.696897,1,,1660857416.596037,1660857416.797757,0.201719999313,0.100859880447
legacy,1660857416.7977569,1,,1660857416.797757,1660857416.999477,0.201719999313,0
legacy,1660857416.898617,1,,1660857416.797757,1660857416.999477,0.201719999313,0.100859880447
legacy,1660857416.9994769,1,,1660857416.999477,1660857417.2011409,0.201663970947,0
legacy,1660857417.100281,1,,1660857416.999477,1660857417.2011409,0.201663970947,0.1008040905
legacy,1660857417.2011411,1,,1660857417.2011409,1660857417.402861,0.201720237732,2.38418579102e-07
legacy,1660857417.302001,1,,1660857417.2011409,1660857417.402861,0.201720237732,0.100860118866
legacy,1660857417.4028611,1,,1660857417.402861,1660857417.604581,0.201719999313,0
legacy,1660857417.503721,1,,1660857417.402861,1660857417.604581,0.201719999313,0.100859880447
legacy,1660857417.6045811,1,,1660857417.604581,1660857417.806301,0.201719999313,0
legacy,1660857417.705441,1,,1660857417.604581,1660857417.806301,0.201719999313,0.100859880447
legacy,1660857417.8063011,1,,1660857417.806301,1660857418.007966,0.201664924622,0
legacy,1660857417.907161,1,,1660857417.806301,1660857418.007966,0.201664924622,0.100805044174
legacy,1660857418.007966,1,,1660857418.007966,1660857418.209685,0.201719045639,0
legacy,1660857418.1088259,1,,1660857418.007966,1660857418.209685,0.201719045639,0.100859165192
legacy,1660857418.2096851,1,,1660857418.209685,1660857418.411405,0.201719999313,0
legacy,1660857418.310545,1,,1660857418.209685,1660857418.411405,0.201719999313,0.100859880447
legacy,1660857418.4114051,1,,1660857418.411405,1660857418.613125,0.201719999313,0
legacy,1660857418.512265,1,,1660857418.411405,1660857418.613125,0.201719999313,0.100859880447
legacy,1660857418.6131251,1,,1660857418.613125,1660857418.814845,0.201719999313,0
legacy,1660857418.713985,1,,1660857418.613125,1660857418.814845,0.201719999313,0.100859880447
legacy,1660857418.8148451,1,,1660857418.814845,1660857419.0165088,0.201663732529,0
legacy,1660857418.915705,1,,1660857418.814845,1660857419.0165088,0.201663732529,0.100803852081
legacy,1660857419.0165091,1,,1660857419.0165088,1660857419.218229,0.201720237732,2.38418579102e-07
legacy,1660857419.1173689,1,,1660857419.0165088,1660857419.218229,0.201720237732,0.100860118866
legacy,1660857419.2182291,1,,1660857419.218229,1660857419.419949,0.201719999313,0
legacy,1660857419.3190889,1,,1660857419.218229,1660857419.419949,0.201719999313,0.100859880447
legacy,1660857419.4199491,1,,1660857419.419949,1660857419.621669,0.201719999313,0
legacy,1660857419.5208089,1,,1660857419.419949,1660857419.621669,0.201719999313,0.100859880447
legacy,1660857419.6216691,1,,1660857419.621669,1660857419.8233888,0.201719760895,0
legacy,1660857419.7225289,1,,1660857419.621669,1660857419.8233888,0.201719760895,0.100859880447
legacy,1660857419.8233891,1,,1660857419.8233888,1660857420.025053,0.201664209366,2.38418579102e-07
legacy,1660857419.9242489,1,,1660857419.8233888,1660857420.025053,0.201664209366,0.1008040905
legacy,1660857420.025053,1,,1660857420.025053,1660857420.226773,0.201719999313,0
legacy,1660857420.1259129,1,,1660857420.025053,1660857420.226773,0.201719999313,0.100859880447
legacy,1660857420.226773,1,,1660857420.226773,1660857420.428493,0.201719999313,0
legacy,1660857420.3276329,1,,1660857420.226773,1660857420.428493,0.201719999313,0.100859880447
legacy,1660857420.428493,1,,1660857420.428493,1660857420.630213,0.201719999313,0
legacy,1660857420.5293529,1,,1660857420.428493,1660857420.630213,0.201719999313,0.100859880447
legacy,1660857420.630213,1,,1660857420.630213,1660857420.831933,0.201719999313,0
legacy,1660857420.7310729,1,,1660857420.630213,1660857420.831933,0.201719999313,0.100859880447
legacy,1660857420.831933,1,,1660857420.831933,1660857421.033597,0.201663970947,0
legacy,1660857420.9327929,1,,1660857420.831933,1660857421.033597,0.201663970947,0.1008040905
legacy,1660857421.033597,1,,1660857421.033597,1660857421.235317,0.201719999313,0
legacy,1660857421.1344571,1,,1660857421.033597,1660857421.235317,0.201719999313,0.100859880447
legacy,1660857421.235317,1,,1660857421.235317,1660857421.437037,0.201719999313,0
legacy,1660857421.3361771,1,,1660857421.235317,1660857421.437037,0.201719999313,0.100859880447
legacy,1660857421.437037,1,,1660857421.437037,1660857421.6387568,0.201719760895,0
legacy,1660857421.5378971,1,,1660857421.437037,1660857421.6387568,0.201719760895,0.100859642029
legacy,1660857421.638757,1,,1660857421.6387568,1660857421.840477,0.201720237732,2.38418579102e-07
legacy,1660857421.7396171,1,,1660857421.6387568,1660857421.840477,0.201720237732,0.100859880447
legacy,1660857421.840477,1,,1660857421.840477,1660857422.04214,0.201663017273,0
legacy,1660857421.9413359,1,,1660857421.840477,1660857422.04214,0.201663017273,0.1008040905
legacy,1660857422.04214,1,,1660857422.04214,1660857422.24386,0.201719999313,0
legacy,1660857422.1429999,1,,1660857422.04214,1660857422.24386,0.201719999313,0.100859880447
legacy,1660857422.24386,1,,1660857422.24386,1660857422.44558,0.201719999313,0
legacy,1660857422.3447199,1,,1660857422.24386,1660857422.44558,0.201719999313,0.100859880447
legacy,1660857422.44558,1,,1660857422.44558,1660857422.6473,0.201719999313,0
legacy,1660857422.5464399,1,,1660857422.44558,1660857422.6473,0.201719999313,0.100859880447
legacy,1660857422.6473,1,,1660857422.6473,1660857422.84902,0.201719999313,0
legacy,1660857422.7481599,1,,1660857422.6473,1660857422.84902,0.201719999313,0.100859880447
legacy,1660857422.84902,1,,1660857422.84902,1660857423.050685,0.201664924622,0
legacy,1660857422.9498799,1,,1660857422.84902,1660857423.050685,0.201664924622,0.100805044174
legacy,1660857423.0506849,1,,1660857423.050685,1660857423.252405,0.201719999313,0
legacy,1660857423.151545,1,,1660857423.050685,1660857423.252405,0.201719999313,0.100859880447
legacy,1660857423.2524049,1,,1660857423.252405,1660857423.4541252,0.201720237732,0
legacy,1660857423.353265,1,,1660857423.252405,1660857423.4541252,0.201720237732,0.100860118866
legacy,1660857423.4541249,1,,1660857423.252405,1660857423.4541252,0.201720237732,2.38418579102e-07
legacy,1660857423.554985,1,,1660857423.4541252,1660857423.655845,0.201719760895,0.100859880447
legacy,1660857423.6558449,1,,1660857423.655845,1660857423.857564,0.201719045639,0
legacy,1660857423.7567041,1,,1660857423.655845,1660857423.857564,0.201719045639,0.100859165192
legacy,1660857423.857564,1,,1660857423.857564,1660857424.059228,0.201663970947,0
legacy,1660857423.9584241,1,,1660857423.857564,1660857424.059228,0.201663970947,0.100803852081
legacy,1660857424.0592279,1,,1660857424.059228,1660857424.260948,0.201719999313,0
legacy,1660857424.1600881,1,,1660857424.059228,1660857424.260948,0.201719999313,0.100859880447
legacy,1660857424.2609479,1,,1660857424.260948,1660857424.462668,0.201719999313,0
legacy,1660857424.3618081,1,,1660857424.260948,1660857424.462668,0.201719999313,0.100859880447
legacy,1660857424.4626679,1,,1660857424.462668,1660857424.664388,0.201719999313,0
legacy,1660857424.5635281,1,,1660857424.462668,1660857424.664388,0.201719999313,0.100859880447
legacy,1660857424.6643879,1,,1660857424.664388,1660857424.866108,0.201719999313,0
