run,raw_cloud_callback_rows,published_scans,rejected_scans,reject_reasons,first_published_stamp,last_published_stamp,run_duration_sec,first_ndt_stamp,last_ndt_stamp,ndt_hz_over_published_span,ndt_frames,ndt_converged,oosm_applied,oosm_other,point_out_mean,point_out_median,point_out_p95,point_out_max,state_samples_per_scan_mean,state_samples_per_scan_p95,state_samples_per_scan_max,deskew_latency_mean_ms,deskew_latency_median_ms,deskew_latency_p95_ms,deskew_latency_max_ms,nan_inf_count,cloud_hash_unique,state_history_size_mean,state_history_size_p95,state_history_size_max,imu_history_size_mean,imu_history_size_p95,imu_history_size_max,pending_cloud_queue_size_mean,pending_cloud_queue_size_p95,pending_cloud_queue_size_max,pending_cloud_queue_peak_mean,pending_cloud_queue_peak_p95,pending_cloud_queue_peak_max,state_history_peak_mean,state_history_peak_p95,state_history_peak_max,imu_history_peak_mean,imu_history_peak_p95,imu_history_peak_max,state_history_span_sec_mean,state_history_span_sec_p95,state_history_span_sec_max,runtime_sampled_cloud_receipt_count_mean,runtime_sampled_cloud_receipt_count_p95,runtime_sampled_cloud_receipt_count_max,ekf_cpu_mean,ekf_cpu_p95,ekf_cpu_peak,ekf_rss_mean_mib,ekf_rss_peak_mib,ndt_cpu_mean,ndt_cpu_p95,ndt_cpu_peak,ndt_rss_mean_mib,ndt_rss_peak_mib
full_runA,4138,4126,12,PREINIT_REJECTED:11;state_gap_exceeds_limit:1,1660857393.6012471,1660857809.8269341,416.22568702697754,1660857393.6012471,1660857809.8269341,9.91289131978194,4126,4126,4126,0,23133.2018904508,23309.5,28833.0,29109,19.738245273873,21.0,21.0,10.513867506059137,10.4891985,14.4169255,20.201287,0,4126,399.743961352657,401.0,401.0,400.2173913043478,401.0,401.0,0.8285024154589372,1.0,1.0,11.0,11.0,11.0,400.5217391304348,401.0,401.0,400.9951690821256,401.0,401.0,1.9974847945614138,1.999903917312622,1.9999041557312012,2077.618357487923,3929.4999999999995,4135.0,13.94790488782816,16.997493600000002,17.997628,17.450607846062052,18.328125,13.49927944391408,19.997144,27.995305,118.90255817422434,119.30078125
full_runB,4138,4126,12,PREINIT_REJECTED:11;state_gap_exceeds_limit:1,1660857393.6012471,1660857809.8269341,416.22568702697754,1660857393.6012471,1660857809.8269341,9.91289131978194,4126,4126,4126,0,23133.2018904508,23309.5,28833.0,29109,19.738245273873,21.0,21.0,10.249273915414445,10.2468945,14.224485249999999,20.292408,0,4126,399.743961352657,401.0,401.0,400.2173913043478,401.0,401.0,0.8381642512077294,1.0,1.0,11.0,11.0,11.0,400.5217391304348,401.0,401.0,400.9951690821256,401.0,401.0,1.9974847945614138,1.999903917312622,1.9999041557312012,2077.6280193236717,3929.4999999999995,4135.0,13.570870854415274,15.997816,17.997581,17.201698612768496,18.23046875,13.415763997613364,19.098517499999968,27.994722,119.23800156622912,119.73046875
