common_frames,only_A,only_B,stamp_mismatch,scan_stamp_mismatch_excluding_preinit,scan_disposition_mismatch_excluding_preinit,scan_point_count_mismatch_excluding_preinit,deskew_disposition_mismatch,point_count_in_mismatch,point_count_out_mismatch,cloud_hash_mismatch,initial_guess_source_mismatch,initial_guess_reason_mismatch,initial_guess_translation_max_diff_m,initial_guess_rotation_max_diff_rad,raw_translation_max_diff_m,raw_rotation_max_diff_rad,final_translation_max_diff_m,final_rotation_max_diff_rad,fitness_max_diff,iterations_mismatch,convergence_mismatch,translation_limiter_mismatch,rotation_limiter_mismatch,first_divergence_stamp,oosm_common_events,oosm_only_A,oosm_only_B,oosm_result_mismatch,oosm_rollback_stamp_mismatch,oosm_replay_imu_count_mismatch,oosm_alignment_error_max_diff_ms
4126,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,4126,0,0,0,0,2334,0.0
